type,cost,country,carrier,units,2030,2040,2050
links,capital,CH,residential rural resistive heater,Euro,2848366.7836631755,3676286.2230466898,4414342.483034538
links,capital,CH,residential urban decentral air heat pump,Euro,66387561.883855715,275.2769895543939,66641538.41580344
links,capital,CH,residential urban decentral biomass boiler,Euro,49234399.53008185,49234573.65926254,49234444.52765112
links,capital,CH,residential urban decentral gas boiler,Euro,214924564.9757415,214924808.3940945,214924582.98798496
links,capital,CH,residential urban decentral oil boiler,Euro,72662210.5120293,72662235.38975996,72662220.54443787
links,capital,CH,residential urban decentral resistive heater,Euro,8166878.174340918,13027194.64164996,13027250.587655628
links,capital,CH,services rural biomass boiler,Euro,2166934.2593223606,2167176.495713568,2167002.226726241
links,capital,CH,services rural gas boiler,Euro,35957119.07622257,38092094.99144789,38092121.880823776
links,capital,CH,services rural ground heat pump,Euro,24417578.266931497,27933687.114139,73847959.79419473
links,capital,CH,services rural oil boiler,Euro,10526237.25323887,10526264.102264166,10526247.92846887
links,capital,CH,services rural resistive heater,Euro,933663.2282380651,1866905.2663696,1867326.0410558388
links,capital,CH,services urban decentral air heat pump,Euro,26435050.650542364,210.17954143612417,10246900.758885063
links,capital,CH,services urban decentral biomass boiler,Euro,14984890.165600304,14985045.283660574,14984935.332232406
links,capital,CH,services urban decentral gas boiler,Euro,96206778.5660744,96206973.82551087,96206797.09412244
links,capital,CH,services urban decentral oil boiler,Euro,27540009.81710542,27540034.68551384,27540019.88184384
links,capital,CH,services urban decentral resistive heater,Euro,2783468.2839305317,7417515.760654095,7417577.397328639
links,capital,CH,solid biomass for industry CC,Euro,203.8826090367725,125.72662631923347,68743075.51603736
links,capital,CH,urban central air heat pump,Euro,92822030.58358848,202.601099724486,252957751.0031347
links,capital,CH,urban central gas boiler,Euro,13962470.533711577,21546939.581325173,24237090.68232539
links,capital,CH,urban central resistive heater,Euro,244.76495312984537,10152606.23407565,11554567.863681233
links,capital,CH,urban central solid biomass CHP,Euro,54568907.063869394,106234839.72815137,144742761.88778192
links,capital,CO,CO2 pipeline,Euro,10012.693890478213,3532.1770311798746,925763563.8157386
links,capital,CZ,CCGT,Euro,67645849.81665851,67645791.26358485,54802084.808461554
links,capital,CZ,Fischer-Tropsch,Euro,46.705450622057256,20.273807938964712,1213.9135852026066
links,capital,CZ,SMR,Euro,21355601.598575108,58373201.82449894,58373214.98134641
links,capital,CZ,biogas to gas,Euro,75.80735830677325,39.45860112475053,66216156.78622505
links,capital,CZ,electricity distribution grid,Euro,463149738.0162733,481909363.25893986,549966471.7184929
links,capital,CZ,home battery charger,Euro,153.21569073523705,59.74639976537939,166910.89359362918
links,capital,CZ,lignite,Euro,1630417060.0797925,1630417060.0797925,1594271630.4026475
links,capital,CZ,methanolisation,Euro,1236.5530552735115,847.707757326125,351.12343963445653
links,capital,CZ,nuclear,Euro,2873515768.6926565,1507088768.182801,1507088667.7573335
links,capital,CZ,process emissions CC,Euro,354.75799561312135,575.0844941189793,75911384.07101583
links,capital,CZ,residential rural biomass boiler,Euro,174.2589166375934,2899290.7498590294,2900543.9728059364
links,capital,CZ,residential rural gas boiler,Euro,79105734.6872744,175469040.24288726,175469086.4542394
links,capital,CZ,residential rural ground heat pump,Euro,79367328.66221191,85106652.09280737,300697583.55972034
links,capital,CZ,residential rural oil boiler,Euro,57691245.38991161,53596938.81576081,53596922.49830136
links,capital,CZ,residential rural resistive heater,Euro,9157544.454588229,3924692.4688014262,6462687.883144587
links,capital,CZ,residential urban decentral air heat pump,Euro,23773020.353244018,40352245.56830387,107074532.491203
links,capital,CZ,residential urban decentral biomass boiler,Euro,187.04344272558205,26380678.920208927,26380922.833324417
links,capital,CZ,residential urban decentral gas boiler,Euro,181333786.24524269,235025677.9845537,235025710.30966216
links,capital,CZ,residential urban decentral oil boiler,Euro,98696434.86654872,94602126.446065,94602111.61525255
links,capital,CZ,residential urban decentral resistive heater,Euro,15463422.724581225,10230406.79422867,10230418.18228929
links,capital,CZ,services rural biomass boiler,Euro,183.5829590530777,1195196.8569668804,1195452.0477796071
links,capital,CZ,services rural gas boiler,Euro,29035241.654979788,73779167.71678495,73779203.92798689
links,capital,CZ,services rural ground heat pump,Euro,119294576.06958888,126002894.24695656,212143674.15699977
links,capital,CZ,services rural oil boiler,Euro,22449086.468559593,20946656.83759446,20946640.88770678
links,capital,CZ,services rural resistive heater,Euro,3049191.5253601796,1933211.600884447,2664399.695483365
links,capital,CZ,services urban decentral air heat pump,Euro,6242.784910390979,2803355.718648654,29149007.08075599
links,capital,CZ,services urban decentral biomass boiler,Euro,185.92726668617937,12456221.654213017,12456359.907828052
links,capital,CZ,services urban decentral gas boiler,Euro,71421113.97437245,92445876.06907035,92445903.50085218
links,capital,CZ,services urban decentral oil boiler,Euro,35462875.071505785,33960444.230403185,33960429.12452557
links,capital,CZ,services urban decentral resistive heater,Euro,5285748.301406633,4271791.917210711,4271915.102845182
links,capital,CZ,solid biomass for industry CC,Euro,190.6290065638464,113.41366217071142,115767919.72225964
links,capital,CZ,urban central air heat pump,Euro,57515371.653772965,25027938.436896272,242622061.5730041
links,capital,CZ,urban central gas boiler,Euro,17296120.852377314,34921253.48971958,32151308.851953357
links,capital,CZ,urban central oil boiler,Euro,1502456.6272272374,965864.9746460812,0.0
links,capital,CZ,urban central resistive heater,Euro,1371582.539004548,13779321.124121187,18667060.00425503
links,capital,CZ,urban central solid biomass CHP,Euro,390941059.7638385,249810441.27876395,377737507.8477541
links,capital,DE,CCGT,Euro,2859442955.3056126,2593873067.740454,1506124572.7794783
links,capital,DE,Fischer-Tropsch,Euro,46.73819707502412,19.92821524124284,4953179.601185635
links,capital,DE,H2 Electrolysis,Euro,124.410927899329,108.25556244455888,15504264.721285798
links,capital,DE,OCGT,Euro,3626660.179245063,3626617.183007255,2549780.0008018957
links,capital,DE,SMR,Euro,123948545.40694322,361893639.6476465,361893652.9435085
links,capital,DE,biogas to gas,Euro,76.17479688508327,39.65241514100774,162794847.85430777
links,capital,DE,coal,Euro,3440158812.476687,2889384837.0406823,1840752693.9741457
links,capital,DE,electricity distribution grid,Euro,3698602959.625923,4089292513.584219,4871365851.877097
links,capital,DE,lignite,Euro,5700201651.118563,4198552684.2636,791436939.9193794
links,capital,DE,methanolisation,Euro,1105.1329491548968,1761.0695202386726,2121.000280390496
links,capital,DE,nuclear,Euro,939083881.6273544,189.95855067235908,144.60109061959716
links,capital,DE,oil,Euro,54491052.987396955,41121165.55464462,28595378.553176153
links,capital,DE,process emissions CC,Euro,373.1125975998681,1314.982577414033,731034029.1378759
links,capital,DE,residential rural gas boiler,Euro,1083157553.3849344,1309317899.4565806,1309317932.3830814
links,capital,DE,residential rural ground heat pump,Euro,329121255.1601419,685762184.4230524,1760181795.0589025
links,capital,DE,residential rural oil boiler,Euro,468430403.8627456,245134710.56559753,245134721.54869857
links,capital,DE,residential rural resistive heater,Euro,299.632136079709,27723391.98703659,50559244.20662391
links,capital,DE,residential urban decentral air heat pump,Euro,585092318.7025051,758655922.0712867,921495454.8065248
links,capital,DE,residential urban decentral gas boiler,Euro,1085720403.0756955,2404870889.4910235,2404870913.5411167
links,capital,DE,residential urban decentral oil boiler,Euro,994279584.5502433,525849329.0620031,525849255.4134937
links,capital,DE,residential urban decentral resistive heater,Euro,39071238.67980855,39156887.88568743,80787022.77575213
links,capital,DE,services rural gas boiler,Euro,447640881.4852196,541714324.0703183,541714353.7924647
links,capital,DE,services rural ground heat pump,Euro,136017417.34676304,457605999.5840199,912994929.3577044
links,capital,DE,services rural oil boiler,Euro,193590118.3198156,90919902.337062,90919913.28709865
links,capital,DE,services rural resistive heater,Euro,288.73314286086713,22126890.35725831,22127032.204779707
links,capital,DE,services urban decentral air heat pump,Euro,79675704.31302536,275358098.3756381,340609386.04420966
links,capital,DE,services urban decentral gas boiler,Euro,531175611.03400594,1046072032.328734,1046072052.8343776
links,capital,DE,services urban decentral oil boiler,Euro,366978601.0449172,173388732.56398365,173388556.55924228
links,capital,DE,services urban decentral resistive heater,Euro,44456682.90316765,44456731.489889815,44456728.12788005
links,capital,DE,solid biomass for industry CC,Euro,184.76626314642292,122.0935867854074,1252021608.415439
links,capital,DE,urban central air heat pump,Euro,564130100.8415042,629968397.5022385,3374337373.054055
links,capital,DE,urban central gas boiler,Euro,156904837.14355946,313172466.24625957,327955531.2271482
links,capital,DE,urban central oil boiler,Euro,193590054.71461225,124450749.45939358,0.0
links,capital,DE,urban central resistive heater,Euro,197.30607258900093,98124813.61027864,148870468.82100645
links,capital,DE,urban central solid biomass CHP,Euro,1668011702.030192,755977028.1448963,922299457.5352136
links,capital,DK,CCGT,Euro,179939161.83252925,150621460.7738912,2653686.4355693217
links,capital,DK,Fischer-Tropsch,Euro,89.1399612859361,39.44460435251033,1118.2033925552362
links,capital,DK,H2 Electrolysis,Euro,357.1474550367684,276.5606507698586,796562796.3536608
links,capital,DK,Haber-Bosch,Euro,5467779.456318892,5467846.841288892,5467826.467571983
links,capital,DK,SMR,Euro,22343672.34171176,28570743.411329724,28570770.18166206
links,capital,DK,SMR CC,Euro,7027.611495345336,388.91194784596564,29.28623938311211
links,capital,DK,biogas to gas,Euro,150.05463426713402,78.5873490282315,57602676.56501545
links,capital,DK,coal,Euro,16778476.99948653,16778227.986842874,16778159.33283965
links,capital,DK,electricity distribution grid,Euro,279628624.4174037,317868393.08992004,392720689.69736826
links,capital,DK,methanolisation,Euro,7472.246637142069,5744.562122602888,130855027.1957354
links,capital,DK,process emissions CC,Euro,498.4394301657202,4542.189129512202,34981081.3137551
links,capital,DK,residential rural gas boiler,Euro,42660308.307307854,32092736.923238147,32092795.511185806
links,capital,DK,residential rural ground heat pump,Euro,511.79187179010466,16609222.183347663,44185747.49342895
links,capital,DK,residential rural oil boiler,Euro,13900069.713985842,4974685.909124758,4974711.369600685
links,capital,DK,residential rural resistive heater,Euro,4349429.678784026,1885188.896924232,1927155.5396069565
links,capital,DK,residential urban decentral air heat pump,Euro,133669243.5340035,78435731.79475358,121537426.59114
links,capital,DK,residential urban decentral biomass boiler,Euro,59942551.84748263,59943223.959962085,59942815.84196672
links,capital,DK,residential urban decentral gas boiler,Euro,60069726.933598444,133248725.00053707,133248778.38712671
links,capital,DK,residential urban decentral oil boiler,Euro,79646758.83078407,65746862.59405881,65746830.85809701
links,capital,DK,residential urban decentral resistive heater,Euro,10559952.627187233,6211077.002147432,9635350.76919543
links,capital,DK,services rural biomass boiler,Euro,11610604.745393032,11610671.456525344,11610167.544181181
links,capital,DK,services rural gas boiler,Euro,13626104.634247232,10256455.130409721,10256513.173245117
links,capital,DK,services rural ground heat pump,Euro,61235260.49954424,147491757.68952543,163891535.98333085
links,capital,DK,services rural oil boiler,Euro,4439730.8697413225,1773519.1091814265,1773542.7503708806
links,capital,DK,services rural resistive heater,Euro,3023735.771859734,1634680.8597036954,1685623.7200729768
links,capital,DK,services urban decentral air heat pump,Euro,27837206.12725261,20152011.113214392,34238449.33508322
links,capital,DK,services urban decentral biomass boiler,Euro,27226764.97267453,27227431.363276016,27226997.837567605
links,capital,DK,services urban decentral gas boiler,Euro,20087307.474652182,39270895.5313614,39270946.06180538
links,capital,DK,services urban decentral oil boiler,Euro,23847548.33159806,19408070.5620982,19408034.733109087
links,capital,DK,services urban decentral resistive heater,Euro,4687548.817040349,3298570.058978256,3580515.9850730104
links,capital,DK,solid biomass for industry CC,Euro,387.538460794089,248.73956450616825,69421799.0370804
links,capital,DK,urban central air heat pump,Euro,176362128.16089547,86942880.64798208,286813606.092786
links,capital,DK,urban central gas boiler,Euro,30276617.197271354,34766877.861478485,33466799.53954158
links,capital,DK,urban central oil boiler,Euro,4439534.792119313,2853986.652076701,0.0
links,capital,DK,urban central resistive heater,Euro,1134812.7489601993,4794777.6964448895,4852630.46813554
links,capital,DK,urban central solid biomass CHP,Euro,31194016.107930277,48719443.93293189,89178044.46889706
links,capital,EE,H2 Electrolysis,Euro,89.56117206872887,345.86791022184707,363963309.3732591
links,capital,EE,Haber-Bosch,Euro,3817.086782693096,56.710967253015625,1248292.9876630374
links,capital,EE,SMR,Euro,2197686.593044533,10016139.00537134,10016152.43439824
links,capital,EE,biogas to gas,Euro,74.84970125647888,38.9974616273598,11850505.776799168
links,capital,EE,electricity distribution grid,Euro,57555159.893788144,62182684.128953725,76641777.15819317
links,capital,EE,methanolisation,Euro,856.1132994753474,5307883.972466698,36796003.87568153
links,capital,EE,process emissions CC,Euro,156.35830757786047,5011536.519998725,6860367.436706603
links,capital,EE,residential rural biomass boiler,Euro,9099254.119120931,9102388.274941228,12851579.668213475
links,capital,EE,residential rural gas boiler,Euro,17880846.984613232,17924569.428699143,17924600.343029715
links,capital,EE,residential rural ground heat pump,Euro,882.790114482722,15234905.035634752,30827760.940958776
links,capital,EE,residential rural oil boiler,Euro,10823962.954706153,10448344.395444453,10448329.25572996
links,capital,EE,residential rural resistive heater,Euro,1898844.2363220984,1367090.74447948,2047527.6891137897
links,capital,EE,residential urban decentral air heat pump,Euro,23026267.188000053,4320945.539380323,10609002.160314174
links,capital,EE,residential urban decentral biomass boiler,Euro,2270.77153250767,3690348.97467398,9025985.407484632
links,capital,EE,residential urban decentral gas boiler,Euro,14910211.627281671,21661757.186267875,21661785.677337117
links,capital,EE,residential urban decentral oil boiler,Euro,10415005.580481663,10039386.819763172,10039371.762642149
links,capital,EE,residential urban decentral resistive heater,Euro,1566708.1279714436,1035332.7637243083,1982632.5980512996
links,capital,EE,services rural biomass boiler,Euro,11391026.980198491,11391179.580747643,11391105.72470671
links,capital,EE,services rural gas boiler,Euro,7296971.883606232,7297056.496679869,7296990.624881293
links,capital,EE,services rural ground heat pump,Euro,917.187592645001,15427132.020505406,28218816.99552825
links,capital,EE,services rural oil boiler,Euro,3613297.4974650224,3613321.262432239,3613307.75844584
links,capital,EE,services rural resistive heater,Euro,611277.2051589999,611979.1421551685,711141.6432585797
links,capital,EE,services urban decentral air heat pump,Euro,442.4917154056813,211841.98610061043,2473615.7350493902
links,capital,EE,services urban decentral biomass boiler,Euro,2287146.08998749,2320859.5301357764,4216026.276186795
links,capital,EE,services urban decentral gas boiler,Euro,6647309.217591889,6995847.167819595,6647338.76808134
links,capital,EE,services urban decentral oil boiler,Euro,3536623.3532388783,3536649.7932297536,3536634.1053344766
links,capital,EE,services urban decentral resistive heater,Euro,398874.1946808066,399035.8570024588,639620.9455375193
links,capital,EE,solid biomass for industry CC,Euro,151.09494028542971,140.58200815284354,22397251.215635397
links,capital,EE,urban central air heat pump,Euro,30631369.452546433,590.2414640808547,4817282.034303449
links,capital,EE,urban central gas boiler,Euro,7323456.451681458,7323499.790832265,7323467.877096812
links,capital,EE,urban central resistive heater,Euro,67.62406200166782,2017508.3107590992,2017543.0929055167
links,capital,EE,urban central solid biomass CHP,Euro,29200631.69348729,31836941.628052387,45485920.26274912
links,capital,EE,urban central solid biomass CHP CC,Euro,256.8328916997716,289.61947247801737,1172.0177492518685
links,capital,ES,CCGT,Euro,2995107628.959916,2984333663.0535593,1397988774.111034
links,capital,ES,H2 Electrolysis,Euro,1003.6562449123568,3985850885.4968834,9658338766.409657
links,capital,ES,Haber-Bosch,Euro,287250490.7770535,286862350.50239545,286862292.0702605
links,capital,ES,SMR,Euro,861294556.8149081,861301712.1797765,861294582.6488887
links,capital,ES,SMR CC,Euro,227762289.5876327,227763306.61795664,227760991.2719985
links,capital,ES,biogas to gas,Euro,137.45920512218197,65.73932739593035,151796408.44831643
links,capital,ES,coal,Euro,328304073.7931668,115510974.6991177,115510906.37086867
links,capital,ES,electricity distribution grid,Euro,1712185108.9795446,1775774378.4418554,1980415356.9658182
links,capital,ES,gas for industry CC,Euro,241.1005974297302,145.14635334209174,528598.3530077456
links,capital,ES,home battery charger,Euro,414.12894562731924,177125161.00441483,387011904.8560477
links,capital,ES,methanolisation,Euro,187056858.53033787,637309157.099266,1124144743.861827
links,capital,ES,nuclear,Euro,2084873269.0733693,303.4429067203347,155.80669672576283
links,capital,ES,oil,Euro,30088462.754041374,14880263.529853007,8759042.738895217
links,capital,ES,process emissions CC,Euro,666.5444290463893,401952011.39775544,401952298.24941415
links,capital,ES,residential rural biomass boiler,Euro,296.72019016624006,9331532.817432785,9236674.251728222
links,capital,ES,residential rural gas boiler,Euro,386470915.12624955,167989245.06204185,167645545.96182105
links,capital,ES,residential rural ground heat pump,Euro,641.0408386031688,244948620.4005551,391989421.20755833
links,capital,ES,residential rural oil boiler,Euro,62318119.91860044,22242249.78119819,22242281.606564954
links,capital,ES,residential rural resistive heater,Euro,100155188.31639719,22169029.120458324,22169113.64313532
links,capital,ES,residential urban decentral air heat pump,Euro,364164867.13660127,388142845.3922364,387653301.8096471
links,capital,ES,residential urban decentral biomass boiler,Euro,65963369.61975885,151096746.97989798,151096879.682192
links,capital,ES,residential urban decentral gas boiler,Euro,386471133.93893814,406473844.5354622,406473894.210472
links,capital,ES,residential urban decentral oil boiler,Euro,67747204.88265198,70075941.66716458,70075862.10683635
links,capital,ES,residential urban decentral resistive heater,Euro,102155912.78779404,43916407.813485265,43916440.804720044
links,capital,ES,services rural biomass boiler,Euro,405.91131458621646,8673545.040574398,8468859.905042918
links,capital,ES,services rural gas boiler,Euro,185608254.9023536,112261464.5690645,112163708.07613797
links,capital,ES,services rural ground heat pump,Euro,3596.634972777272,522985111.8237338,607678654.0867307
links,capital,ES,services rural oil boiler,Euro,29509852.58283682,10546757.310102748,10509412.49993817
links,capital,ES,services rural resistive heater,Euro,48101143.18609225,15156063.543859972,15158235.111707542
links,capital,ES,services urban decentral air heat pump,Euro,50340303.686994985,149768853.47928444,149279841.22159177
links,capital,ES,services urban decentral biomass boiler,Euro,90089748.89313903,95136872.35252023,95135763.0452435
links,capital,ES,services urban decentral gas boiler,Euro,185608476.15429664,211390578.10743585,211389975.651526
links,capital,ES,services urban decentral oil boiler,Euro,40098193.86098421,38747321.38905445,38747308.77724517
links,capital,ES,services urban decentral resistive heater,Euro,49148159.353023976,26219070.397285387,26219070.35382486
links,capital,ES,solid biomass for industry CC,Euro,392.0959418908931,717.5031626872484,467823503.9205462
links,capital,ES,urban central air heat pump,Euro,105252253.39287356,35951889.41992879,640478690.2620595
links,capital,ES,urban central gas boiler,Euro,31479160.63143949,66608209.66979871,48897067.21872761
links,capital,ES,urban central oil boiler,Euro,29509732.113677897,18970542.073078647,0.0
links,capital,ES,urban central resistive heater,Euro,34804468.05614076,11665223.109417921,12276569.351546446
links,capital,ES,urban central solid biomass CHP,Euro,175991136.4033742,175523284.15538782,215691406.89739326
links,capital,EU,DC,Euro,4514904351.088792,8207240281.862205,11097656718.101004
links,capital,FI,CCGT,Euro,146099664.0340065,87719214.46175885,18044860.9117687
links,capital,FI,Fischer-Tropsch,Euro,47.95867587786152,20.17936915518536,21587740.4259251
links,capital,FI,Haber-Bosch,Euro,15445.937113371914,33.601111162487584,28.5905436926724
links,capital,FI,SMR,Euro,15625794.864761472,42247837.19305731,42247850.69680939
links,capital,FI,biogas to gas,Euro,72.92025962133857,38.668823752489615,9793806.629814029
links,capital,FI,electricity distribution grid,Euro,535500069.2785638,552978175.4368634,685363395.3854308
links,capital,FI,methanolisation,Euro,772.8319354456899,1312.9100183433457,517.9956551103336
links,capital,FI,nuclear,Euro,2257284043.6881747,2257283953.5426884,88.97254434970888
links,capital,FI,process emissions CC,Euro,257.3037172709723,1040.0697297036625,34505158.15777808
links,capital,FI,residential rural gas boiler,Euro,69752338.67327058,100184972.03227408,100184994.46823823
links,capital,FI,residential rural ground heat pump,Euro,56237142.73606283,4401.101913340951,99681594.32929447
links,capital,FI,residential rural oil boiler,Euro,16129308.667579165,9018188.321626084,9018198.64082216
links,capital,FI,residential rural resistive heater,Euro,18509494.291868355,4742319.059153104,4742349.407938702
links,capital,FI,residential urban decentral air heat pump,Euro,126044122.30452466,185.5301756997027,90456870.3577117
links,capital,FI,residential urban decentral gas boiler,Euro,173504393.3235307,216321087.47685215,216321112.36476457
links,capital,FI,residential urban decentral oil boiler,Euro,41595117.62341886,28469349.13572845,28469305.033699635
links,capital,FI,residential urban decentral resistive heater,Euro,18509494.701519527,7273888.040798313,9786928.392694425
links,capital,FI,services rural gas boiler,Euro,111550028.65899353,111550558.63595456,111550046.59660792
links,capital,FI,services rural ground heat pump,Euro,392.2529491964606,31510935.76166253,275428801.76838255
links,capital,FI,services rural oil boiler,Euro,6986621.732658601,2799695.9197858805,2799705.849736818
links,capital,FI,services rural resistive heater,Euro,8479604.115549952,6971603.616326811,6971620.806437328
links,capital,FI,services urban decentral air heat pump,Euro,57743435.322280616,164.97633819795908,27067705.99711331
links,capital,FI,services urban decentral gas boiler,Euro,83042193.89780143,103951322.54342382,103951347.15997995
links,capital,FI,services urban decentral oil boiler,Euro,18727140.26810666,12714013.35889129,12713948.201348783
links,capital,FI,services urban decentral resistive heater,Euro,8479604.332596317,4840963.721081844,4841122.375115363
links,capital,FI,urban central air heat pump,Euro,183787449.57077515,92301302.28521945,434600322.5151756
links,capital,FI,urban central gas boiler,Euro,49624280.36271864,49628471.05452949,49624300.989181414
links,capital,FI,urban central oil boiler,Euro,6013202.574646409,3865630.2265584054,0.0
links,capital,FI,urban central resistive heater,Euro,6056116.710023883,2819884.3239357905,10182728.550306754
links,capital,FR,CCGT,Euro,776777620.773791,750453306.3944054,562893041.1507795
links,capital,FR,H2 Electrolysis,Euro,134.90273544671874,1973.048395311627,3899554934.398228
links,capital,FR,SMR,Euro,132905652.90606706,432652145.7464185,432652158.96290886
links,capital,FR,biogas to gas,Euro,81.14105075313284,40.268774917569615,375030073.36677647
links,capital,FR,electricity distribution grid,Euro,3404835277.6749277,3547446542.7301407,3969469894.95124
links,capital,FR,home battery charger,Euro,167.4498247222049,152.37994901306112,205839132.6652275
links,capital,FR,methanolisation,Euro,1067.7736723017094,475458303.4572092,1152539352.533018
links,capital,FR,nuclear,Euro,9933388371.94566,4012204800.2448063,94.47376746601095
links,capital,FR,oil,Euro,51288732.709886506,51288694.093843006,34922699.87425446
links,capital,FR,process emissions CC,Euro,368.8463573599575,447615003.2373335,447615050.17843354
links,capital,FR,residential rural biomass boiler,Euro,211.9105894002702,15564674.575563226,15564778.161307374
links,capital,FR,residential rural gas boiler,Euro,592169402.4169515,583889351.726392,583889383.2482954
links,capital,FR,residential rural ground heat pump,Euro,183783551.21518433,438520138.1179109,961111002.2671914
links,capital,FR,residential rural oil boiler,Euro,155176796.69463742,109875084.7944932,109875096.1396023
links,capital,FR,residential rural resistive heater,Euro,150840743.74112827,36705250.870895416,36705298.93516105
links,capital,FR,residential urban decentral air heat pump,Euro,1601066061.657112,665244567.1049583,665245193.523409
links,capital,FR,residential urban decentral biomass boiler,Euro,426999039.2903504,427002191.5834266,426999095.9748575
links,capital,FR,residential urban decentral gas boiler,Euro,592169675.2666433,1223186184.6909792,1223186205.534887
links,capital,FR,residential urban decentral oil boiler,Euro,461499531.54737633,306322966.8936774,306322806.8373211
links,capital,FR,residential urban decentral resistive heater,Euro,150841142.95537013,83641657.64333571,83641687.83870015
links,capital,FR,services rural biomass boiler,Euro,157484986.38528675,157486650.45776308,157485064.78111815
links,capital,FR,services rural gas boiler,Euro,305243663.7974301,256645434.5383048,256645461.30452845
links,capital,FR,services rural ground heat pump,Euro,94735841.65890089,1201685799.4684093,1497588889.226238
links,capital,FR,services rural oil boiler,Euro,79988501.04143026,56970852.41044423,56970864.01356249
links,capital,FR,services rural resistive heater,Euro,77753394.53431444,23713776.76078578,23713810.808554728
links,capital,FR,services urban decentral air heat pump,Euro,825296149.978466,264388372.8217289,264389764.98310217
links,capital,FR,services urban decentral biomass boiler,Euro,291146070.45141107,291148322.3970023,291146124.21495706
links,capital,FR,services urban decentral gas boiler,Euro,305243851.8737246,642313751.5057888,642313771.1623783
links,capital,FR,services urban decentral oil boiler,Euro,247000407.51434937,167012088.81266493,167011997.66658178
links,capital,FR,services urban decentral resistive heater,Euro,97975786.2286232,47470934.31439392,47470967.42690143
links,capital,FR,solid biomass for industry CC,Euro,218.6514068214588,169.1499012393687,711673452.6703167
links,capital,FR,urban central air heat pump,Euro,2426361835.8539486,785471543.6947492,2773058536.107284
links,capital,FR,urban central gas boiler,Euro,97035527.00782163,210354269.12431556,192496811.4456376
links,capital,FR,urban central oil boiler,Euro,79988420.11144811,51421127.21450235,0.0
links,capital,FR,urban central resistive heater,Euro,55531220.43106864,88369272.51428005,88369309.46877584
links,capital,FR,urban central solid biomass CHP,Euro,152490885.78553367,206728866.87481135,462607005.8202475
links,capital,GB,CCGT,Euro,3466013993.447698,2827438633.906055,1168881417.1802642
links,capital,GB,H2 Electrolysis,Euro,500.79098928608335,4262041559.775562,11784391298.240015
links,capital,GB,Haber-Bosch,Euro,4385591.380198161,237452246.456398,237452365.6409806
links,capital,GB,SMR,Euro,438229787.23647827,438231162.1082935,438229813.1881731
links,capital,GB,SMR CC,Euro,1617694159.2677114,2204086487.4856067,2204084364.596377
links,capital,GB,biogas to gas,Euro,152.463947903246,79.45992240196756,227105098.19792813
links,capital,GB,electricity distribution grid,Euro,2375762379.3469896,3204687952.393967,3628929737.75078
links,capital,GB,gas for industry CC,Euro,283.3715881139297,169.29295247709152,105815252.54154235
links,capital,GB,methanolisation,Euro,1328822016.3174424,2172226611.6984596,2172226849.166939
links,capital,GB,nuclear,Euro,1801808556.6723506,286.62827969244455,197.61079322311318
links,capital,GB,process emissions CC,Euro,973.0664140317273,310916664.06963265,310916809.93815726
links,capital,GB,residential rural gas boiler,Euro,1365268957.7292187,389962194.1714391,389962243.71606696
links,capital,GB,residential rural ground heat pump,Euro,1053.2015519206966,638216706.3917174,949805863.5984554
links,capital,GB,residential rural oil boiler,Euro,34159121.908717796,44543245.371075526,44543270.68238841
links,capital,GB,residential rural resistive heater,Euro,28319825.99351671,33940885.626588754,33941244.51280888
links,capital,GB,residential urban decentral air heat pump,Euro,53264474.7147055,1552809441.6647975,1552809679.9529133
links,capital,GB,residential urban decentral gas boiler,Euro,1365269084.8001485,1242444481.7743826,1242444517.5217144
links,capital,GB,residential urban decentral oil boiler,Euro,292176113.3647774,262787043.64881998,262787015.61859632
links,capital,GB,residential urban decentral resistive heater,Euro,110164951.9640431,87173725.81497388,87173785.76421294
links,capital,GB,services rural gas boiler,Euro,508847114.467257,166480988.43183404,166481035.52682057
links,capital,GB,services rural ground heat pump,Euro,1373.744981415966,348184382.19364434,473303858.72475135
links,capital,GB,services rural oil boiler,Euro,13132306.943450356,17250348.336562354,17247818.226833116
links,capital,GB,services rural resistive heater,Euro,10871300.694480464,15057505.678983867,15057627.146355169
links,capital,GB,services urban decentral air heat pump,Euro,14182886.511880921,469744089.846937,469744433.09351444
links,capital,GB,services urban decentral gas boiler,Euro,508847226.85300845,499673287.7726308,499673323.1744832
links,capital,GB,services urban decentral oil boiler,Euro,117137757.04173787,106545147.94906576,106545129.4388536
links,capital,GB,services urban decentral resistive heater,Euro,51094012.90048009,42160434.73327558,42160384.55995701
links,capital,GB,urban central air heat pump,Euro,518581371.2380412,1003068631.372184,2860271038.518708
links,capital,GB,urban central gas boiler,Euro,101458573.40128344,157883718.1871947,119854614.59072103
links,capital,GB,urban central oil boiler,Euro,11412617.256952718,7336682.522326747,0.0
links,capital,GB,urban central resistive heater,Euro,6962006.50170899,52749475.584206514,77751426.33673972
links,capital,GB,urban central solid biomass CHP,Euro,1493556679.7176456,1369117743.558161,22.596573411103645
links,capital,GR,CCGT,Euro,748982433.873341,748982369.3290752,494747212.52793413
links,capital,GR,H2 Electrolysis,Euro,124.8658540156634,115244580.5612568,1581486994.9567451
links,capital,GR,Haber-Bosch,Euro,7187652.86529716,7187727.71518915,7188782.562124369
links,capital,GR,SMR,Euro,26923028.318910148,26924419.984838065,26923041.635396313
