type,cost,country,carrier,units,2030,2040,2050
links,marginal,BA,urban central solid biomass CHP,Euro,2580881.2212180635,3030709.19882076,3425993.5748511907
links,marginal,BE,CCGT,Euro,65853473.53737025,43659404.827482335,5962045.518856322
links,marginal,BE,biogas to gas,Euro,10.771625499275128,12.421426231629797,50754502.597435005
links,marginal,BE,nuclear,Euro,189878260.32444257,178489860.12493417,18.202918318475096
links,marginal,BG,CCGT,Euro,1051077.4577745632,1159889.3871393902,191822.4073096385
links,marginal,BG,biogas to gas,Euro,8.99421738858383,11.888149735033792,6359029.211680239
links,marginal,BG,coal,Euro,3691929.349058198,5.589870720312445,1.3920045459060175
links,marginal,BG,lignite,Euro,42810337.15360725,223652.87099778932,38362.30427757641
links,marginal,BG,nuclear,Euro,190929049.1202003,177891539.4150389,170853408.47237912
links,marginal,BG,urban central solid biomass CHP,Euro,29022669.01425187,31849683.287478942,44546733.4922092
links,marginal,CH,CCGT,Euro,634135.3364314269,648360.5897165661,161253.60144358565
links,marginal,CH,biogas to gas,Euro,4.829140467663736,7.345293751916526,1688913.353724241
links,marginal,CH,nuclear,Euro,276800834.8228674,258467939.74307752,249936451.5357169
links,marginal,CH,urban central solid biomass CHP,Euro,24636039.74822996,41436172.6197337,33675116.12764286
links,marginal,CZ,CCGT,Euro,6066804.781731248,10656696.382965311,2096681.8239848344
links,marginal,CZ,biogas to gas,Euro,10.77389732283382,12.423064652556247,46177724.292526655
links,marginal,CZ,lignite,Euro,150116525.4403299,3618433.6086778073,927421.498999231
links,marginal,CZ,nuclear,Euro,404345600.0871618,203315367.13855705,193908870.8325332
links,marginal,CZ,urban central solid biomass CHP,Euro,108640013.64019556,94139904.23067775,92813193.1983143
links,marginal,DE,CCGT,Euro,152274985.53232718,247595463.19926032,49037199.9118121
links,marginal,DE,OCGT,Euro,25.777349021501852,11.31872634389727,26259.86091801271
links,marginal,DE,biogas to gas,Euro,10.77909055284832,12.441138436230128,113529637.0098665
links,marginal,DE,coal,Euro,215733910.60309216,5.835901663481117,331359.37077672035
links,marginal,DE,lignite,Euro,505055637.18021554,3585760.879366644,412002.6788476089
links,marginal,DE,nuclear,Euro,129574805.92655656,22.416899679198774,17.630561335252384
links,marginal,DE,urban central solid biomass CHP,Euro,282811669.0604151,278496554.40502894,215561196.15148783
links,marginal,DK,CCGT,Euro,6632798.12009665,5564902.1555181,72281.98000583804
links,marginal,DK,biogas to gas,Euro,20.64612388102885,24.65358728820402,40170860.78075889
links,marginal,DK,coal,Euro,991578.5123482334,6.625917114390128,3022.254661093344
links,marginal,DK,urban central solid biomass CHP,Euro,12111454.107124628,16848696.19611724,18439456.308323584
links,marginal,EE,biogas to gas,Euro,10.223606699744083,12.145441578197753,8264282.473709025
links,marginal,EE,urban central solid biomass CHP,Euro,10900717.954284104,11828221.647563342,10436921.7814026
links,marginal,ES,CCGT,Euro,320472014.1076975,177042080.4896607,23677708.996555936
links,marginal,ES,biogas to gas,Euro,13.679443493859033,16.583538274508687,105859554.00864445
links,marginal,ES,coal,Euro,19257932.453704875,6.896134576322866,17329.83488216616
links,marginal,ES,nuclear,Euro,276390928.85841244,34.67459882692706,17.74633312819743
links,marginal,ES,urban central solid biomass CHP,Euro,58923457.30655191,47550752.1623471,40050944.13485123
links,marginal,FI,CCGT,Euro,23983124.02578707,6673278.2546885125,440564.42464105407
links,marginal,FI,biogas to gas,Euro,9.171763148999371,11.943733602069903,6829984.4929729365
links,marginal,FI,nuclear,Euro,318828975.4861896,311492704.8186938,10.29294051028859
links,marginal,FR,CCGT,Euro,77916623.5104567,59807688.98346528,13248607.50788834
links,marginal,FR,biogas to gas,Euro,10.77681101573932,12.473073778894731,261537942.39609852
links,marginal,FR,nuclear,Euro,1364388318.534875,504179655.15214807,11.100596422423838
links,marginal,FR,oil,Euro,19109.266736738413,1.7779693533677512,0.7290852195307165
links,marginal,FR,urban central solid biomass CHP,Euro,55873198.20988135,63644606.77886167,96436833.01382998
links,marginal,GB,CCGT,Euro,313454365.39282936,212464545.4786201,27753932.6381339
links,marginal,GB,biogas to gas,Euro,21.53887099994335,25.028347350212865,158378222.92334303
links,marginal,GB,nuclear,Euro,228607024.60458478,32.522046794696735,23.57154136473109
links,marginal,GR,CCGT,Euro,88412881.22185162,98340495.13292617,11147016.006731993
links,marginal,GR,biogas to gas,Euro,9.797514729224204,12.07295307096978,7536991.907601361
links,marginal,GR,urban central solid biomass CHP,Euro,2759646.464031966,4233586.085323057,3159842.8979248116
links,marginal,HR,CCGT,Euro,3121958.1375346803,3598819.213908173,240180.9227706293
links,marginal,HR,biogas to gas,Euro,6.278246862395211,9.4116249849671,3293189.109826155
links,marginal,HR,urban central solid biomass CHP,Euro,14287670.067856282,15844443.224157749,15539068.293857897
links,marginal,HU,CCGT,Euro,30304185.726866025,31730591.985837393,2725977.590665752
links,marginal,HU,biogas to gas,Euro,10.775858382319418,12.42991179236753,62990149.786219515
links,marginal,HU,coal,Euro,5485511.52945646,4845.833481562739,14521.917098871603
links,marginal,HU,nuclear,Euro,178376755.4934796,165610161.85172066,159391799.2335373
links,marginal,HU,urban central solid biomass CHP,Euro,53157139.73784902,60301721.65394231,66365535.48323263
links,marginal,IE,CCGT,Euro,51269153.510035,29115441.335080765,3071922.6403729576
links,marginal,IE,biogas to gas,Euro,10.751931596626616,12.359683775884344,18411376.229286883
links,marginal,IE,lignite,Euro,7117108.428896828,73277.05685184165,17953.394309027793
links,marginal,IE,oil,Euro,4997.149997501703,1.725098479830795,0.1276003873872611
links,marginal,IT,CCGT,Euro,691764491.7389154,496564552.4367674,61562507.45790015
links,marginal,IT,biogas to gas,Euro,16.058932516891844,20.391184852275188,120098218.58754234
links,marginal,IT,urban central solid biomass CHP,Euro,57.75898579437193,1386931.8807832294,847441.1254856371
links,marginal,LT,CCGT,Euro,14960940.416408245,12854888.713339716,3883861.425759977
links,marginal,LT,biogas to gas,Euro,10.73351220170785,12.320522992776056,14468379.820127746
links,marginal,LT,urban central solid biomass CHP,Euro,23661916.85297719,25357479.501205347,19890255.10486969
links,marginal,LT,urban central solid biomass CHP CC,Euro,49.31427890908242,56.65096063256392,7787402.682424455
links,marginal,LU,biogas to gas,Euro,4.75503989800783,7.260891103832855,1672660.2526382194
links,marginal,LV,BioSNG,Euro,7.4473508690920305,4.867318627268803,699547.4574307059
links,marginal,LV,CCGT,Euro,14946683.65952849,12005416.270194547,3074204.988507921
links,marginal,LV,biogas to gas,Euro,10.152895081831936,12.13241424369781,8076555.703619829
links,marginal,LV,urban central solid biomass CHP,Euro,31553657.19085389,31795435.689895887,23311474.81033257
links,marginal,LV,urban central solid biomass CHP CC,Euro,39.91165115044589,52.65741811345901,9251465.431541964
links,marginal,ME,biogas to gas,Euro,3.203723790715032,4.66456597415219,296123.29309025314
links,marginal,ME,lignite,Euro,6309759.775777958,54067.38681494601,12425.80517379169
links,marginal,MK,biogas to gas,Euro,3.972490107639677,5.585077061683862,718115.4102381642
links,marginal,MK,urban central solid biomass CHP,Euro,1900408.3148848452,1911677.5636177752,1296970.563320114
links,marginal,NL,CCGT,Euro,103350222.50631468,95776715.98811874,21237744.619042847
links,marginal,NL,biogas to gas,Euro,10.771669386353722,12.420754406925406,49679378.920576416
links,marginal,NL,coal,Euro,47117202.1914909,5.754728532826432,99541.41338817116
links,marginal,NL,nuclear,Euro,44653941.426791534,42063336.36043253,10.112597631284206
links,marginal,NO,CCGT,Euro,4756650.000327742,3264036.52005764,1449761.2037403383
links,marginal,NO,biogas to gas,Euro,3.632682386625569,5.107347452062253,493996.1058075703
links,marginal,NO,urban central solid biomass CHP,Euro,237.53536158971423,11662243.409823572,7538317.215709592
links,marginal,PL,CCGT,Euro,26030512.05331981,62810143.32716699,10600001.510605255
links,marginal,PL,biogas to gas,Euro,10.777278719963784,12.43659218763745,81027236.81431481
links,marginal,PL,coal,Euro,185982687.1407492,127916.53268789776,327186.8008307527
links,marginal,PL,lignite,Euro,194755092.21021447,5066030.091212905,232909.7240724647
links,marginal,PL,urban central solid biomass CHP,Euro,150083038.4236227,175038243.6095333,174080093.56007972
links,marginal,PT,CCGT,Euro,42333638.492994,27541452.686418235,2738418.436278083
links,marginal,PT,biogas to gas,Euro,10.762738606238337,12.390271627370453,22878459.38068486
links,marginal,RO,CCGT,Euro,13232438.97002003,2192386.6968789245,340573.55822358275
links,marginal,RO,biogas to gas,Euro,10.763602147606884,12.390322511889446,24258237.97786894
links,marginal,RO,coal,Euro,1277238.1197483526,1.7641468100392494,0.6400116137532568
links,marginal,RO,lignite,Euro,38586301.535830826,48766.829884841965,43634.1466279267
links,marginal,RO,nuclear,Euro,120212170.86200252,111302627.70071945,107684365.6795032
links,marginal,RO,urban central solid biomass CHP,Euro,93403504.56233864,80274422.86052392,105315591.88543849
links,marginal,RS,CCGT,Euro,2906285.501916536,2884980.568155522,538099.1963149314
links,marginal,RS,biogas to gas,Euro,10.496505215557272,12.285665223812666,11039307.370749362
links,marginal,RS,lignite,Euro,19406167.82559604,0.0,0.0
links,marginal,RS,urban central solid biomass CHP,Euro,16322847.769568274,16236868.677237991,11609470.436817368
links,marginal,SE,CCGT,Euro,438607.427946556,1437562.11975659,1637773.647551477
links,marginal,SE,biogas to gas,Euro,10.843935565414148,12.820546322430877,18760370.642435286
links,marginal,SE,nuclear,Euro,439596197.45785105,417220475.91698545,403233368.2165356
links,marginal,SE,urban central solid biomass CHP,Euro,140474544.7374314,134793835.1252278,84017470.20714627
links,marginal,SE,urban central solid biomass CHP CC,Euro,49.53311001153024,53.016911971146406,36267364.61142375
links,marginal,SI,CCGT,Euro,4633285.060959045,5686000.253330484,285459.59234314016
links,marginal,SI,biogas to gas,Euro,4.756354822731475,7.296066177234501,1661224.6623280908
links,marginal,SI,lignite,Euro,31386224.923621573,262610.99670210993,155577.93318891732
links,marginal,SI,nuclear,Euro,65260040.95632242,60486151.081387304,58606751.212703176
links,marginal,SI,urban central solid biomass CHP,Euro,8171684.5217005005,11354024.085240096,13819527.86155142
links,marginal,SK,CCGT,Euro,8698002.4743126,15049092.208257947,1777866.738210158
links,marginal,SK,biogas to gas,Euro,10.72298966508818,12.307958742546496,13589769.124058252
links,marginal,SK,coal,Euro,1334094.9710621363,1282.940146891904,0.6501758854035778
links,marginal,SK,lignite,Euro,9090992.630260147,123675.69200777083,38257.219836724595
links,marginal,SK,nuclear,Euro,183089662.1059641,173611788.28000227,164607115.04040456
links,marginal,SK,urban central solid biomass CHP,Euro,34290534.476230696,30596069.108282905,33067836.178194635
links,marginal,bi,solid biomass transport,Euro,2108427257.5160396,2089638344.870816,2089984467.8432653
storage_units,capital,AL,hydro,Euro,292353199.27326447,292353199.27326447,292353199.27326447
storage_units,capital,AT,PHS,Euro,1027125584.032407,1027125584.032407,1027125584.032407
storage_units,capital,AT,hydro,Euro,670672370.4182591,670672370.4182591,670672370.4182591
storage_units,capital,BA,PHS,Euro,89593255.15418573,89593255.15418573,89593255.15418573
storage_units,capital,BA,hydro,Euro,331850337.66339964,331850337.66339964,331850337.66339964
storage_units,capital,BE,PHS,Euro,266336313.0492612,266336313.0492612,266336313.0492612
storage_units,capital,BE,hydro,Euro,2501903.4749408844,2501903.4749408844,2501903.4749408844
storage_units,capital,BG,PHS,Euro,175928573.75731015,175928573.75731015,175928573.75731015
storage_units,capital,BG,hydro,Euro,399187282.6175229,399187282.6175229,399187282.6175229
storage_units,capital,CH,PHS,Euro,1014185467.2936604,1014185467.2936604,1014185467.2936604
storage_units,capital,CH,hydro,Euro,1797135454.6850972,1797135454.6850972,1797135454.6850972
storage_units,capital,CZ,PHS,Euro,235182294.77973756,235182294.77973756,235182294.77973756
storage_units,capital,CZ,hydro,Euro,134067908.73907869,134067908.73907869,134067908.73907869
storage_units,capital,DE,PHS,Euro,1559659747.8275094,1559659747.8275094,1559659747.8275094
storage_units,capital,DE,hydro,Euro,33175247.5576209,33175247.5576209,33175247.5576209
storage_units,capital,ES,PHS,Euro,1722344809.5047553,1722344809.5047553,1722344809.5047553
storage_units,capital,ES,hydro,Euro,2979197317.995892,2979197317.995892,2979197317.995892
storage_units,capital,FI,hydro,Euro,271430285.0319095,271430285.0319095,271430285.0319095
storage_units,capital,FR,PHS,Euro,1013279353.6903964,1013279353.6903964,1013279353.6903964
storage_units,capital,FR,hydro,Euro,1577644556.1412776,1577644556.1412776,1577644556.1412776
storage_units,capital,GB,PHS,Euro,89593255.15418573,89593255.15418573,89593255.15418573
storage_units,capital,GB,hydro,Euro,27068653.316926084,27068653.316926084,27068653.316926084
storage_units,capital,GR,PHS,Euro,142331103.07449052,142331103.07449052,142331103.07449052
storage_units,capital,GR,hydro,Euro,502228231.4622728,502228231.4622728,502228231.4622728
storage_units,capital,HR,PHS,Euro,105618230.56471848,105618230.56471848,105618230.56471848
storage_units,capital,HR,hydro,Euro,259848201.0475821,259848201.0475821,259848201.0475821
storage_units,capital,HU,hydro,Euro,5480276.882674839,5480276.882674839,5480276.882674839
storage_units,capital,IE,PHS,Euro,79819445.50100183,79819445.50100183,79819445.50100183
storage_units,capital,IE,hydro,Euro,195724.17438124423,195724.17438124423,195724.17438124423
storage_units,capital,IT,PHS,Euro,1542816215.8585222,1542816215.8585222,1542816215.8585222
storage_units,capital,IT,hydro,Euro,808509512.0467285,808509512.0467285,808509512.0467285
storage_units,capital,LT,PHS,Euro,183258930.99719808,183258930.99719808,183258930.99719808
storage_units,capital,LU,PHS,Euro,525749510.9275172,525749510.9275172,525749510.9275172
storage_units,capital,ME,hydro,Euro,71040242.0575908,71040242.0575908,71040242.0575908
storage_units,capital,NO,PHS,Euro,57482218.022787794,57482218.022787794,57482218.022787794
storage_units,capital,NO,hydro,Euro,5619961350.59208,5619961350.59208,5619961350.59208
storage_units,capital,PL,PHS,Euro,347377484.75691104,347377484.75691104,347377484.75691104
storage_units,capital,PL,hydro,Euro,45427954.869124465,45427954.869124465,45427954.869124465
storage_units,capital,PT,PHS,Euro,537966772.9939971,537966772.9939971,537966772.9939971
storage_units,capital,PT,hydro,Euro,297579034.7292438,297579034.7292438,297579034.7292438
storage_units,capital,RO,hydro,Euro,1103273709.019164,1103273709.019164,1103273709.019164
storage_units,capital,RS,PHS,Euro,125023315.14697737,125023315.14697737,125023315.14697737
storage_units,capital,RS,hydro,Euro,154641670.17862108,154641670.17862108,154641670.17862108
storage_units,capital,SE,PHS,Euro,18733135.16860247,18733135.16860247,18733135.16860247
storage_units,capital,SE,hydro,Euro,2325539627.9756613,2325539627.9756613,2325539627.9756613
storage_units,capital,SI,PHS,Euro,36651786.199439615,36651786.199439615,36651786.199439615
storage_units,capital,SI,hydro,Euro,23095452.576986823,23095452.576986823,23095452.576986823
storage_units,capital,SK,PHS,Euro,167468730.63937616,167468730.63937616,167468730.63937616
storage_units,capital,SK,hydro,Euro,47345677.78282299,47345677.78282299,47345677.78282299
stores,capital,AL,H2 Store,Euro,1999107.4220738064,4014335.087273242,45913071.49428263
stores,capital,AL,co2 stored,Euro,170.36654429342246,698.9928201412081,3009643.8059941577
stores,capital,AL,gas,Euro,55435890.48948583,65794293.8197984,93155142.82584892
stores,capital,AL,home battery,Euro,232.0692621893608,109623435.05605076,185340915.54344767
stores,capital,AL,residential rural water tanks,Euro,247716.20077307988,396712.3674267931,670866.5669583487
stores,capital,AL,residential urban decentral water tanks,Euro,325408.64212910103,506155.0436888594,601832.9753664373
stores,capital,AL,services rural water tanks,Euro,82384.89320911352,168511.90613458375,210783.53087523457
stores,capital,AL,services urban decentral water tanks,Euro,152078.6419226626,189184.26170796575,189215.4299772933
stores,capital,AL,urban central water tanks,Euro,43640.62635120051,496009.45909956633,12853416.83508134
stores,capital,AT,co2 stored,Euro,182.3613568713155,402.291357821381,1353801324.6036549
stores,capital,AT,gas,Euro,56473848.28378743,66468482.93167832,93953429.02858949
stores,capital,AT,home battery,Euro,169.9296331556406,257.18487105826785,42973692.31307511
stores,capital,AT,residential rural water tanks,Euro,2830559.6583440206,2830683.107879919,3730900.755088594
stores,capital,AT,residential urban decentral water tanks,Euro,4021090.992284536,4021338.219774143,5457084.721969853
stores,capital,AT,services rural water tanks,Euro,1338771.0680260896,1598772.631903939,1788985.2475896364
stores,capital,AT,services urban decentral water tanks,Euro,3971079.107793831,3971115.8929873887,3971099.413788639
stores,capital,AT,urban central water tanks,Euro,273810.2304420132,1607304.466520652,13975676.425068852
stores,capital,BA,H2 Store,Euro,370365.4729879387,586394.0878198612,589802.5032706452
stores,capital,BA,co2 stored,Euro,172.51001239611955,430.55925268070655,116287496.84998032
stores,capital,BA,gas,Euro,55439713.002773985,65818906.05937159,93141243.45546342
stores,capital,BA,home battery,Euro,193.35685975230453,17941800.41726126,160522738.43514618
stores,capital,BA,residential rural water tanks,Euro,393497.90204462176,606272.5563006342,1202435.3792133955
stores,capital,BA,residential urban decentral water tanks,Euro,181224.8125930119,327443.67578847066,565797.9936213086
stores,capital,BA,services rural water tanks,Euro,173908.20146743613,275441.3466552975,418075.7336269819
stores,capital,BA,services urban decentral water tanks,Euro,76479.73179168045,257828.5034271125,257852.94615680943
stores,capital,BA,urban central water tanks,Euro,74671.11448952665,701675.7869523321,3500546.6107989796
stores,capital,BE,co2 stored,Euro,246.91802040539383,705.2986286164409,139957171.41204536
stores,capital,BE,gas,Euro,55848110.10517106,66111141.0736385,92845871.00805742
stores,capital,BE,residential rural water tanks,Euro,127.85685400395028,508407.5179447783,706031.3685532791
stores,capital,BE,residential urban decentral water tanks,Euro,11482367.18102326,11482396.747899735,11482402.916705376
stores,capital,BE,services rural water tanks,Euro,65.69625989538056,331441.8982018851,581031.7727851897
stores,capital,BE,services urban decentral water tanks,Euro,15639664.914249038,15639690.226032674,15639680.122221986
stores,capital,BE,urban central water tanks,Euro,420134.38732265984,4764829.892792779,43831522.02234161
stores,capital,BG,co2 stored,Euro,176.54503339039357,561.3916251792657,31121987.434872687
stores,capital,BG,gas,Euro,55444545.92049128,65774958.616360314,93542029.02336256
stores,capital,BG,home battery,Euro,247.75119233546744,236552928.4023251,515757498.9882792
stores,capital,BG,residential rural water tanks,Euro,507204.7409971091,2389463.607903148,2389531.919820701
stores,capital,BG,residential urban decentral water tanks,Euro,2171077.3599834964,6006763.660883373,6006787.209920594
stores,capital,BG,services rural water tanks,Euro,419986.3161692484,1054894.026650247,1581411.0938612437
stores,capital,BG,services urban decentral water tanks,Euro,1012279.4869203458,2015794.8341543905,2015816.8671087697
stores,capital,BG,urban central water tanks,Euro,1889831.5579664195,1890162.6081445604,9786820.748107905
stores,capital,CH,co2 stored,Euro,191.40515769410547,584.5440803462445,362678366.06523067
stores,capital,CH,gas,Euro,55847114.28520382,65548515.23073791,92998759.90281914
stores,capital,CH,home battery,Euro,200.81368799415648,323.17314322812024,93136778.1651602
stores,capital,CH,residential rural water tanks,Euro,1735778.2852842985,1735815.1143884645,2331733.320232942
stores,capital,CH,residential urban decentral water tanks,Euro,4873364.137087326,4873439.769888471,7962329.940743681
stores,capital,CH,services rural water tanks,Euro,2258833.641428023,2258858.7658311417,2258863.209966583
stores,capital,CH,services urban decentral water tanks,Euro,5927955.550118876,5927984.798626949,5927975.686995751
stores,capital,CH,urban central water tanks,Euro,524735.5021088637,3455246.9945044243,25139076.276723027
stores,capital,CZ,co2 stored,Euro,181.49723129805636,362.1960653447368,765208623.19838
stores,capital,CZ,gas,Euro,54948413.707735136,65625933.952092394,92742624.31998536
stores,capital,CZ,home battery,Euro,171.8696700985812,241.03837964913336,941357.429333378
stores,capital,CZ,residential rural water tanks,Euro,3741930.6225878345,3741958.972351092,3931063.7750260327
stores,capital,CZ,residential urban decentral water tanks,Euro,6100532.553921497,6100582.253629789,6100588.484551031
stores,capital,CZ,services rural water tanks,Euro,4168306.6184411696,4168331.2399752666,4168335.7076265607
stores,capital,CZ,services urban decentral water tanks,Euro,6219886.354608261,6219910.80548177,6219901.762218603
stores,capital,CZ,urban central water tanks,Euro,1807869.8307060336,1808350.5634939757,13758544.349232586
stores,capital,DE,H2 Store,Euro,3448656.681653214,6191392.521964497,12445049.596038943
stores,capital,DE,co2 stored,Euro,209.80532495474984,472.4795892420125,6167842226.287166
stores,capital,DE,gas,Euro,57620120.50121587,67296382.29693624,92451320.549501
stores,capital,DE,home battery,Euro,159.13252442004938,220.8721330411998,2754.625215449313
stores,capital,DE,residential rural water tanks,Euro,65.73208447167457,12624529.59135102,16590180.009390904
stores,capital,DE,residential urban decentral water tanks,Euro,30423339.08622315,30423404.818447217,30423424.578499176
stores,capital,DE,services rural water tanks,Euro,65.03516086160764,11994762.082856484,11994854.832200622
stores,capital,DE,services urban decentral water tanks,Euro,32475041.304008786,32475087.268617943,32475072.54868021
stores,capital,DE,urban central water tanks,Euro,2263469.0221790727,15868024.794916198,207551608.04061985
stores,capital,DK,H2 Store,Euro,1295458.2377740785,1446424.304064421,47732264.039038874
stores,capital,DK,co2 stored,Euro,450.8253000151079,1135.3107377491287,43794086.94014297
stores,capital,DK,gas,Euro,110965258.93027234,131839372.1211807,184428720.3202864
stores,capital,DK,home battery,Euro,336.76149368359273,324.2406309545995,1166.4101016178086
stores,capital,DK,residential rural water tanks,Euro,655156.0919152388,706462.936372098,862944.0288149291
stores,capital,DK,residential urban decentral water tanks,Euro,5262828.155624481,5262884.126974108,5262909.825640254
stores,capital,DK,services rural water tanks,Euro,199.2704964142997,27932.35364702085,465426.22223143
stores,capital,DK,services urban decentral water tanks,Euro,3523989.0071366364,3524041.2527845,3524021.035319599
stores,capital,DK,urban central water tanks,Euro,802994.6941038535,1068352.6374663934,25783562.032177888
stores,capital,EE,H2 Store,Euro,1589.7094542663383,85369.14980639103,1124883.8757271313
stores,capital,EE,co2 stored,Euro,169.01500160971992,6424.228108160595,12132914.384656789
stores,capital,EE,gas,Euro,53854418.18956215,65183091.198986955,91778454.23521936
stores,capital,EE,residential rural water tanks,Euro,644134.7700609925,644161.7804601219,644163.5005376437
stores,capital,EE,residential urban decentral water tanks,Euro,914333.2123324173,914358.3409477354,914357.8258511808
stores,capital,EE,services rural water tanks,Euro,319794.171279751,319819.6518505849,319818.96217689244
stores,capital,EE,services urban decentral water tanks,Euro,334109.87014124217,334136.71841609967,334131.1881183785
stores,capital,EE,urban central water tanks,Euro,571442.3556747335,571487.001646358,2638615.2604748867
stores,capital,ES,H2 Store,Euro,25185249.901585676,26915271.227869846,92320730.67506483
stores,capital,ES,co2 stored,Euro,781.7026091604054,17545713.37848743,312820067.8342506
stores,capital,ES,gas,Euro,116277207.60062782,134692771.5909132,186064832.54490024
stores,capital,ES,home battery,Euro,734.1346068157444,924653080.9128689,2022696965.3536184
stores,capital,ES,residential rural water tanks,Euro,30935033.37838034,30935094.05189548,30935063.825070094
stores,capital,ES,residential urban decentral water tanks,Euro,24169745.37740716,24169951.192927845,24169846.053242113
stores,capital,ES,services rural water tanks,Euro,21553420.745044515,21553476.09255757,21553451.041300315
stores,capital,ES,services urban decentral water tanks,Euro,9695686.409891287,9897907.908579353,9898488.849839287
stores,capital,ES,urban central water tanks,Euro,5772238.497192277,22604610.295016486,290661138.90795934
stores,capital,EU,ammonia store,Euro,28093183.05793458,143514850.28139618,381212428.35193586
stores,capital,EU,coal,Euro,52654157.33277622,63593846.72103977,89534694.33075006
stores,capital,EU,lignite,Euro,52090130.261307746,63364933.79393571,89486643.05221678
stores,capital,EU,oil,Euro,54706948.86519752,67622289.4754721,121691601.63202442
stores,capital,EU,uranium,Euro,88732908.90516773,139288377.5431912,231906857.6313929
stores,capital,FI,H2 Store,Euro,584426.8328294122,1593558.2686132237,577984.8749089119
stores,capital,FI,co2 stored,Euro,171.54043716709955,384.8764805637225,58369245.18006802
stores,capital,FI,gas,Euro,55926976.30892351,67301113.57496285,92234678.59352957
stores,capital,FI,residential rural water tanks,Euro,535192.9988675759,1160278.6287194495,1160310.2366174306
stores,capital,FI,residential urban decentral water tanks,Euro,3470664.2583094994,3470699.6073623355,3550072.9612888736
stores,capital,FI,services rural water tanks,Euro,51098.28292248409,51264.32083064243,1419556.430912983
stores,capital,FI,services urban decentral water tanks,Euro,2118326.642418347,2118387.247554365,2118702.649136008
stores,capital,FI,urban central water tanks,Euro,1054707.5690623412,1182382.6164903138,14695910.6957581
stores,capital,FR,H2 Store,Euro,2689976.904354786,3850483.288584507,147830798.59719625
stores,capital,FR,co2 stored,Euro,219.47633843507995,3356472.6538403244,380451908.1354645
stores,capital,FR,gas,Euro,55800927.19508803,66392929.34221903,91946264.16460642
stores,capital,FR,home battery,Euro,249.72411295014865,791.1380755025577,1160902839.6578891
stores,capital,FR,residential rural water tanks,Euro,222.7391486742413,10103406.9641938,11550418.19679947
stores,capital,FR,residential urban decentral water tanks,Euro,39731891.989178,39731986.947817296,39732107.295249484
stores,capital,FR,services rural water tanks,Euro,335.9025887975326,11806968.67486815,11807158.493808744
stores,capital,FR,services urban decentral water tanks,Euro,36400022.8893376,36400118.30570942,36400040.8660029
stores,capital,FR,urban central water tanks,Euro,15501912.265403587,32881877.46071311,365216203.3553919
stores,capital,GB,H2 Store,Euro,2605823.9170206524,40484640.99655625,925897120.2196614
stores,capital,GB,co2 stored,Euro,380700.1659726027,76418369.37157668,330162107.65517557
stores,capital,GB,gas,Euro,108660562.47645244,130475804.51921108,184280239.85425836
stores,capital,GB,home battery,Euro,304.3675347153079,300.0850719538936,1461.510742542203
stores,capital,GB,residential rural water tanks,Euro,946409.5571206664,8525817.002037596,10882676.682827953
stores,capital,GB,residential urban decentral water tanks,Euro,36532901.63408337,36948741.08329112,37204830.343954034
stores,capital,GB,services rural water tanks,Euro,509649.0734314853,4554005.029228121,5512460.428084145
stores,capital,GB,services urban decentral water tanks,Euro,21979505.342427924,22029419.072032113,22088180.517675538
stores,capital,GB,urban central water tanks,Euro,5325657.803637088,35260695.08708082,188872423.49555507
stores,capital,GR,H2 Store,Euro,961145.8342540791,967041.0826578886,22850948.88691116
stores,capital,GR,co2 stored,Euro,173.26696901585112,318282.97913305066,57740790.827086195
stores,capital,GR,gas,Euro,56092059.444852464,66327814.37788416,93277721.65612264
stores,capital,GR,home battery,Euro,329.40992784634653,259395141.5861175,491023639.6502397
stores,capital,GR,residential rural water tanks,Euro,225810.7983076172,4624286.814838167,4624326.425967743
stores,capital,GR,residential urban decentral water tanks,Euro,18197534.16899872,18197567.399633043,18197551.295059495
stores,capital,GR,services rural water tanks,Euro,503287.21860486106,1205579.5429006144,1205620.0571972826
stores,capital,GR,services urban decentral water tanks,Euro,2967352.847305355,3003664.2429871,3003697.192194954
stores,capital,GR,urban central water tanks,Euro,1232638.1263418656,3663633.5343177086,125926956.7003912
stores,capital,HR,co2 stored,Euro,175.0825121187359,395.5846070072949,270617899.676259
stores,capital,HR,gas,Euro,54596736.43617912,65324313.95219208,92948439.74360082
stores,capital,HR,home battery,Euro,198.1057296773539,8643030.836745385,155530057.23856035
stores,capital,HR,residential rural water tanks,Euro,1914087.349781247,1914215.928112946,2071379.441689415
stores,capital,HR,residential urban decentral water tanks,Euro,1870121.0532467577,1870673.218084192,1882244.3688157953
stores,capital,HR,services rural water tanks,Euro,579574.5040188018,579623.9203232053,580521.1834695949
stores,capital,HR,services urban decentral water tanks,Euro,488930.3635621679,489071.21668742783,489735.9922563736
stores,capital,HR,urban central water tanks,Euro,198625.54226612963,764349.4779678506,13524537.09748517
stores,capital,HU,co2 stored,Euro,177.55814395404713,376.6643431371646,485438505.80091745
stores,capital,HU,gas,Euro,54562687.348301135,65478488.77615996,93339712.07063857
stores,capital,HU,home battery,Euro,241.6829290846894,11060047.27778392,439317597.10016614
stores,capital,HU,residential rural water tanks,Euro,3653072.042688778,3653131.3967974,3684694.7019622615
stores,capital,HU,residential urban decentral water tanks,Euro,6516523.413857262,6516559.632096666,6516583.941761344
