countries,year,carriers,AL,AT,BA,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,ME,MK,NL,NO,PL,PT,RO,RS,SE,SI,SK
FI,2050,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3744619484321834,0.0,0.0
FR,2050,h2,0.0,0.0,0.0,0.18942317447174462,0.0,0.23548318515216926,0.0,0.0,0.0,0.0,0.3601339233391473,0.0,0.0,0.0,0.0,0.0,0.0,0.8073649853587798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GB,2050,h2,0.0,0.0,0.0,0.3646325676645993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11087668132857204,0.0,0.0,0.0,0.0,0.0,0.0,0.1770631271551394,0.2726908107140147,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GR,2050,h2,0.6016956988215365,0.0,0.0,0.0,2.174461484003765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17514172650358656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HR,2050,h2,0.0,0.0,0.11002430374165023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HU,2050,h2,0.0,0.11042724038573726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26933146101763017,0.0,0.0,0.0,0.10148598800427218
IE,2050,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.245598945549284,0.22530050418064385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IT,2050,h2,2.647039204285902,0.1224612309864128,0.0,0.0,0.0,0.208746917515118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8882850984456006,0.0
LT,2050,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.135073435656144,0.0,0.0,0.0,0.0,0.36044463294602425,0.0,0.0,0.0,0.0,0.0,0.0
LU,2050,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV,2050,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8566556359954305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4398004522726624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME,2050,h2,0.6041717341577837,0.0,2.0820958109446375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MK,2050,h2,7.66494600886746,0.0,0.0,0.0,1.0079591930797571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7062196136366614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21141550279266813,0.0,0.0,0.0
NL,2050,h2,0.0,0.0,0.0,0.22924501529563784,0.0,0.0,0.0,0.6639326543213612,0.2989103389133547,0.0,0.0,0.0,0.0,0.16592592403263187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,2050,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8982066346168139,0.0,0.0
PL,2050,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.31380691344948386,1.1032090517143047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37029140282511613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2093580470102559
PT,2050,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19518180997525317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2050,h2,0.0,0.0,0.0,0.0,0.11396472495619092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5876772119412457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RS,2050,h2,0.0,0.0,0.16738767002417904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13719013902195018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE,2050,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45034784634377606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6144547803999179,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SI,2050,h2,0.0,0.22282105617438225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10435008621945305,0.0,0.0,0.17891324745347215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK,2050,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17927512716678473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.32461171790686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AT,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5296032097864023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.805432555608938,0.0,48.64372812058552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.81275877799468,8.819419859213244
BA,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0281940416454716,0.0,0.0,0.0,0.0,0.0,0.0,1.599655863786463,0.0,0.0,0.0
BE,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.49209763062633,84.12625025983738,0.0,0.0,0.0,0.0,0.0,0.0,7.610046703630435,0.0,0.0,0.0,44.39380329728537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BG,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.095098669414607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6449086012568763,0.0,0.0,0.0,0.0,7.295788872792624,0.0,0.0,0.0,0.0
CH,2030,gas,0.0,6.219489455969403,0.0,0.0,0.0,0.0,0.0,2.104725953165268,0.0,0.0,0.0,0.0,22.303935564055834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.69493770770657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.99107427184151,0.0,0.0,0.0,0.0,0.0,8.011087625130854
DE,2030,gas,0.0,11.538282596723612,0.0,38.38011595501052,0.0,9.988881382938283,163.38267726042386,0.0,0.0,0.0,0.0,0.0,231.7784936898209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1073080716399595,0.0,0.0,0.0,133.46353403219467,0.0,160.9971406551112,0.0,0.0,0.0,0.0,0.0,0.0
DK,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5660992903748894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.16060746323679,0.0,0.0,0.0,0.0,19.85770413281384,0.0,0.0
EE,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.984154675775085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.543116861301385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.754777956104405,0.0,0.0,0.0,0.0,0.0
FI,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FR,2030,gas,0.0,0.0,0.0,0.0,0.0,5.960356772261299,0.0,299.2981300361304,0.0,0.0,5.920989248646695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.702072156384826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GB,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.16791912676193,0.0,0.0,0.0,0.0,0.0,0.0,32.24752187670016,168.23253482608303,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GR,2030,gas,42.378726938309825,0.0,0.0,0.0,7.181807247654596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HR,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.228853736971211,0.0
HU,2030,gas,0.0,6.587986044617665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.371154202041021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.895258241606783,0.0,0.0,0.0
IE,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.492907566327577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IT,2030,gas,0.0,88.28300701668027,0.0,0.0,0.0,8.467768844652246,0.0,0.0,0.0,0.0,34.615805338971676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.17412115541646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LU,2030,gas,0.0,0.0,0.0,8.503498987837354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.859164862407878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.114682016311363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MK,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,2030,gas,0.0,0.0,0.0,52.09842843225678,0.0,0.0,0.0,61.62621037687454,0.0,0.0,0.0,0.0,0.0,6.332011130270825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2044537656784495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,2030,gas,0.0,0.0,0.0,84.17394834899133,0.0,0.0,0.0,210.9143813970104,0.0,0.0,0.0,0.0,92.02617812249284,220.0693504055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PL,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,23.524973700601656,139.3245722822145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2030,gas,0.0,0.0,0.0,0.0,0.7449901108896335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.606258809303975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RS,2030,gas,0.0,0.0,5.820197722817422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SI,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.95890724882404,0.0,0.0,4.168886659360632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,144.47556499122734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.301490204003738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2040,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.005439132442206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AT,2040,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.913193377193372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.58325478182546,0.0,49.09392620370518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.653985346835974,10.02486875574168
BA,2040,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0284042179318498,0.0,0.0,0.0,0.0,0.0,0.0,1.2698171552360122,0.0,0.0,0.0
BE,2040,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.52393212785313,84.04927868985581,0.0,0.0,0.0,0.0,0.0,0.0,7.09508585408876,0.0,0.0,0.0,46.33921347248352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BG,2040,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.974589261097371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.513360718378375,0.0,0.0,0.0,0.0,5.911358998300335,0.0,0.0,0.0,0.0
CH,2040,gas,0.0,5.157276879701026,0.0,0.0,0.0,0.0,0.0,1.8413826063227257,0.0,0.0,0.0,0.0,24.76558061920509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ,2040,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.20933963243893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.75511843928286,0.0,0.0,0.0,0.0,0.0,7.326638576711327
DE,2040,gas,0.0,3.352273799826323,0.0,38.12780502061193,0.0,9.704430211017447,161.31019434041013,0.0,5.057776250614367,0.0,0.0,0.0,239.2603715340187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7793461135047455,0.0,0.0,0.0,137.982424510005,0.0,173.66546850055653,0.0,0.0,0.0,0.0,0.0,0.0
DK,2040,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.594838795765531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.643982388837141,0.0,0.0,0.0,0.0,29.60288069328442,0.0,0.0
EE,2040,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.924402233595762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES,2040,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2872538719551374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.76866498783292,0.0,0.0,0.0,0.0,0.0
FI,2040,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.785605569569034,0.0,0.0
FR,2040,gas,0.0,0.0,0.0,0.0,0.0,5.408487591920672,0.0,300.38352743221384,0.0,0.0,1.7422003181520775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.240242926541022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GB,2040,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6779335744592,0.0,0.0,0.0,0.0,0.0,0.0,43.97719723773331,189.9788869380535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GR,2040,gas,39.39274336014268,0.0,0.0,0.0,9.334576371747763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HR,2040,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.317707884671763,0.0
HU,2040,gas,0.0,6.32569542073538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9058265113242636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.318631849820882,0.0,0.0,0.0
IE,2040,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.94317500411267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IT,2040,gas,0.0,114.37779824009996,0.0,0.0,0.0,11.630824378724544,0.0,0.0,0.0,0.0,34.61464162367993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT,2040,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.991097819861482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LU,2040,gas,0.0,0.0,0.0,7.807058421990401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.570559824892969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV,2040,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.827799288713444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME,2040,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MK,2040,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,2040,gas,0.0,0.0,0.0,52.44233132127651,0.0,0.0,0.0,64.02621311367434,0.0,0.0,0.0,0.0,0.0,4.999651853752866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.000578631199558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,2040,gas,0.0,0.0,0.0,83.69913349255137,0.0,0.0,0.0,207.38368574498384,0.0,0.0,0.0,0.0,93.27415041870415,208.58729024742408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PL,2040,gas,0.0,0.0,0.0,0.0,0.0,0.0,24.192594811435846,138.16872951982225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,2040,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2040,gas,0.0,0.0,0.0,0.0,1.3615724502732696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.974058652639252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RS,2040,gas,0.0,0.0,6.105717469751794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE,2040,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SI,2040,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.359222560972162,0.0,0.0,4.017906855775476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK,2040,gas,0.0,0.0,0.0,0.0,0.0,0.0,147.00175235133622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.778785849589863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2050,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AT,2050,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.900868196865839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.532594650976067,0.0,48.19132263208588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.66844131386953,13.320871055798632
BA,2050,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8835161307828032,0.0,0.0,0.0,0.0,0.0,0.0,2.5688126679805894,0.0,0.0,0.0
BE,2050,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.125239601124456,84.47098939542693,0.0,0.0,0.0,0.0,0.0,0.0,6.733957147141843,0.0,0.0,0.0,47.25521925385576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
