countries,year,carriers,AL,AT,BA,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,ME,MK,NL,NO,PL,PT,RO,RS,SE,SI,SK
LT,2050,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.683062961600369,0.0,0.0,0.0,0.0,16.537174410251428,0.0,0.0,0.0,1.4607409115444017,0.0,0.0
LU,2050,elec,0.0,0.0,0.0,1.9206413589818285,0.0,0.0,0.0,5.6391546346993255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV,2050,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.257339444720346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.754596952243393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME,2050,elec,2.7927849702377836,0.0,12.38481240090877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13390159099573515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.710543830574183,0.0,0.0,0.0
MK,2050,elec,1.7937122388956763,0.0,0.0,0.0,1.8046319304449607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.002803959411441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.187670117105139,0.0,0.0,0.0
NL,2050,elec,0.0,0.0,0.0,7.21263972507967,0.0,0.0,0.0,69.13086419138047,2.5443951997949643,0.0,0.0,0.0,0.0,18.441660752011536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3025255288653126,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,2050,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.78790962479952,0.0,0.0,0.0,0.0,5.330414813179079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.458309190148734,0.0,0.0,0.0,0.0,0.0,12.546279789862453,0.0,0.0
PL,2050,elec,0.0,0.0,0.0,0.0,0.0,0.0,16.73227249676205,14.51439609598939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.50043960305891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5186466986536438,0.0,10.658955555054504
PT,2050,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.926572109406674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2050,elec,0.0,0.0,0.0,0.0,3.1002169188768267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.85863687317136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.326085565946801,0.0,0.0,0.0
RS,2050,elec,0.884524585965903,0.0,7.28896048136875,0.0,1.216559569344975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.004347831530252,9.200408343557973,0.0,0.0,0.0,0.0,0.0,1.985314876471786,3.7862974669207894,0.0,0.0,0.0,0.0,4.600023722874369,0.0,0.0,0.0,0.0
SE,2050,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5939592788538364,0.286665382600781,0.0,0.0,1.5194583204339251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0082569622159063,0.0,0.0,0.0,0.0,0.0,10.986954939651504,2.6785078083359366,0.0,0.0,0.0,0.0,0.0,0.0
SI,2050,elec,0.0,19.910343159009354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.104901549091835,0.0,0.0,13.174827958126082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK,2050,elec,0.0,0.0,0.0,0.0,0.0,0.0,16.843339964721977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.437120169489612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.799694493509087,0.0,0.0,0.0,0.0,0.0,0.0
AL,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6580352961550805,0.0,0.0,0.0,2.594032041331057,0.0,0.0,0.0,0.0,0.1504549880955702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AT,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3791007574220493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10639912745866534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BA,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13114700244195945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1012291433319075,0.0,0.0,0.0
BE,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16794683715889275,0.0,0.0,0.0,0.0,0.30267881188489026,0.2001079066738945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1644510835481856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BG,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13024528541477426,0.0,0.0,0.0,0.0,0.1771116253841941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12627396900643822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17012817989834558,0.0,0.0,0.0,0.0,0.0,0.0
DE,2030,h2,0.0,0.114807557147034,0.0,0.2759729141108379,0.0,0.12192015839622689,0.0,0.0,0.22442618523230218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30401973910717695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EE,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16866806110977517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FI,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42471020202216486,0.0,0.0
FR,2030,h2,0.0,0.0,0.0,0.14445411404755193,0.0,0.0,0.0,0.0,0.0,0.0,0.3935008307248662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GB,2030,h2,0.0,0.0,0.0,0.2606726009986995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2171419761107714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GR,2030,h2,0.20009323908228052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11141946988310843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HR,2030,h2,0.0,0.0,0.3587571307692133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HU,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39697880330636265,0.11089868708179199,0.0,0.0,0.0
IE,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28176816685428524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IT,2030,h2,3.4468267499486505,0.0,0.0,0.0,0.0,0.12723083850388128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33162268536935213,0.0,0.0,0.0,0.0,0.0,0.0
LU,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MK,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1963817361073421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,2030,h2,0.0,0.0,0.0,0.18084780179131324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693196261974797,0.0,0.0
PL,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.21637132623367106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13019520736354462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1338838629926355
PT,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2357887105822719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RS,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19404588195980033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6703433630362838,0.0,0.0,0.19561992453745103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5472715020499479,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SI,2030,h2,0.0,0.12238918493028922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2813684635361938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17418640923309203,0.0,0.0,0.0,0.0,0.0,0.0
AL,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7376991817165491,0.0,0.0,0.0,3.0204262771297863,0.0,0.0,0.0,0.0,0.11926171269079079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AT,2040,h2,0.0,0.0,0.0,0.0,0.0,0.49274158838922744,0.0,0.5157149239224338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BA,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1890691164530968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1892541682624491,0.0,0.0,0.0,0.0,0.23150650415829835,0.1292341840818076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2263208791486089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BG,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10351732696961044,0.0,0.0,0.0,0.0
CH,2040,h2,0.0,0.3075845693251614,0.0,0.0,0.0,0.0,0.0,0.10649290981268447,0.0,0.0,0.0,0.0,0.17376979481106603,0.0,0.0,0.0,0.0,0.0,0.1140206870911256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15031589516940502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23354372387786201,0.0,0.0,0.0,0.0,0.0,0.0
DE,2040,h2,0.0,0.27112182855316486,0.0,0.2417074963717937,0.0,0.13485719150852055,0.0,0.0,0.12232466116072419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3162442398876109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5928021809584632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EE,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7709861921388316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.628076304012941,0.0,0.0,0.0,0.0,0.0
FI,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4629777365583274,0.0,0.0
FR,2040,h2,0.0,0.0,0.0,0.26125169358542344,0.0,0.10303341728051471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GB,2040,h2,0.0,0.0,0.0,0.2980031544790478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1739236539749526,0.0,0.0,0.0,0.0,0.0,0.0,1.5720016803331123,0.12616064156861945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GR,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15204837471437593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HR,2040,h2,0.0,0.0,0.320342402245821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HU,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38725634098647266,0.13874747094441553,0.0,0.0,0.11094409452213164
IE,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43792305064966786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IT,2040,h2,3.5714128931251397,0.14409710277249485,0.0,0.0,0.0,0.14934628422057572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3412871913964258,0.0,0.0,0.0,0.0,0.0,0.0
LU,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MK,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11287867018120581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1738059846322813,0.0,0.0,0.0
NL,2040,h2,0.0,0.0,0.0,0.19688214555981004,0.0,0.0,0.0,0.3978356176804235,0.0,0.0,0.0,0.0,0.0,0.4451586851075581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11598498487902537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.510458320509056,0.0,0.0
PL,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.222939405208565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20643306241856219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1584546752685529
PT,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.392608085917355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2924918440666184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RS,2040,h2,0.0,0.0,0.11069882834530126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7611065491933092,0.0,0.0,0.13278704894122584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6137514339945953,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SI,2040,h2,0.0,0.10546812713597647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.13283498847487976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22713266346881505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17122481356506158,0.0,0.0,0.0,0.0,0.0,0.0
AL,2050,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9437297278804895,0.0,0.0,0.0,1.495597094656882,3.456470015711556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AT,2050,h2,0.0,0.0,0.0,0.0,0.0,0.3334873389219396,0.0,0.41339857135110814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.515579716221536,0.0,2.931663546299774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1561825883454825,0.0
BA,2050,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6904973713709214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10284963470370874,0.0,0.0,0.0
BE,2050,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3737636170495805,0.0,0.0,0.0,0.0,0.35107908577732055,0.21482968181971923,0.0,0.0,0.0,0.0,0.0,0.0,0.23007089899567656,0.0,0.0,0.0,0.22453114346747452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BG,2050,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24489909514603153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39054534694055015,0.0,0.0,0.0,0.0,0.11528786728631416,0.0,0.0,0.0,0.0
CH,2050,h2,0.0,0.324480521576938,0.0,0.0,0.0,0.0,0.0,0.21741870645196565,0.0,0.0,0.0,0.0,0.20883257525894108,0.0,0.0,0.0,0.0,0.0,0.17094288870645413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ,2050,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14379855417663667,0.0,0.0,0.0,0.0,0.0,0.1984973909912
DE,2050,h2,0.0,0.42259048776607677,0.0,0.16047461215866818,0.0,0.10268015929339655,0.12343208831622375,0.0,0.15466307636913462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28888180399579566,0.0,1.070172929379571,0.0,0.0,0.0,0.0,0.0,0.0
DK,2050,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4609713383288936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49662136980482713,0.0,0.0
EE,2050,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.858505834253867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9669077496279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES,2050,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745360001729743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.711161427254956,0.0,0.0,0.0,0.0,0.0
