node,carrier,2030,2040,2050,hist,units
CZ,services rural micro gas CHP,1.1532331375505147e-07,4.592464810628969e-08,2.2149241182042567e-08,0.0,GW_e
CZ,services rural water tanks,2.713906309428456,2.7139223400478056,2.713925248851823,0.0,GW_e
CZ,services urban decentral micro gas CHP,1.160473797888836e-07,4.613477738731099e-08,2.227068759923984e-08,0.0,GW_e
CZ,services urban decentral water tanks,4.049651421279569,4.0496673407850095,4.049661452885866,0.0,GW_e
CZ,solar,12.999371298994072,23.36524107308757,33.731092687870024,2.6335,GW_e
CZ,solid biomass,3.4586588308060107e-07,1.7817784503280923e-07,9.001641642155822e-08,0.0,GW_e
CZ,solid biomass for industry,1.3630128832195632,1.363013029654587,2.9344768574901537e-06,0.0,GW_e
CZ,solid biomass for industry CC,1.7264608139185096e-06,1.2139024339341998e-06,1.5144565332869047,0.0,GW_e
CZ,solid biomass_stores,35638.32650360256,35638.32650360256,35638.32650360256,0.0,GW_e
CZ,urban central gas CHP,1.2341148187288938e-06,5.960062480051863e-07,4.2297230336031635e-07,0.0,GW_e
CZ,urban central gas CHP CC,5.24344848681895e-07,2.40320913950711e-07,1.2243763909925684e-07,0.0,GW_e
CZ,urban central solid biomass CHP,1.4815934943619666,0.9604513436049965,1.459523211389765,1.4815930000000002,GW_e
CZ,urban central solid biomass CHP CC,2.2744947581530843e-07,2.999118975381381e-07,9.162285604606412e-07,0.0,GW_e
CZ,urban central water tanks,36.364756035135294,36.375119776322805,313.97554422767695,0.0,GW_e
DE,BEV charger,118.052,283.3248,401.3768,118.052,GW_e
DE,BioSNG,9.87538930769126e-07,5.410761025995668e-07,3.929785831840247e-07,0.0,GW_e
DE,CCGT,26.938734935739085,24.436808198614045,14.189158973306268,26.9387338761107,GW_e
DE,DAC,-1.2827720012207885e-07,-5.102534409970912e-08,-3.246629659429956e-08,0.0,GW_e
DE,EV batteries,160.98,386.352,547.332,0.0,GW_e
DE,Fischer-Tropsch,7.226719003597743e-07,3.544702729478474e-07,0.10369837550265075,0.0,GW_e
DE,H2 Electrolysis,1.3440393237216327e-06,1.3997536107922608e-06,0.23520445202168996,0.0,GW_e
DE,H2 Fuel Cell,4.4525071551197466e-07,2.457614629834518e-07,2.2744970382962843e-07,0.0,GW_e
DE,H2 Store,22.988243389010027,47.36514715920943,116.84175992026466,0.0,"GWh_lhv,h2"
DE,Haber-Bosch,2.178547902344412e-05,3.933121626378619e-06,2.386867623616441e-06,0.0,"GW_lhv,nh3"
DE,OCGT,0.04715085329859771,0.04715029429687131,0.03315014278137711,0.047150000000000004,GW_e
DE,PHS,7.65962,7.65962,7.65962,7.65962,GW_e
DE,SMR,1.9234564882069123,5.615932538261859,5.61593274458951,0.0,GW_e
DE,SMR CC,9.616715614894852e-06,2.426842862416186e-06,1.9027909046798262e-07,0.0,GW_e
DE,Sabatier,1.1280629282285761e-06,4.3240304481655613e-07,2.999600869557843e-07,0.0,"GW_lhv,h2"
DE,V2G,118.052,283.3248,401.3768,118.052,GW_e
DE,ammonia cracker,7.715262914232642e-07,3.3955217986899816e-07,2.3539812828082635e-07,0.0,"GW_lhv,nh3"
DE,battery,7.4765660320152755e-06,6.948927764269193e-06,8.101109256439922e-06,0.0,GWh_e
DE,battery charger,3.615344583028799e-06,1.6216637525610006e-06,1.391474318539629e-06,0.0,GW_e
DE,battery discharger,3.6153445830269458e-06,1.6216637525601694e-06,1.3914743185389158e-06,0.0,GW_e
DE,biogas,30827.826597979285,30827.826597979285,30827.826597979285,0.0,GW_e
DE,biogas to gas,1.483974549104029e-06,8.126218582049731e-07,3.519158498805055,0.0,GW_e
DE,biomass to liquid,5.718110951103488e-07,3.34709070302388e-07,2.621105520348683e-07,0.0,GW_e
DE,co2 stored,0.0020980532495474984,0.004724795892420125,61678.42226287166,0.0,GW_e
DE,coal/lignite,26.117088043069057,20.252624614230804,7.52105226856543,26.117087748757413,GW_e
DE,electricity distribution grid,77.85783564560326,86.08208772472223,102.5452058534585,0.0,GW_e
DE,gas for industry,12.03538716932433,12.038812175350323,12.042236603640935,0.0,GW_e
DE,gas for industry CC,2.5073249479678322e-06,1.394530849526472e-06,1.2498904313158503e-06,0.0,GW_e
DE,gas_extraction,749.2341707213882,749.2341707213882,749.2341707213882,749.2341707213882,GW_lhv
DE,gas_stores,4115722.89294399,4806884.449781159,6603665.753535784,0.0,GW_e
DE,helmeth,4.3926286592234905e-07,1.896684054199166e-07,1.568746782119852e-07,0.0,GW_e
DE,home battery,9.139680928990709e-06,2.0128574666633132e-05,0.00031477114521644134,0.0,GWh_e
DE,home battery charger,4.4425900556829555e-06,5.668564158505961e-06,5.5314802805407525e-05,0.0,GW_e
DE,home battery discharger,4.682901095455068e-06,5.97519126788846e-06,5.8306921729356584e-05,0.0,GW_e
DE,hydro,0.1695,0.1695,0.1695,0.1695,GW_e
DE,methanolisation,-3.6993189299504064e-06,-6.781502862957e-06,-9.61317033655694e-06,0.0,GW_e
DE,nuclear,1.4020003853016498,2.7893994128916835e-07,2.1233589951604795e-07,1.4019999999999997,GW_e
DE,nuclear (SMR),1.288161647130272e-07,4.51806859217021e-08,2.7675670475080938e-08,0.0,GW_e
DE,offwind,8.1290089538743,22.64035644338834,46.62534624028065,8.129,GW_e
DE,oil,0.8457009098374113,0.638200315403927,0.44380015456254385,0.8457,GW_e
DE,onwind,93.13138153317693,51.855727364408914,71.3843928571121,58.165,GW_e
DE,process emissions,4.04794440552837,3.7853833368810905,2.0327519450802356e-07,0.0,GW_e
DE,process emissions CC,1.239134827083831e-06,5.161183696564616e-06,3.5068491699580955,0.0,GW_e
DE,residential / services air heat pump,2.747435866978908,4.004101995688607,14.188761432190894,0.7404444444444445,GW_e
DE,residential / services biomass boiler,4.743232245485905e-06,1.4855210974913362e-05,2.6070576168026433e-06,0.0,GW_e
DE,residential / services gas boiler,100.25391852096497,110.2548882893553,112.8492232055914,85.22919479283708,GW_e
DE,residential / services oil boiler,138.01759535605768,72.20319096782062,64.45513438430126,94.48451040955601,GW_e
DE,residential / services resistive heater,9.917503597196967,30.787898733066022,46.227863690366654,0.0,GW_e
DE,residential / services rural ground heat pump,0.4724109922293686,1.129845435952075,2.599264798041835,0.47241025641025647,GW_e
DE,residential / services solar thermal,1.9803230904696947e-05,7.784296389139469e-06,2.964099456810838e-06,0.0,GW_e
DE,residential / services water tanks charger,28.6771330555318,44.82153197484581,88.41663959894731,0.0,GW_e
DE,residential / services water tanks discharger,20.900213602839685,42.19054701167825,70.32349936414424,0.0,GW_e
DE,residential rural micro gas CHP,1.2052500983038188e-07,4.829408376430352e-08,2.2469088859300657e-08,0.0,GW_e
DE,residential rural water tanks,4.279692813151903e-05,8.219594585473835,10.801555241365046,0.0,GW_e
DE,residential urban decentral micro gas CHP,1.2402646946890924e-07,4.863825525618081e-08,2.261255481545995e-08,0.0,GW_e
DE,residential urban decentral water tanks,19.808065830545782,19.808108627564803,19.808121492964254,0.0,GW_e
DE,ror,2.8367033499999996,2.8367033499999996,2.8367033499999996,2.8367033499999996,GW_e
DE,services rural micro gas CHP,1.203364701985667e-07,4.783090775476984e-08,2.2259668058150538e-08,0.0,GW_e
DE,services rural water tanks,4.234317423199001e-05,7.809564764919143,7.809625152278639,0.0,GW_e
DE,services urban decentral micro gas CHP,1.2376176906942084e-07,4.805263384255983e-08,2.2307036264532185e-08,0.0,GW_e
DE,services urban decentral water tanks,21.143890687882962,21.143920614578434,21.14391103070288,0.0,GW_e
DE,solar,135.18486508809164,215.29667967726732,293.35269137417237,66.662,GW_e
DE,solid biomass,3.2175179430517525e-07,1.6729496800551554e-07,8.340104849320182e-08,0.0,GW_e
DE,solid biomass for industry,14.74086686703225,14.740866915451473,4.664805484935642e-06,0.0,GW_e
DE,solid biomass for industry CC,1.6733639796292833e-06,1.3068064228758942e-06,16.37873695260463,0.0,GW_e
DE,solid biomass_stores,196584.59793362502,196584.59793362502,196584.59793362502,0.0,GW_e
DE,urban central gas CHP,1.4544382147968256e-06,6.52110498396562e-07,5.267808319905582e-07,0.0,GW_e
DE,urban central gas CHP CC,6.062982607366164e-07,2.736541440095709e-07,1.3476452630506276e-07,0.0,GW_e
DE,urban central solid biomass CHP,6.321452363536454,2.8754145926406367,3.587389801999675,6.321451966,GW_e
DE,urban central solid biomass CHP CC,1.8061858045610514e-07,2.6736521568304636e-07,2.7394723323237503e-07,0.0,GW_e
DE,urban central water tanks,45.52899627319033,338.81894556742566,4791.5872456820625,0.0,GW_e
DK,BEV charger,6.048625,14.5167,20.565324999999998,6.048625,GW_e
DK,BioSNG,2.278738872694829e-06,1.0787625926864874e-06,9.06811501679773e-07,0.0,GW_e
DK,CCGT,1.6952019889648364,1.4190007342884097,0.02500032238200608,1.6952,GW_e
DK,DAC,-2.665302499013264e-07,-9.877334496657968e-08,-7.42049133411957e-08,0.0,GW_e
DK,EV batteries,8.248125,19.7955,28.043625,0.0,GW_e
DK,Fischer-Tropsch,1.3782933286258116e-06,7.016152476222547e-07,2.3410391834322883e-05,0.0,GW_e
DK,H2 Electrolysis,3.8583445364618114e-06,3.5759526880332076e-06,12.08410198001896,0.0,GW_e
DK,H2 Fuel Cell,8.546420919428783e-07,4.6134227618773085e-07,3.5159543298506395e-07,0.0,GW_e
DK,H2 Store,8.6353360219007,9.977093115834894,524.2015421855859,0.0,"GWh_lhv,h2"
DK,Haber-Bosch,0.5286007573253142,0.5286072718064594,0.5286053021655343,0.0,"GW_lhv,nh3"
DK,OCGT,1.6897943177770245e-06,5.812792811125478e-07,2.8508501832185023e-07,0.0,GW_e
DK,SMR,0.3467332464042565,0.44336608878298833,0.44336650420996454,0.0,GW_e
DK,SMR CC,9.401360087023022e-05,5.202765215844888e-06,3.9178386884043624e-07,0.0,GW_e
DK,Sabatier,2.262065339404488e-06,8.899653016708684e-07,5.501725723403435e-07,0.0,"GW_lhv,h2"
DK,V2G,6.048625,14.5167,20.565324999999998,6.048625,GW_e
DK,ammonia cracker,1.5420728792078786e-06,6.787698849767696e-07,4.7043433424534935e-07,0.0,"GW_lhv,nh3"
DK,battery,1.5733869909298733e-05,1.344047166332557e-05,1.3742791860121038e-05,0.0,GWh_e
DK,battery charger,7.453934822498017e-06,3.218317782375795e-06,2.3817342703988475e-06,0.0,GW_e
DK,battery discharger,7.453934822494195e-06,3.2183177823741456e-06,2.381734270397626e-06,0.0,GW_e
DK,biogas,10907.991632746469,10907.991632746469,10907.991632746469,0.0,GW_e
DK,biogas to gas,2.9232405904996307e-06,1.6105399222626336e-06,1.245204940202466,0.0,GW_e
DK,biomass to liquid,1.252832306126358e-06,6.672204699964284e-07,5.756849954614469e-07,0.0,GW_e
DK,co2 stored,0.004508253000151079,0.011353107377491288,437.94086940142967,0.0,GW_e
DK,coal/lignite,0.04794130317821833,0.04794091400257643,0.04794080411135441,0.04794072174128507,GW_e
DK,electricity distribution grid,5.886352149541969,6.691322473994363,8.267008718388672,0.0,GW_e
DK,gas for industry,0.1426934956241286,0.14269355601526446,0.1426926009992875,0.0,GW_e
DK,gas for industry CC,3.1124649966609266e-06,1.783078823058467e-06,2.1363051718620767e-06,0.0,GW_e
DK,gas_extraction,538.3847340361827,538.3847340361827,538.3847340361827,538.3847340361827,GW_lhv
DK,gas_stores,7926089.923590881,9417098.008655762,13173480.022877596,0.0,GW_e
DK,helmeth,9.456688084944703e-07,4.1163117733489176e-07,2.439163440929193e-07,0.0,GW_e
DK,home battery,1.9341694054408956e-05,2.954877856369726e-05,0.00013328573390640957,0.0,GWh_e
DK,home battery charger,9.040746776622023e-06,1.0005566409532722e-05,2.3534865435477925e-05,0.0,GW_e
DK,home battery discharger,9.52978385431215e-06,1.0546793044726753e-05,2.4807926400547554e-05,0.0,GW_e
DK,methanolisation,-2.501257740543898e-05,-2.2121082690469896e-05,-0.5930841581953012,0.0,GW_e
DK,nuclear,7.00134095008006e-07,5.214874567866044e-07,2.832408664818502e-07,0.0,GW_e
DK,nuclear (SMR),2.5038364023581547e-07,8.819295132854823e-08,5.409997089898865e-08,0.0,GW_e
DK,offwind,2.3128540632972876,0.6048056695486639,3.778668298616199e-06,2.31285,GW_e
DK,oil,1.8138284161053542e-06,6.299887831149792e-07,3.08960713200191e-07,0.0,GW_e
DK,onwind,61.18591773731027,56.596077737310274,61.18592827250165,4.80585,GW_e
DK,process emissions,0.16780748552799954,0.167791524797682,2.952777294424891e-07,0.0,GW_e
DK,process emissions CC,1.6553546063124975e-06,1.7827667746026845e-05,0.1678080240861702,0.0,GW_e
DK,residential / services air heat pump,0.5662190689969318,0.47533548069902404,1.2806407694351751,0.5662121907275595,GW_e
DK,residential / services biomass boiler,1.0452353898743965,1.045255609992012,1.0452376088273472,0.0,GW_e
DK,residential / services gas boiler,7.727104922269494,7.887183192308909,7.685252599804466,3.068424876127257,GW_e
DK,residential / services oil boiler,7.8615319024943755,5.899379671311534,5.721695304144334,2.5599516719494697,GW_e
DK,residential / services resistive heater,2.8572943417509005,2.2769568942281517,2.7369098174129323,1.5126065960455797,GW_e
DK,residential / services rural ground heat pump,0.062193177342591485,0.16384177213478052,0.20601302380116532,0.0,GW_e
DK,residential / services solar thermal,3.406571030457483e-05,1.7345311717819523e-05,5.784906372655756e-06,0.0,GW_e
DK,residential / services water tanks charger,4.271546897853047,4.222648784169702,7.448549917004956,0.0,GW_e
DK,residential / services water tanks discharger,3.4162078431483556,3.194676942486886,5.908189309006033,0.0,GW_e
DK,residential rural micro gas CHP,2.3359249313121092e-07,9.140518444503292e-08,4.3893741932462694e-08,0.0,GW_e
DK,residential rural water tanks,0.4265598513417879,0.45996477608324265,0.5618466823249847,0.0,GW_e
DK,residential urban decentral micro gas CHP,2.3780653173652088e-07,9.174400889100283e-08,4.419871098911612e-08,0.0,GW_e
DK,residential urban decentral water tanks,3.426528766813316,3.426565208709943,3.42658194062978,0.0,GW_e
DK,services rural micro gas CHP,2.393997221242118e-07,9.126060444538981e-08,4.401674640585309e-08,0.0,GW_e
DK,services rural water tanks,0.00012974128513222312,0.018186231901573997,0.30303028944634147,0.0,GW_e
DK,services urban decentral micro gas CHP,2.3894839806512833e-07,9.137799942738638e-08,4.410379198907878e-08,0.0,GW_e
DK,services urban decentral water tanks,2.2944031896581603,2.294437205820203,2.2944240426077576,0.0,GW_e
DK,solar,7.069028190549145,11.023152398183502,16.576971217046157,3.1150400000000005,GW_e
DK,solid biomass,7.589566987242024e-07,3.289910800844288e-07,1.704034498320481e-07,0.0,GW_e
DK,solid biomass for industry,0.8173502702330063,0.8173503552885647,3.9391505764001525e-06,0.0,GW_e
DK,solid biomass for industry CC,3.5098014646747956e-06,2.662338531272176e-06,0.9081643460163307,0.0,GW_e
DK,solid biomass_stores,16360.907104172298,16360.907104172298,16360.907104172298,0.0,GW_e
DK,urban central gas CHP,2.5608520691655462e-06,1.1326291297506328e-06,7.167179156667507e-07,0.0,GW_e
DK,urban central gas CHP CC,1.0869762012088954e-06,4.704569590387236e-07,2.1688479108644719e-07,0.0,GW_e
DK,urban central solid biomass CHP,0.11821948647821945,0.18559996252633928,0.34343793910929105,0.0,GW_e
DK,urban central solid biomass CHP CC,6.799007295662355e-07,5.267589352723732e-07,5.824892832202661e-07,0.0,GW_e
DK,urban central water tanks,16.151995930586928,21.87263973944859,596.0016238705582,0.0,GW_e
EE,BEV charger,1.5785,3.7883999999999998,5.366899999999999,1.5785,GW_e
EE,BioSNG,1.130171235914636e-06,5.602077009159178e-07,5.171283504426446e-07,0.0,GW_e
EE,CCGT,9.93678321360348e-07,3.61925021815662e-07,1.5458614070062456e-07,0.0,GW_e
EE,DAC,-1.3039867400886813e-07,-4.9778224532640485e-08,-3.645015912337151e-08,0.0,GW_e
EE,EV batteries,2.1525,5.166,7.3185,0.0,GW_e
EE,Fischer-Tropsch,7.126329331110886e-07,3.4647873998805503e-07,6.305308630802055e-06,0.0,GW_e
EE,H2 Electrolysis,9.675495486728891e-07,4.472101435324787e-06,5.5214350551954965,0.0,GW_e
EE,H2 Fuel Cell,4.457831488247184e-07,2.3162382386602277e-07,1.5975337014460645e-07,0.0,GW_e
EE,H2 Store,0.0003859343906591953,0.031855419815949804,0.5376245248276662,0.0,"GWh_lhv,h2"
EE,Haber-Bosch,0.0003690190835653083,5.482565724912589e-06,0.12067945020715862,0.0,"GW_lhv,nh3"
EE,OCGT,8.751748166202617e-07,2.900040120072463e-07,1.4179967108549475e-07,0.0,GW_e
EE,SMR,0.034104107656595856,0.155432300503501,0.15543250889762802,0.0,GW_e
EE,SMR CC,7.112004809080573e-06,2.714915180082339e-06,1.9622193805200383e-07,0.0,GW_e
EE,Sabatier,1.1260068803993526e-06,4.2309605895272674e-07,2.8177838688401736e-07,0.0,"GW_lhv,h2"
EE,V2G,1.5785,3.7883999999999998,5.366899999999999,1.5785,GW_e
EE,ammonia cracker,8.03944795795647e-07,3.522904876866948e-07,2.3599967903630325e-07,0.0,"GW_lhv,nh3"
EE,battery,7.1944900360147724e-06,6.072008088010098e-06,6.1719125703244244e-06,0.0,GWh_e
EE,battery charger,3.554244130933065e-06,1.5583236488453035e-06,1.0887331325690318e-06,0.0,GW_e
EE,battery discharger,3.5542441309312433e-06,1.5583236488445048e-06,1.0887331325684738e-06,0.0,GW_e
EE,biogas,2244.0824602315242,2244.0824602315242,2244.0824602315242,0.0,GW_e
EE,biogas to gas,1.4581601292645586e-06,7.991994843241943e-07,0.2561740047012038,0.0,GW_e
EE,biomass to liquid,6.24047214628635e-07,3.4224001944921475e-07,3.0957968445644775e-07,0.0,GW_e
EE,co2 stored,0.0016901500160971992,0.06424228108160596,121.32914384656787,0.0,GW_e
EE,coal/lignite,3.0783951582653144e-07,9.570859779900846e-08,4.1119681895361876e-08,0.0,GW_e
EE,electricity distribution grid,1.2115710251906016,1.3089832171129288,1.6133558953765268,0.0,GW_e
EE,gas for industry,0.02511390774875447,0.02511397707901312,0.025113435087591368,0.0,GW_e
EE,gas for industry CC,1.373168057430739e-06,8.121843167984201e-07,1.063931979596477e-06,0.0,GW_e
EE,gas_extraction,12.83696696818084,12.83696696818084,12.83696696818084,12.83696696818084,GW_lhv
EE,gas_stores,3846744.156397296,4655935.085641925,6555603.873944239,0.0,GW_e
EE,helmeth,4.2484143906294515e-07,1.7549866021873147e-07,1.2506855879959908e-07,0.0,GW_e
EE,home battery,9.4223586933021e-06,1.3102656916547336e-05,3.488589088942606e-05,0.0,GWh_e
EE,home battery charger,4.41214536836331e-06,4.569741779424475e-06,6.313359901335374e-06,0.0,GW_e
EE,home battery discharger,4.650809577261177e-06,4.816930780601569e-06,6.6548656588618215e-06,0.0,GW_e
EE,methanolisation,-2.8657512540489443e-06,-0.020439528333128,-0.16315552087972163,0.0,GW_e
EE,nuclear,4.24370503422126e-07,2.5959747643043215e-07,1.409461408906221e-07,0.0,GW_e
EE,nuclear (SMR),1.2539587736328631e-07,4.4106494617302905e-08,2.711444967908123e-08,0.0,GW_e
EE,offwind,2.1948146562729445e-06,1.3504503030039392e-06,1.0981965696626846e-06,0.0,GW_e
EE,oil,9.687801711904447e-07,3.149622934119426e-07,1.5445086039813344e-07,0.0,GW_e
EE,onwind,3.3739798947570203,7.103986064454055,18.79246105241766,0.3368,GW_e
EE,process emissions,0.02853858711302775,0.01852213748539939,1.1480604484295835e-07,0.0,GW_e
EE,process emissions CC,5.192776273702561e-07,0.01966981238080057,0.02853885391269218,0.0,GW_e
EE,residential / services air heat pump,0.08992333827824502,0.007346328045901568,0.03774413240520118,0.08992162078455843,GW_e
EE,residential / services biomass boiler,0.24104168454948305,0.2818931183057578,0.407009817112249,0.0,GW_e
EE,residential / services gas boiler,1.7171334270570784,1.7496237683448226,1.7455977833595904,0.09450192845197987,GW_e
EE,residential / services oil boiler,1.767432657341814,1.7206653245019374,1.7206616270850776,0.04677368175906074,GW_e
EE,residential / services resistive heater,0.5314176970235387,0.7124900510191657,0.9460979580728157,0.126288940749464,GW_e
EE,residential / services rural ground heat pump,1.8281198809637323e-06,0.030299393589439845,0.057563454974823694,0.0,GW_e
EE,residential / services solar thermal,1.550400112367373e-05,9.610683087639505e-06,2.5581569792840985e-06,0.0,GW_e
EE,residential / services water tanks charger,1.1948600545719965,1.0287882191833997,1.3238187423869718,0.0,GW_e
EE,residential / services water tanks discharger,1.3128296122378393,0.924205297212648,1.257747807134644,0.0,GW_e
EE,residential rural micro gas CHP,1.1550320737552416e-07,4.511061259977075e-08,2.1866354462332327e-08,0.0,GW_e
EE,residential rural water tanks,0.41938407526376353,0.4194016612283596,0.4194027811385933,0.0,GW_e
EE,residential urban decentral micro gas CHP,1.1360821002120522e-07,4.546057931361398e-08,2.207710486890435e-08,0.0,GW_e
EE,residential urban decentral water tanks,0.5953052164854694,0.5953215772558977,0.5953212418861861,0.0,GW_e
EE,services rural micro gas CHP,1.1575828489880673e-07,4.492675209962906e-08,2.168901924988287e-08,0.0,GW_e
EE,services rural water tanks,0.20821199076739894,0.20822858068946656,0.20822813165585247,0.0,GW_e
EE,services urban decentral micro gas CHP,1.1634331972839397e-07,4.5553020830168684e-08,2.2121347909337033e-08,0.0,GW_e
EE,services urban decentral water tanks,0.2175326739657496,0.21755015437427108,0.21754655370108356,0.0,GW_e
EE,solar,1.688505983782994,2.8487021155734467,4.497934629621581,0.52827,GW_e
EE,solid biomass,3.9455794838789035e-07,1.723577513023464e-07,8.958660198700072e-08,0.0,GW_e
EE,solid biomass for industry,0.26369807679567847,0.2636980831990741,1.3820564861362073e-06,0.0,GW_e
EE,solid biomass for industry CC,1.3684144836414663e-06,1.5046938666633115e-06,0.29299708859383683,0.0,GW_e
EE,solid biomass_stores,12047.423813933552,12047.423813933552,12047.423813933552,0.0,GW_e
EE,urban central gas CHP,1.3295127429768424e-06,5.218043119069667e-07,2.9995175399689006e-07,0.0,GW_e
EE,urban central gas CHP CC,5.195237996802828e-07,2.2287807248963964e-07,1.0171912109652339e-07,0.0,GW_e
EE,urban central solid biomass CHP,0.11066493239278939,0.12080080744209021,0.17404850117310317,0.0,GW_e
EE,urban central solid biomass CHP CC,3.171901599012133e-07,3.910546756299657e-07,1.7656321256139672e-06,0.0,GW_e
EE,urban central water tanks,11.49439052486388,11.495353012355034,59.5143712946898,0.0,GW_e
ES,BEV charger,61.26174999999999,147.02819999999994,208.28994999999995,61.26174999999999,GW_e
ES,BioSNG,2.5198226249938224e-06,1.1739862731458737e-06,1.0568881590665746e-06,0.0,GW_e
ES,CCGT,28.21682816607815,28.115326938933745,13.170414536331227,28.216826252211867,GW_e
ES,DAC,-2.725910385773269e-07,-1.0924175661901908e-07,-8.363469168316526e-08,0.0,GW_e
ES,EV batteries,83.53874999999998,200.49299999999997,284.03174999999993,0.0,GW_e
ES,Fischer-Tropsch,1.319646960600706e-06,6.334828784372907e-07,4.62868502045475e-06,0.0,GW_e
ES,H2 Electrolysis,1.0842724858965325e-05,51.53739025568394,137.59077154232122,0.0,GW_e
ES,H2 Fuel Cell,8.165318675754439e-07,4.419220602218036e-07,3.199393597666494e-07,0.0,GW_e
ES,H2 Store,167.87970347925085,183.25068854867757,909.8980035908642,0.0,"GWh_lhv,h2"
ES,Haber-Bosch,27.770108172768804,27.732584486092748,27.73257883713213,0.0,"GW_lhv,nh3"
ES,OCGT,1.6726855775446754e-06,5.773264149292052e-07,2.7677120598519317e-07,0.0,GW_e
ES,PHS,8.45858,8.45858,8.45858,8.45858,GW_e
ES,SMR,13.365728481313273,13.365839519590779,13.365728882209766,0.0,GW_e
ES,SMR CC,3.0469460357568146,3.046959641330061,3.046928667220162,0.0,GW_e
ES,Sabatier,2.2235227088019384e-06,8.735082368535395e-07,5.957113532799365e-07,0.0,"GW_lhv,h2"
ES,V2G,61.26174999999999,147.02819999999994,208.28994999999995,61.26174999999999,GW_e
ES,ammonia cracker,1.5451060108025885e-06,6.787787832985639e-07,4.6983998806240435e-07,0.0,"GW_lhv,nh3"
ES,battery,2.6590827579899793e-05,5.7595441359082304e-05,6.599319243381362e-05,0.0,GWh_e
ES,battery charger,8.441740755803291e-06,1.0428716776056476e-05,1.1674497820230375e-05,0.0,GW_e
ES,battery discharger,8.441740755798964e-06,1.0428716776051132e-05,1.1674497820224392e-05,0.0,GW_e
ES,biogas,28745.09300616273,28745.09300616273,28745.09300616273,0.0,GW_e
ES,biogas to gas,2.6778668310611967e-06,1.347237342180927e-06,3.281403729416862,0.0,GW_e
ES,biomass to liquid,1.3220768611239614e-06,7.03968401829174e-07,6.253978466720193e-07,0.0,GW_e
ES,co2 stored,0.007817026091604054,175.4571337848743,3128.2006783425063,0.0,GW_e
ES,coal/lignite,0.9380748648752772,0.3300536235149504,0.3300535142713739,0.938074297865326,GW_e
ES,electricity distribution grid,36.042535050385986,37.38112774191439,41.68894446249733,0.0,GW_e
ES,gas for industry,2.913240771044333,2.9143827267235882,2.9029763124766506,0.0,GW_e
ES,gas for industry CC,4.0440055884843064e-06,2.8484293455742953e-06,0.012678716869531741,0.0,GW_e
ES,gas_extraction,638.9153791548887,638.9153791548887,638.9153791548887,638.9153791548887,GW_lhv
ES,gas_stores,8305514.828616272,9620912.256493798,13290345.181778586,0.0,GW_e
ES,helmeth,9.481139424389719e-07,4.535932083483076e-07,3.189207440392531e-07,0.0,GW_e
ES,home battery,4.2164580054764574e-05,84.2657166552347,209.7392399007364,0.0,GWh_e
ES,home battery charger,1.2005278907388571e-05,16.222682377884357,39.986315229230655,0.0,GW_e
ES,home battery discharger,1.2654675097635356e-05,17.10020869052155,42.14927712059398,0.0,GW_e
ES,hydro,15.221407,15.221407,15.221407,15.221407,GW_e
ES,methanolisation,-0.6261536028470588,-2.3599800494493324,-4.566501880075637,0.0,GW_e
ES,nuclear,3.1126006778869106,4.455832405837632e-07,2.287904949964831e-07,3.1126,GW_e
ES,nuclear (SMR),2.4936948114473436e-07,8.821149964110584e-08,5.409092211573207e-08,0.0,GW_e
ES,offwind,5.873222849885055e-06,3.7924509886992674e-06,4.266859897723114e-06,0.0,GW_e
ES,oil,0.4669728135477055,0.23094162941936816,0.13594030880948324,0.466971,GW_e
ES,onwind,29.335868406402163,57.2557797721755,75.86496171545316,29.335839999999997,GW_e
ES,process emissions,1.6210033325579085,0.0009726514084389777,1.7181926585163278e-07,0.0,GW_e
ES,process emissions CC,2.213643873573623e-06,1.5776240717250671,1.5776254477834464,0.0,GW_e
ES,residential / services air heat pump,0.8710421948795448,1.0192467155212026,3.1822956276282652,0.3527645509922715,GW_e
ES,residential / services biomass boiler,1.651271934935016,2.8376742914421977,2.8343790403879416,0.0,GW_e
ES,residential / services gas boiler,32.88377596266011,20.822581674732746,18.066513464053475,32.273589107543685,GW_e
ES,residential / services oil boiler,14.268458898871366,9.997548782853139,8.814153891045493,13.27121796446087,GW_e
ES,residential / services resistive heater,40.82734953201465,14.53472181567778,14.62879119987685,40.39723820425437,GW_e
ES,residential / services rural ground heat pump,4.303930748245644e-06,0.7588512909520395,0.9812516043369485,0.0,GW_e
ES,residential / services solar thermal,10.822597224212302,21.6346084809051,22.655407931443268,0.0,GW_e
ES,residential / services water tanks charger,29.425303794840506,27.28013066211652,47.04919512799051,0.0,GW_e
ES,residential / services water tanks discharger,23.505516937669626,23.777376851191505,34.4067399852418,0.0,GW_e
ES,residential rural micro gas CHP,2.2754160017514422e-07,8.846181699290136e-08,4.236466509050434e-08,0.0,GW_e
ES,residential rural water tanks,20.14122039308208,20.141259896470537,20.141240216351093,0.0,GW_e
ES,residential urban decentral micro gas CHP,2.3177203338027944e-07,8.898083959258415e-08,4.220169477811463e-08,0.0,GW_e
ES,residential urban decentral water tanks,15.736468182744924,15.736602185372682,15.736533730894019,0.0,GW_e
ES,ror,0.1470082475,0.1470082475,0.1470082475,0.1470082475,GW_e
