node,carrier,2030,2040,2050,hist,units
BA,OCGT,8.237792089005477e-07,2.8861266141558936e-07,1.3855432748203169e-07,0.0,GW_e
BA,PHS,0.44,0.44,0.44,0.44,GW_e
BA,SMR,5.292662186337864e-05,0.0006252337250311636,2.0846570749751383e-07,0.0,GW_e
BA,SMR CC,7.545145991803429e-06,2.0099523522741504e-06,1.9450009433346676e-07,0.0,GW_e
BA,Sabatier,1.1066391037401465e-06,4.193141122898633e-07,2.749433726221582e-07,0.0,"GW_lhv,h2"
BA,V2G,4.792754230045408,11.502610152108979,16.295364382154386,4.792754230045408,GW_e
BA,ammonia cracker,7.70472258583766e-07,3.389998655544996e-07,2.3715540907691275e-07,0.0,"GW_lhv,nh3"
BA,battery,7.991748263766009e-06,8.72799751648568e-06,8.69679402402676e-06,0.0,GWh_e
BA,battery charger,3.5963040324971287e-06,1.7270879196452395e-06,1.4958949677032546e-06,0.0,GW_e
BA,battery discharger,3.5963040324952856e-06,1.7270879196443541e-06,1.4958949677024878e-06,0.0,GW_e
BA,biogas,477.92274677450644,477.92274677450644,477.92274677450644,0.0,GW_e
BA,biogas to gas,1.2667267196610026e-06,6.427259146113498e-07,0.05455759901678389,0.0,GW_e
BA,biomass to liquid,6.293916119067691e-07,3.446991827125535e-07,2.878986219405075e-07,0.0,GW_e
BA,co2 stored,0.0017251001239611953,0.004305592526807065,1162.8749684998031,0.0,GW_e
BA,coal/lignite,2.9848247152876373e-07,9.710729427474938e-08,4.1426591003657246e-08,0.0,GW_e
BA,electricity distribution grid,1.6085655723181966,1.6085664915429723,1.608566428010015,0.0,GW_e
BA,gas for industry,0.12328727066155745,0.12328732689215255,0.12328689559401768,0.0,GW_e
BA,gas for industry CC,1.6116653033837722e-06,9.986543590902946e-07,1.1053916626000107e-06,0.0,GW_e
BA,gas_stores,3959979.500198141,4701350.432812256,6652945.961104529,0.0,GW_e
BA,helmeth,4.058093219558586e-07,1.5954321342101918e-07,1.0421807591510316e-07,0.0,GW_e
BA,home battery,1.1105335065903181e-05,1.6350766589704095,17.92780675314532,0.0,GWh_e
BA,home battery charger,4.549808911215264e-06,0.28724984661523967,2.458566305322688,0.0,GW_e
BA,home battery discharger,4.795919692654557e-06,0.30278792427923346,2.5915564344535533,0.0,GW_e
BA,hydro,1.6955,1.6955,1.6955,1.6955,GW_e
BA,methanolisation,-2.7961649052903227e-06,-5.2637822686098095e-06,-3.4072696427174616e-06,0.0,GW_e
BA,nuclear,3.9004376881561615e-07,2.61820773757785e-07,1.32080330146545e-07,0.0,GW_e
BA,nuclear (SMR),1.2530220079556294e-07,4.399663606959234e-08,2.7079616123879695e-08,0.0,GW_e
BA,oil,9.093986141008828e-07,3.151781162844208e-07,1.5452879436094174e-07,0.0,GW_e
BA,onwind,0.13470062354955725,0.04800040564499273,3.5611410233413463e-07,0.1347,GW_e
BA,process emissions,0.10273928807269678,0.0958867230406915,1.9060425138661685e-07,0.0,GW_e
BA,process emissions CC,7.58724999325823e-07,4.0312073393699316e-06,0.08904095244092228,0.0,GW_e
BA,residential / services air heat pump,0.013632990651441716,0.01113371992290764,0.05719491343066399,0.0,GW_e
BA,residential / services biomass boiler,0.14862159827169213,0.15102106000372081,0.15240505166382884,0.0,GW_e
BA,residential / services gas boiler,0.5945619948324821,0.7816847882121234,0.7816888025650944,0.0,GW_e
BA,residential / services oil boiler,1.4595144993963591,1.4595209642528073,1.4595172334193902,0.0,GW_e
BA,residential / services resistive heater,0.5565551554699469,0.9150350883898648,0.988034826440525,0.0,GW_e
BA,residential / services rural ground heat pump,0.027730283746598396,0.02791623770238818,0.06644799244060486,0.0,GW_e
BA,residential / services solar thermal,0.1553897897443867,0.15537377967433014,0.15536770000564568,0.0,GW_e
BA,residential / services water tanks charger,0.3596707218262462,0.7417167742323857,1.1649173591127788,0.0,GW_e
BA,residential / services water tanks discharger,0.27602999713728277,0.5209467758372898,0.8629075988677392,0.0,GW_e
BA,residential rural micro gas CHP,1.1320514630781633e-07,4.378343825874529e-08,2.162301769924415e-08,0.0,GW_e
BA,residential rural water tanks,0.25619910838160237,0.39473269756554796,0.7828831372169102,0.0,GW_e
BA,residential urban decentral micro gas CHP,1.1344833831191212e-07,4.3713696271597335e-08,2.1685916092428215e-08,0.0,GW_e
BA,residential urban decentral water tanks,0.11799207864058098,0.21319243977236663,0.36838046845149636,0.0,GW_e
BA,services rural micro gas CHP,1.1338429783128193e-07,4.3753704074760565e-08,2.1543442588219226e-08,0.0,GW_e
BA,services rural water tanks,0.11322837027769656,0.17933469799417848,0.27220127384331255,0.0,GW_e
BA,services urban decentral micro gas CHP,1.1407671686933433e-07,4.402777752053339e-08,2.172560390714568e-08,0.0,GW_e
BA,services urban decentral water tanks,0.04979451984999579,0.167867305899635,0.16788322010279141,0.0,GW_e
BA,solar,3.932359358353595,7.76539338214911,11.598660897727534,0.0993,GW_e
BA,solid biomass,3.922685505616151e-07,1.7903117495095627e-07,8.74651081380736e-08,0.0,GW_e
BA,solid biomass for industry,0.12442879289478509,0.12442872313743042,2.746415373692912e-06,0.0,GW_e
BA,solid biomass for industry CC,1.21897360412419e-06,1.0863439549795043e-06,0.13825177087860724,0.0,GW_e
BA,solid biomass_stores,2545.564347914493,2545.564347914493,2545.564347914493,0.0,GW_e
BA,urban central gas CHP,1.246374014024864e-06,5.180505300581257e-07,2.933046668472661e-07,0.0,GW_e
BA,urban central gas CHP CC,5.087195686095886e-07,2.0783095254828404e-07,1.0305608158534495e-07,0.0,GW_e
BA,urban central solid biomass CHP,0.022275394857512117,0.035242789505403355,0.058453083571356645,0.0,GW_e
BA,urban central solid biomass CHP CC,4.0069837730614817e-07,2.0439127277262364e-07,3.081289060331946e-07,0.0,GW_e
BA,urban central water tanks,1.501986932445706,15.019088972806326,80.03625460333993,0.0,GW_e
BE,BEV charger,14.86925,35.6862,50.55545,14.86925,GW_e
BE,BioSNG,7.659161524757621e-07,3.2616898592933965e-07,1.9888681899279975e-07,0.0,GW_e
BE,CCGT,5.847897936419021,4.753097324581728,1.92200017108948,5.847896947849125,GW_e
BE,DAC,-1.278973109598721e-07,-4.9275586038429174e-08,-3.445528668107915e-08,0.0,GW_e
BE,EV batteries,20.27625,48.663,68.93925,0.0,GW_e
BE,Fischer-Tropsch,7.135509228130949e-07,3.582241190318068e-07,4.297118612768007e-06,0.0,GW_e
BE,H2 Electrolysis,1.1250727561280512e-06,1.4632563821774212e-06,4.9677013874568954e-06,0.0,GW_e
BE,H2 Fuel Cell,4.4094400767906907e-07,2.3345336239024868e-07,2.168169355367196e-07,0.0,GW_e
BE,H2 Store,3.1901647498776274e-05,1.8387501496187793e-05,1.2900498177116328e-05,0.0,"GWh_lhv,h2"
BE,Haber-Bosch,2.038052279016076e-05,4.122598895107285e-06,2.3316038958106195e-06,0.0,"GW_lhv,nh3"
BE,OCGT,8.415200821494881e-07,2.9118832663051943e-07,1.4217603228536903e-07,0.0,GW_e
BE,PHS,1.308,1.308,1.308,1.308,GW_e
BE,SMR,0.3875724914852114,0.8854737343982092,0.8854739373533106,0.0,GW_e
BE,SMR CC,1.0008961781475555e-05,2.3808352275173433e-06,1.914912401000404e-07,0.0,GW_e
BE,Sabatier,1.1041172889427635e-06,4.354858031258724e-07,2.9789024472782917e-07,0.0,"GW_lhv,h2"
BE,V2G,14.86925,35.6862,50.55545,14.86925,GW_e
BE,ammonia cracker,7.730363991818312e-07,3.393519771620779e-07,2.35104902027309e-07,0.0,"GW_lhv,nh3"
BE,battery,7.610876183852658e-06,6.391617735889338e-06,7.465319405065139e-06,0.0,GWh_e
BE,battery charger,3.6198337901305642e-06,1.5886407439527842e-06,1.3487952308938023e-06,0.0,GW_e
BE,battery discharger,3.619833790128709e-06,1.58864074395197e-06,1.3487952308931107e-06,0.0,GW_e
BE,biogas,13781.872702122042,13781.872702122042,13781.872702122042,0.0,GW_e
BE,biogas to gas,1.47685300478533e-06,8.086262588564853e-07,1.5732733481896117,0.0,GW_e
BE,biomass to liquid,4.5329830568753025e-07,2.2047165880552473e-07,1.5360327311200694e-07,0.0,GW_e
BE,co2 stored,0.0024691802040539383,0.007052986286164408,1399.5717141204534,0.0,GW_e
BE,coal/lignite,2.949118716783588e-07,9.58902670419636e-08,4.234566204780836e-08,0.0,GW_e
BE,electricity distribution grid,13.70148851376698,15.81984831672987,19.45675264828813,0.0,GW_e
BE,gas for industry,2.456620081844654,2.4577619615055015,2.457761095345749,0.0,GW_e
BE,gas for industry CC,2.56521866231195e-06,1.4413038911986147e-06,1.986137791163649e-06,0.0,GW_e
BE,gas_extraction,39.56305094635572,39.56305094635572,39.56305094635572,39.56305094635572,GW_lhv
BE,gas_stores,3989150.7217979324,4722224.362402749,6631847.929146958,0.0,GW_e
BE,helmeth,4.307910772644869e-07,2.0622543628227712e-07,1.3080225396463733e-07,0.0,GW_e
BE,home battery,9.967899804925256e-06,1.536703017395161e-05,0.000103436546152417,0.0,GWh_e
BE,home battery charger,4.4625382249484455e-06,5.207928526367392e-06,1.8446421165644145e-05,0.0,GW_e
BE,home battery discharger,4.703928312131563e-06,5.489638678225597e-06,1.9444235187381247e-05,0.0,GW_e
BE,hydro,0.012782802547770691,0.012782802547770691,0.012782802547770691,0.012782802547770691,GW_e
BE,methanolisation,-3.2833623250773923e-06,-1.9115998769004898e-05,-1.2887914257528916e-06,0.0,GW_e
BE,nuclear,2.0560003775876186,2.056000247712104,2.1618416241031383e-07,2.056,GW_e
BE,nuclear (SMR),1.2516979155138895e-07,4.400432808143017e-08,2.6968579881972768e-08,0.0,GW_e
BE,offwind,6.196501896890186,6.000000000458038,6.000000020913015,2.2618,GW_e
BE,oil,9.126722099816518e-07,3.1510554552916044e-07,1.5454975642488743e-07,0.0,GW_e
BE,onwind,5.048660759234033,4.610321942149269,12.182816742876158,2.9896,GW_e
BE,process emissions,0.7785380461965226,0.7385686910693142,1.528497650724603e-07,0.0,GW_e
BE,process emissions CC,1.3019155533832453e-06,1.6499193239561792e-05,0.6974884942966489,0.0,GW_e
BE,residential / services air heat pump,0.5954979770975982,1.217176270632373,3.57340818989729,0.0,GW_e
BE,residential / services biomass boiler,2.9609911954925997e-06,1.2091575305967899e-06,6.668987002364601e-07,0.0,GW_e
BE,residential / services gas boiler,21.95240404698372,16.883293985093253,17.878175973098514,18.65412317406902,GW_e
BE,residential / services oil boiler,27.02479180570728,13.899607423562678,12.581464815754595,14.942887301999079,GW_e
BE,residential / services resistive heater,4.405751863945556,4.532014988308333,7.6691499554723555,2.2362624466406045,GW_e
BE,residential / services rural ground heat pump,5.188816833244477e-07,0.1910303392892976,0.23970257018127514,0.0,GW_e
BE,residential / services solar thermal,1.4654708066778833e-05,5.694019839234172e-06,2.3315856346158777e-06,0.0,GW_e
BE,residential / services water tanks charger,8.29259136906813,9.444550906753475,19.89698884808608,0.0,GW_e
BE,residential / services water tanks discharger,5.721069298940195,8.64299903516947,15.811128468115006,0.0,GW_e
BE,residential rural micro gas CHP,1.1312305666842114e-07,4.589473618099986e-08,2.187873888505437e-08,0.0,GW_e
BE,residential rural water tanks,8.324520112072726e-05,0.3310146054531829,0.4596837903656235,0.0,GW_e
BE,residential urban decentral micro gas CHP,1.1781102864814758e-07,4.647702824877654e-08,2.2095560000318038e-08,0.0,GW_e
BE,residential urban decentral water tanks,7.475954048554856,7.475973298993933,7.475977315387659,0.0,GW_e
BE,ror,0.07987619657813644,0.07987619657813644,0.07987619657813644,0.07987619657813644,GW_e
BE,services rural micro gas CHP,1.1284969737501224e-07,4.6095033941274525e-08,2.1937638076389175e-08,0.0,GW_e
BE,services rural water tanks,4.277360342138212e-05,0.2157956074439238,0.3782988965264343,0.0,GW_e
BE,services urban decentral micro gas CHP,1.1728955538740333e-07,4.624546728028539e-08,2.1981067733259874e-08,0.0,GW_e
BE,services urban decentral water tanks,10.182692679167737,10.182709159195623,10.182702580793865,0.0,GW_e
BE,solar,18.130030648130425,29.36367179937671,48.72665199853898,6.8964,GW_e
BE,solid biomass,2.4933514970447557e-07,9.851877415387401e-08,5.310916846211823e-08,0.0,GW_e
BE,solid biomass for industry,2.6541092026219655,2.654109303494743,2.6541083167626227,0.0,GW_e
