Generator,year,carrier,bus,capital_cost,marginal_cost,p_nom_opt,build_year,p_nom,cf,p_tot,p_nom_max,LCOE,opex,capex,totex
PT1 2 solar-2010,2040,solar,PT0 0,57575.35687904182,0.01,44.0,2010,44.0,0.16267389191047837,62701.02489797478,inf,42.83319750975188,627.0102489797478,2533315.7026778404,2533942.71292682
SI1 0 solar-2010,2040,solar,SI0 0,57575.35687904182,0.01,11.95,2010,11.95,0.12067998137621562,12633.021810425002,inf,42.83319750975188,126.33021810425002,688025.5147045497,688151.844922654
SK1 0 solar-2010,2040,solar,SK0 0,57575.35687904182,0.01,19.0,2010,19.0,0.1219811384849716,20302.540689438672,inf,42.83319750975188,203.02540689438672,1093931.7807017947,1094134.806108689
IT1 7 solar-2010,2040,solar,IT0 0,57575.35687904182,0.01,196.8900539536334,2010,196.8900539536334,0.15075601867510935,260017.47930080866,inf,42.83319750975188,2600.1747930080865,11336015.122314243,11338615.297107251
AT1 0 solar-2015,2040,solar,AT0 0,57575.35687904181,0.009999999999999998,211.5725,2015,211.5725,0.11919894246845109,220920.35191735975,inf,42.83319750975188,2209.203519173597,12181362.193291072,12183571.396810245
AT1 2 solar-2015,2040,solar,AT0 0,57575.35687904181,0.009999999999999998,211.5725,2015,211.5725,0.11926362371756304,221040.23053390076,inf,42.83319750975188,2210.4023053390074,12181362.193291072,12183572.59559641
AT1 3 solar-2015,2040,solar,AT0 0,57575.35687904181,0.009999999999999998,211.5725,2015,211.5725,0.11836341556935209,219371.80716718952,inf,42.83319750975188,2193.718071671895,12181362.193291072,12183555.911362743
BE1 0 solar-2015,2040,solar,BE0 0,57575.35687904181,0.009999999999999998,531.25,2015,531.25,0.11231779684138767,522698.94705060776,inf,42.83319750975188,5226.989470506077,30586908.34199096,30592135.331461463
BE1 1 solar-2015,2040,solar,BE0 0,57575.35687904181,0.009999999999999998,531.25,2015,531.25,0.1102200967276008,512936.77514607226,inf,42.83319750975188,5129.367751460722,30586908.34199096,30592037.70974242
BE1 2 solar-2015,2040,solar,BE0 0,57575.35687904181,0.009999999999999998,531.25,2015,531.25,0.10985123911219713,511220.20401838736,inf,42.83319750975188,5112.202040183873,30586908.34199096,30592020.544031143
BE1 3 solar-2015,2040,solar,BE0 0,57575.35687904181,0.009999999999999998,531.25,2015,531.25,0.1068963729451466,497468.995593476,inf,42.83319750975188,4974.689955934759,30586908.34199096,30591883.031946894
BG1 0 solar-2015,2040,solar,BG0 0,57575.35687904181,0.009999999999999998,506.77,2015,506.77,0.1455900948765111,646318.8652537889,inf,42.83319750975188,6463.188652537888,29177463.605592016,29183926.794244554
BG1 1 solar-2015,2040,solar,BG0 0,57575.35687904181,0.009999999999999998,506.77,2015,506.77,0.1465326070833983,650502.9645948869,inf,42.83319750975188,6505.029645948868,29177463.605592016,29183968.635237966
CH1 0 solar-2015,2040,solar,CH0 0,57575.35687904181,0.009999999999999998,422.99999999999994,2015,422.99999999999994,0.12680398407538457,469869.6269116559,inf,42.83319750975188,4698.696269116558,24354375.95983468,24359074.656103797
CH1 1 solar-2015,2040,solar,CH0 0,57575.35687904181,0.009999999999999998,422.99999999999994,2015,422.99999999999994,0.11961215588606777,443220.45139270637,inf,42.83319750975188,4432.204513927063,24354375.95983468,24358808.164348606
CH1 2 solar-2015,2040,solar,CH0 0,57575.35687904181,0.009999999999999998,422.99999999999994,2015,422.99999999999994,0.11640125045453856,431322.50553428347,inf,42.83319750975188,4313.225055342834,24354375.95983468,24358689.184890024
CZ1 0 solar-2015,2040,solar,CZ0 0,57575.35687904181,0.009999999999999998,115.9666666666667,2015,115.9666666666667,0.10909115716583379,110822.21564774128,inf,42.83319750975188,1108.2221564774127,6676822.219406216,6677930.441562694
CZ1 1 solar-2015,2040,solar,CZ0 0,57575.35687904181,0.009999999999999998,115.9666666666667,2015,115.9666666666667,0.11213596921395363,113915.3427734407,inf,42.83319750975188,1139.153427734407,6676822.219406216,6677961.37283395
CZ1 2 solar-2015,2040,solar,CZ0 0,57575.35687904181,0.009999999999999998,115.9666666666667,2015,115.9666666666667,0.11255275548871807,114338.74261281309,inf,42.83319750975188,1143.3874261281308,6676822.219406216,6677965.606832344
AT1 1 solar-2015,2040,solar,AT0 0,57575.35687904181,0.009999999999999998,211.5725,2015,211.5725,0.11638655541705013,215707.94378473086,inf,42.83319750975188,2157.0794378473083,12181362.193291072,12183519.27272892
DE1 0 solar-2015,2040,solar,DE0 0,57575.35687904181,0.009999999999999998,757.7857142857143,2015,757.7857142857143,0.10463851913969931,694611.7167203496,inf,42.83319750975188,6946.117167203495,43629782.93783961,43636729.05500682
IT1 6 solar-2010,2040,solar,IT0 0,57575.35687904182,0.01,196.8900539536334,2010,196.8900539536334,0.13547894233885985,233668.2368961107,inf,42.83319750975188,2336.682368961107,11336015.122314243,11338351.804683203
IT1 4 solar-2010,2040,solar,IT0 0,57575.35687904182,0.01,196.8900539536334,2010,196.8900539536334,0.14012721540674392,241685.3778158225,inf,42.83319750975188,2416.853778158225,11336015.122314243,11338431.9760924
GB0 10 solar-2010,2040,solar,GB4 0,57575.35687904182,0.01,4.438995829709201,2010,4.438995829709201,0.0980711749673714,3813.556821446825,inf,42.83319750975188,38.13556821446825,255576.76908008562,255614.9046483001
GB0 11 solar-2010,2040,solar,GB4 0,57575.35687904182,0.01,4.438995829709201,2010,4.438995829709201,0.11192879626517466,4352.418788246414,inf,42.83319750975188,43.52418788246414,255576.76908008562,255620.29326796808
GB0 12 solar-2010,2040,solar,GB4 0,57575.35687904182,0.01,4.438995829709201,2010,4.438995829709201,0.08672830772897122,3372.482583821362,inf,42.83319750975188,33.72482583821362,255576.76908008562,255610.49390592382
GB0 13 solar-2010,2040,solar,GB4 0,57575.35687904182,0.01,4.438995829709201,2010,4.438995829709201,0.09474984185554972,3684.40477907455,inf,42.83319750975188,36.8440477907455,255576.76908008562,255613.61312787636
GB0 14 solar-2010,2040,solar,GB4 0,57575.35687904182,0.01,4.438995829709201,2010,4.438995829709201,0.11209900689249039,4359.037531206297,inf,42.83319750975188,43.59037531206297,255576.76908008562,255620.35945539767
GB0 15 solar-2010,2040,solar,GB4 0,57575.35687904182,0.01,4.438995829709201,2010,4.438995829709201,0.11023394703018616,4286.51355295618,inf,42.83319750975188,42.865135529561805,255576.76908008562,255619.6342156152
GB0 16 solar-2010,2040,solar,GB4 0,57575.35687904182,0.01,4.438995829709201,2010,4.438995829709201,0.1101342499174579,4282.6367705637,inf,42.83319750975188,42.826367705637004,255576.76908008562,255619.59544779125
GB0 17 solar-2010,2040,solar,GB4 0,57575.35687904182,0.01,4.438995829709201,2010,4.438995829709201,0.10842420961130925,4216.140821304073,inf,42.83319750975188,42.16140821304073,255576.76908008562,255618.93048829868
GB0 2 solar-2010,2040,solar,GB4 0,57575.35687904182,0.01,4.438995829709201,2010,4.438995829709201,0.10701289149754564,4161.2608647647,inf,42.83319750975188,41.612608647647,255576.76908008562,255618.38168873327
GB0 3 solar-2010,2040,solar,GB4 0,57575.35687904182,0.01,4.438995829709201,2010,4.438995829709201,0.09576716159125154,3723.9638709174783,inf,42.83319750975188,37.239638709174784,255576.76908008562,255614.0087187948
GB0 4 solar-2010,2040,solar,GB4 0,57575.35687904182,0.01,4.438995829709201,2010,4.438995829709201,0.1063064220687794,4133.789374695253,inf,42.83319750975188,41.33789374695253,255576.76908008562,255618.10697383256
GB0 5 solar-2010,2040,solar,GB4 0,57575.35687904182,0.01,4.438995829709201,2010,4.438995829709201,0.10870881683458895,4227.207944932728,inf,42.83319750975188,42.272079449327286,255576.76908008562,255619.04115953494
GB0 6 solar-2010,2040,solar,GB4 0,57575.35687904182,0.01,4.438995829709201,2010,4.438995829709201,0.11090835587088642,4312.738347711135,inf,42.83319750975188,43.12738347711135,255576.76908008562,255619.89646356273
GB0 7 solar-2010,2040,solar,GB4 0,57575.35687904182,0.01,4.438995829709201,2010,4.438995829709201,0.1051802393399494,4089.997079669174,inf,42.83319750975188,40.89997079669174,255576.76908008562,255617.6690508823
IT1 5 solar-2010,2040,solar,IT0 0,57575.35687904182,0.01,196.8900539536334,2010,196.8900539536334,0.13714245009329315,236537.3833282492,inf,42.83319750975188,2365.3738332824923,11336015.122314243,11338380.496147525
GB0 8 solar-2010,2040,solar,GB4 0,57575.35687904182,0.01,4.438995829709201,2010,4.438995829709201,0.09960244809254568,3873.1013009939434,inf,42.83319750975188,38.73101300993943,255576.76908008562,255615.50009309556
GR1 0 solar-2010,2040,solar,GR0 0,57575.35687904182,0.01,67.0,2010,67.0,0.13940020564808206,81816.76869897233,inf,42.83319750975188,818.1676869897233,3857548.910895802,3858367.0785827916
GR1 1 solar-2010,2040,solar,GR0 0,57575.35687904182,0.01,67.0,2010,67.0,0.14781494214166838,86755.545841788,inf,42.83319750975188,867.55545841788,3857548.910895802,3858416.46635422
GR1 2 solar-2010,2040,solar,GR0 0,57575.35687904182,0.01,67.0,2010,67.0,0.13605783007679503,79855.06162867254,inf,42.83319750975188,798.5506162867255,3857548.910895802,3858347.461512089
IT1 0 solar-2010,2040,solar,IT0 0,57575.35687904182,0.01,196.8900539536334,2010,196.8900539536334,0.13637142623963083,235207.55463768053,inf,42.83319750975188,2352.0755463768055,11336015.122314243,11338367.197860619
IT1 1 solar-2010,2040,solar,IT0 0,57575.35687904182,0.01,196.8900539536334,2010,196.8900539536334,0.15885345346507768,273983.58560551086,inf,42.83319750975188,2739.8358560551087,11336015.122314243,11338754.958170298
IT1 10 solar-2010,2040,solar,IT0 0,57575.35687904182,0.01,196.8900539536334,2010,196.8900539536334,0.16162329795664726,278760.8939284724,inf,42.83319750975188,2787.6089392847243,11336015.122314243,11338802.731253527
IT1 11 solar-2010,2040,solar,IT0 0,57575.35687904182,0.01,196.8900539536334,2010,196.8900539536334,0.13163011967309557,227029.95355178486,inf,42.83319750975188,2270.2995355178487,11336015.122314243,11338285.421849761
IT1 12 solar-2010,2040,solar,IT0 0,57575.35687904182,0.01,196.8900539536334,2010,196.8900539536334,0.16348169477449886,281966.1766121428,inf,42.83319750975188,2819.661766121428,11336015.122314243,11338834.784080364
IT1 13 solar-2010,2040,solar,IT0 0,57575.35687904182,0.01,196.8900539536334,2010,196.8900539536334,0.13755125652325584,237242.47502790426,inf,42.83319750975188,2372.4247502790427,11336015.122314243,11338387.547064522
IT1 14 solar-2010,2040,solar,IT0 0,57575.35687904182,0.01,196.8900539536334,2010,196.8900539536334,0.1472323738233331,253940.0486259868,inf,42.83319750975188,2539.400486259868,11336015.122314243,11338554.522800503
IT1 15 solar-2010,2040,solar,IT0 0,57575.35687904182,0.01,196.8900539536334,2010,196.8900539536334,0.15514868389313724,267593.7588247819,inf,42.83319750975188,2675.9375882478193,11336015.122314243,11338691.059902491
IT1 16 solar-2010,2040,solar,IT0 0,57575.35687904182,0.01,196.8900539536334,2010,196.8900539536334,0.1330478131398765,229475.1301019034,inf,42.83319750975188,2294.751301019034,11336015.122314243,11338309.873615261
IT1 2 solar-2010,2040,solar,IT0 0,57575.35687904182,0.01,196.8900539536334,2010,196.8900539536334,0.14356001382572844,247606.1204813326,inf,42.83319750975188,2476.0612048133257,11336015.122314243,11338491.183519056
IT1 3 solar-2010,2040,solar,IT0 0,57575.35687904182,0.01,196.8900539536334,2010,196.8900539536334,0.1685615419587036,290727.67795502953,inf,42.83319750975188,2907.2767795502955,11336015.122314243,11338922.399093794
GB0 9 solar-2010,2040,solar,GB4 0,57575.35687904182,0.01,4.438995829709201,2010,4.438995829709201,0.11162755515150852,4340.704845752058,inf,42.83319750975188,43.40704845752058,255576.76908008562,255620.17612854316
DE1 1 solar-2015,2040,solar,DE0 0,57575.35687904181,0.009999999999999998,757.7857142857143,2015,757.7857142857143,0.10606557966438751,704084.8339726506,inf,42.83319750975188,7040.8483397265045,43629782.93783961,43636823.78617934
DE1 10 solar-2015,2040,solar,DE0 0,57575.35687904181,0.009999999999999998,757.7857142857143,2015,757.7857142857143,0.11532768321009622,765568.5561929272,inf,42.83319750975188,7655.685561929271,43629782.93783961,43637438.623401545
DE1 11 solar-2015,2040,solar,DE0 0,57575.35687904181,0.009999999999999998,757.7857142857143,2015,757.7857142857143,0.10414526960370528,691337.4262412296,inf,42.83319750975188,6913.374262412295,43629782.93783961,43636696.31210203
ES1 6 solar-2015,2040,solar,ES0 0,57575.35687904181,0.009999999999999998,59.089319028738494,2015,59.089319028738494,0.14647410409656916,75818.28238175885,inf,42.83319750975188,758.1828238175884,3402088.630819175,3402846.8136429926
ES1 7 solar-2015,2040,solar,ES0 0,57575.35687904181,0.009999999999999998,59.089319028738494,2015,59.089319028738494,0.18077282870973016,93572.07172284508,inf,42.83319750975188,935.7207172284507,3402088.630819175,3403024.3515364034
ES1 8 solar-2015,2040,solar,ES0 0,57575.35687904181,0.009999999999999998,59.089319028738494,2015,59.089319028738494,0.1549915073347394,80227.0813831519,inf,42.83319750975188,802.2708138315189,3402088.630819175,3402890.9016330065
ES1 9 solar-2015,2040,solar,ES0 0,57575.35687904181,0.009999999999999998,59.089319028738494,2015,59.089319028738494,0.16922224415768702,87593.23002490358,inf,42.83319750975188,875.9323002490356,3402088.630819175,3402964.563119424
ES4 0 solar-2015,2040,solar,ES3 0,57575.35687904181,0.009999999999999998,57.838852626399465,2015,57.838852626399465,0.1575608179388219,79831.07949329627,inf,42.83319750975188,798.3107949329626,3330092.581439254,3330890.8922341866
FR1 0 solar-2015,2040,solar,FR0 0,57575.35687904181,0.009999999999999998,234.36615384615385,2015,234.36615384615385,0.13016805093859998,267241.1925606581,inf,42.83319750975188,2672.4119256065806,13493714.948060725,13496387.359986331
FR1 1 solar-2015,2040,solar,FR0 0,57575.35687904181,0.009999999999999998,234.36615384615385,2015,234.36615384615385,0.12556916547420816,257799.46221982606,inf,42.83319750975188,2577.99462219826,13493714.948060725,13496292.942682924
FR1 10 solar-2015,2040,solar,FR0 0,57575.35687904181,0.009999999999999998,234.36615384615385,2015,234.36615384615385,0.136624103819418,280495.7758371513,inf,42.83319750975188,2804.957758371512,13493714.948060725,13496519.905819096
FR1 11 solar-2015,2040,solar,FR0 0,57575.35687904181,0.009999999999999998,234.36615384615385,2015,234.36615384615385,0.12319202299402555,252919.07577545763,inf,42.83319750975188,2529.1907577545758,13493714.948060725,13496244.13881848
FR1 13 solar-2015,2040,solar,FR0 0,57575.35687904181,0.009999999999999998,234.36615384615385,2015,234.36615384615385,0.16212485560253312,332850.0307297559,inf,42.83319750975188,3328.5003072975583,13493714.948060725,13497043.448368022
FR1 14 solar-2015,2040,solar,FR0 0,57575.35687904181,0.009999999999999998,234.36615384615385,2015,234.36615384615385,0.11655737854646232,239297.8355279633,inf,42.83319750975188,2392.9783552796325,13493714.948060725,13496107.926416004
FR1 15 solar-2015,2040,solar,FR0 0,57575.35687904181,0.009999999999999998,234.36615384615385,2015,234.36615384615385,0.1536865676956507,315525.82477334084,inf,42.83319750975188,3155.258247733408,13493714.948060725,13496870.206308458
FR1 16 solar-2015,2040,solar,FR0 0,57575.35687904181,0.009999999999999998,234.36615384615385,2015,234.36615384615385,0.12128240342966573,248998.53608820823,inf,42.83319750975188,2489.9853608820817,13493714.948060725,13496204.933421606
FR1 17 solar-2015,2040,solar,FR0 0,57575.35687904181,0.009999999999999998,234.36615384615385,2015,234.36615384615385,0.1324754636828911,271978.42054454243,inf,42.83319750975188,2719.784205445424,13493714.948060725,13496434.73226617
ES1 5 solar-2015,2040,solar,ES0 0,57575.35687904181,0.009999999999999998,59.089319028738494,2015,59.089319028738494,0.13995038541663637,72441.45923540801,inf,42.83319750975188,724.41459235408,3402088.630819175,3402813.045411529
FR1 18 solar-2015,2040,solar,FR0 0,57575.35687904181,0.009999999999999998,234.36615384615385,2015,234.36615384615385,0.1188246552617725,243952.66233757968,inf,42.83319750975188,2439.5266233757966,13493714.948060725,13496154.4746841
FR1 2 solar-2015,2040,solar,FR0 0,57575.35687904181,0.009999999999999998,234.36615384615385,2015,234.36615384615385,0.11830804435579484,242892.03560461558,inf,42.83319750975188,2428.9203560461556,13493714.948060725,13496143.868416771
FR1 20 solar-2015,2040,solar,FR0 0,57575.35687904181,0.009999999999999998,234.36615384615385,2015,234.36615384615385,0.1320440061168743,271092.6176639567,inf,42.83319750975188,2710.9261766395666,13493714.948060725,13496425.874237364
FR1 21 solar-2015,2040,solar,FR0 0,57575.35687904181,0.009999999999999998,234.36615384615385,2015,234.36615384615385,0.11334895008953862,232710.77948086703,inf,42.83319750975188,2327.10779480867,13493714.948060725,13496042.055855533
FR1 22 solar-2015,2040,solar,FR0 0,57575.35687904181,0.009999999999999998,234.36615384615385,2015,234.36615384615385,0.13073675019577508,268408.7591532278,inf,42.83319750975188,2684.0875915322777,13493714.948060725,13496399.035652258
FR1 23 solar-2015,2040,solar,FR0 0,57575.35687904181,0.009999999999999998,234.36615384615385,2015,234.36615384615385,0.1321989171537723,271410.65738217416,inf,42.83319750975188,2714.106573821741,13493714.948060725,13496429.054634547
FR1 24 solar-2015,2040,solar,FR0 0,57575.35687904181,0.009999999999999998,234.36615384615385,2015,234.36615384615385,0.11663077184138006,239448.51544917552,inf,42.83319750975188,2394.4851544917547,13493714.948060725,13496109.433215216
FR1 25 solar-2015,2040,solar,FR0 0,57575.35687904181,0.009999999999999998,234.36615384615385,2015,234.36615384615385,0.12313152562805743,252794.8718090348,inf,42.83319750975188,2527.948718090348,13493714.948060725,13496242.896778814
FR1 3 solar-2015,2040,solar,FR0 0,57575.35687904181,0.009999999999999998,234.36615384615385,2015,234.36615384615385,0.12233455675304138,251158.65684647477,inf,42.83319750975188,2511.5865684647474,13493714.948060725,13496226.53462919
FR1 4 solar-2015,2040,solar,FR0 0,57575.35687904181,0.009999999999999998,234.36615384615385,2015,234.36615384615385,0.16537711604378239,339527.075923029,inf,42.83319750975188,3395.2707592302895,13493714.948060725,13497110.218819955
FR1 5 solar-2015,2040,solar,FR0 0,57575.35687904181,0.009999999999999998,234.36615384615385,2015,234.36615384615385,0.11259814721331984,231169.34550707787,inf,42.83319750975188,2311.6934550707783,13493714.948060725,13496026.641515795
FR1 6 solar-2015,2040,solar,FR0 0,57575.35687904181,0.009999999999999998,234.36615384615385,2015,234.36615384615385,0.1356988792212314,278596.2457817886,inf,42.83319750975188,2785.9624578178855,13493714.948060725,13496500.910518542
FR1 7 solar-2015,2040,solar,FR0 0,57575.35687904181,0.009999999999999998,234.36615384615385,2015,234.36615384615385,0.12888126639376224,264599.36275794194,inf,42.83319750975188,2645.993627579419,13493714.948060725,13496360.941688305
FR1 8 solar-2015,2040,solar,FR0 0,57575.35687904181,0.009999999999999998,234.36615384615385,2015,234.36615384615385,0.11387503210683372,233790.8508553165,inf,42.83319750975188,2337.9085085531647,13493714.948060725,13496052.856569277
FR1 9 solar-2015,2040,solar,FR0 0,57575.35687904181,0.009999999999999998,234.36615384615385,2015,234.36615384615385,0.13857803989114043,284507.2994193911,inf,42.83319750975188,2845.0729941939103,13493714.948060725,13496560.021054918
FR1 19 solar-2015,2040,solar,FR0 0,57575.35687904181,0.009999999999999998,234.36615384615385,2015,234.36615384615385,0.11569855836220301,237534.63688911396,inf,42.83319750975188,2375.3463688911393,13493714.948060725,13496090.294429615
ES1 4 solar-2015,2040,solar,ES0 0,57575.35687904181,0.009999999999999998,59.089319028738494,2015,59.089319028738494,0.1813452069652448,93868.34754902917,inf,42.83319750975188,938.6834754902916,3402088.630819175,3403027.314294665
ES1 3 solar-2015,2040,solar,ES0 0,57575.35687904181,0.009999999999999998,59.089319028738494,2015,59.089319028738494,0.169642831943468,87810.93569858115,inf,42.83319750975188,878.1093569858114,3402088.630819175,3402966.740176161
ES1 2 solar-2015,2040,solar,ES0 0,57575.35687904181,0.009999999999999998,59.089319028738494,2015,59.089319028738494,0.17350934705678983,89812.33066531124,inf,42.83319750975188,898.1233066531122,3402088.630819175,3402986.754125828
DE1 12 solar-2015,2040,solar,DE0 0,57575.35687904181,0.009999999999999998,757.7857142857143,2015,757.7857142857143,0.1046416897132632,694632.7636308401,inf,42.83319750975188,6946.3276363084,43629782.93783961,43636729.26547592
DE1 13 solar-2015,2040,solar,DE0 0,57575.35687904181,0.009999999999999998,757.7857142857143,2015,757.7857142857143,0.10696934356221069,710084.2020613628,inf,42.83319750975188,7100.842020613627,43629782.93783961,43636883.77986023
DE1 14 solar-2015,2040,solar,DE0 0,57575.35687904181,0.009999999999999998,757.7857142857143,2015,757.7857142857143,0.10474205408154472,695299.0026671218,inf,42.83319750975188,6952.9900266712175,43629782.93783961,43636735.92786628
DE1 15 solar-2015,2040,solar,DE0 0,57575.35687904181,0.009999999999999998,757.7857142857143,2015,757.7857142857143,0.10445482673735752,693392.329290289,inf,42.83319750975188,6933.9232929028885,43629782.93783961,43636716.86113252
DE1 17 solar-2015,2040,solar,DE0 0,57575.35687904181,0.009999999999999998,757.7857142857143,2015,757.7857142857143,0.10388394542439543,689602.7033274944,inf,42.83319750975188,6896.027033274943,43629782.93783961,43636678.96487289
DE1 18 solar-2015,2040,solar,DE0 0,57575.35687904181,0.009999999999999998,757.7857142857143,2015,757.7857142857143,0.11090872478464345,736234.613747491,inf,42.83319750975188,7362.3461374749095,43629782.93783961,43637145.283977084
DE1 19 solar-2015,2040,solar,DE0 0,57575.35687904181,0.009999999999999998,757.7857142857143,2015,757.7857142857143,0.10417488471944407,691534.0173871415,inf,42.83319750975188,6915.340173871414,43629782.93783961,43636698.27801348
DE1 2 solar-2015,2040,solar,DE0 0,57575.35687904181,0.009999999999999998,757.7857142857143,2015,757.7857142857143,0.10707318209890859,710773.5033323525,inf,42.83319750975188,7107.735033323524,43629782.93783961,43636890.67287294
DE1 20 solar-2015,2040,solar,DE0 0,57575.35687904181,0.009999999999999998,757.7857142857143,2015,757.7857142857143,0.11442368378885882,759567.6246520135,inf,42.83319750975188,7595.676246520135,43629782.93783961,43637378.614086136
DE1 19 solar-2005,2040,solar,DE0 0,57575.3568790418,0.01,69.35714285714286,2005,69.35714285714286,0.1041748817772622,63293.38410015151,inf,42.83319750975188,632.9338410015151,3993262.252110685,3993895.185951687
DE1 21 solar-2015,2040,solar,DE0 0,57575.35687904181,0.009999999999999998,757.7857142857143,2015,757.7857142857143,0.10638816572372242,706226.2256734021,inf,42.83319750975188,7062.2622567340195,43629782.93783961,43636845.20009635
DE1 22 solar-2015,2040,solar,DE0 0,57575.35687904181,0.009999999999999998,757.7857142857143,2015,757.7857142857143,0.10922055386806355,725028.1927457048,inf,42.83319750975188,7250.281927457047,43629782.93783961,43637033.21976707
DE1 23 solar-2015,2040,solar,DE0 0,57575.35687904181,0.009999999999999998,757.7857142857143,2015,757.7857142857143,0.10983079819476968,729079.1183788008,inf,42.83319750975188,7290.7911837880065,43629782.93783961,43637073.7290234
DE1 24 solar-2015,2040,solar,DE0 0,57575.35687904181,0.009999999999999998,757.7857142857143,2015,757.7857142857143,0.1087898661676629,722169.200422369,inf,42.83319750975188,7221.692004223688,43629782.93783961,43637004.62984384
DE1 25 solar-2015,2040,solar,DE0 0,57575.35687904181,0.009999999999999998,757.7857142857143,2015,757.7857142857143,0.1129317454009388,749663.8349826416,inf,42.83319750975188,7496.638349826415,43629782.93783961,43637279.576189436
DE1 26 solar-2015,2040,solar,DE0 0,57575.35687904181,0.009999999999999998,757.7857142857143,2015,757.7857142857143,0.10626297390765117,705395.177002267,inf,42.83319750975188,7053.951770022669,43629782.93783961,43636836.889609635
DE1 27 solar-2015,2040,solar,DE0 0,57575.35687904181,0.009999999999999998,757.7857142857143,2015,757.7857142857143,0.1038090730931155,689105.685604071,inf,42.83319750975188,6891.056856040709,43629782.93783961,43636673.994695656
ES1 12 solar-2015,2040,solar,ES0 0,57575.35687904181,0.009999999999999998,59.089319028738494,2015,59.089319028738494,0.1841265004848391,95308.00747223398,inf,42.83319750975188,953.0800747223396,3402088.630819175,3403041.7108938973
ES1 11 solar-2015,2040,solar,ES0 0,57575.35687904181,0.009999999999999998,59.089319028738494,2015,59.089319028738494,0.17342873424137187,89770.60366352723,inf,42.83319750975188,897.7060366352722,3402088.630819175,3402986.33685581
ES1 10 solar-2015,2040,solar,ES0 0,57575.35687904181,0.009999999999999998,59.089319028738494,2015,59.089319028738494,0.15793865988315803,81752.59366067236,inf,42.83319750975188,817.5259366067235,3402088.630819175,3402906.1567557817
ES1 1 solar-2015,2040,solar,ES0 0,57575.35687904181,0.009999999999999998,59.089319028738494,2015,59.089319028738494,0.17472963643839332,90443.97982604532,inf,42.83319750975188,904.4397982604531,3402088.630819175,3402993.0706174355
ES1 0 solar-2015,2040,solar,ES0 0,57575.35687904181,0.009999999999999998,59.089319028738494,2015,59.089319028738494,0.17636873971563224,91292.41645512097,inf,42.83319750975188,912.9241645512095,3402088.630819175,3403001.5549837262
DK2 0 solar-2015,2040,solar,DK1 0,57575.35687904181,0.009999999999999998,397.1704206205506,2015,397.1704206205506,0.11469906247341637,399062.45601318235,inf,42.83319750975188,3990.624560131823,22867228.709027346,22871219.33358748
GB0 1 solar-2010,2040,solar,GB4 0,57575.35687904182,0.01,4.438995829709201,2010,4.438995829709201,0.10793535644729778,4197.131471014124,inf,42.83319750975188,41.97131471014124,255576.76908008562,255618.74039479575
DK1 0 solar-2015,2040,solar,DK0 0,57575.35687904181,0.009999999999999998,377.93957937944947,2015,377.93957937944947,0.10917592985584394,361454.28787076264,inf,42.83319750975188,3614.5428787076257,21760006.161486752,21763620.70436546
DE1 8 solar-2015,2040,solar,DE0 0,57575.35687904181,0.009999999999999998,757.7857142857143,2015,757.7857142857143,0.10561692815849212,701106.5942643541,inf,42.83319750975188,7011.0659426435395,43629782.93783961,43636794.00378226
DE1 7 solar-2015,2040,solar,DE0 0,57575.35687904181,0.009999999999999998,757.7857142857143,2015,757.7857142857143,0.10382628680360641,689219.9537062338,inf,42.83319750975188,6892.199537062336,43629782.93783961,43636675.13737667
DE1 6 solar-2015,2040,solar,DE0 0,57575.35687904181,0.009999999999999998,757.7857142857143,2015,757.7857142857143,0.11256448232842871,747225.868205382,inf,42.83319750975188,7472.258682053819,43629782.93783961,43637255.19652167
DE1 5 solar-2015,2040,solar,DE0 0,57575.35687904181,0.009999999999999998,757.7857142857143,2015,757.7857142857143,0.10933115619902399,725762.3934550931,inf,42.83319750975188,7257.62393455093,43629782.93783961,43637040.561774164
DE1 4 solar-2015,2040,solar,DE0 0,57575.35687904181,0.009999999999999998,757.7857142857143,2015,757.7857142857143,0.10606731525432496,704096.3551707321,inf,42.83319750975188,7040.96355170732,43629782.93783961,43636823.90139132
DE1 3 solar-2015,2040,solar,DE0 0,57575.35687904181,0.009999999999999998,757.7857142857143,2015,757.7857142857143,0.11215436830377619,744503.4481151793,inf,42.83319750975188,7445.034481151792,43629782.93783961,43637227.972320765
DE1 9 solar-2015,2040,solar,DE0 0,57575.35687904181,0.009999999999999998,757.7857142857143,2015,757.7857142857143,0.11360947253628385,754162.7251888525,inf,42.83319750975188,7541.627251888524,43629782.93783961,43637324.5650915
GB0 0 solar-2010,2040,solar,GB4 0,57575.35687904182,0.01,4.438995829709201,2010,4.438995829709201,0.10226970468753649,3976.819183294838,inf,42.83319750975188,39.76819183294838,255576.76908008562,255616.53727191858
DE1 16 solar-2015,2040,solar,DE0 0,57575.35687904181,0.009999999999999998,757.7857142857143,2015,757.7857142857143,0.10506558585763195,697446.6722275207,inf,42.83319750975188,6974.466722275206,43629782.93783961,43636757.404561885
FR1 8 solar-2010,2040,solar,FR0 0,57575.35687904182,0.01,39.65384615384615,2010,39.65384615384615,0.1138471550308312,39546.82351885592,inf,42.83319750975188,395.4682351885592,2283084.343934312,2283479.8121695006
