carrier,component,node,item,2030,2040,2050,units,sector
co2,links,AT,residential rural oil boiler2,1.3002057478467834,0.5602286663356958,0.09951906944100163,TWh,
co2,links,AT,residential urban decentral gas boiler2,2.70059556978535,2.7778131190288655,1.4215141255968418,TWh,
co2,links,AT,residential urban decentral micro gas CHP3,1.081605560006564e-07,4.3620585655870304e-08,1.825660396483613e-08,TWh,
co2,links,AT,residential urban decentral oil boiler2,1.821948541657997,0.5502124460490376,0.006049262486384539,TWh,
co2,links,AT,services rural gas boiler2,1.0897560763868237,0.8629544838094335,0.4509898844522341,TWh,
co2,links,AT,services rural micro gas CHP3,1.0733589422903611e-07,4.2909928290099304e-08,1.7980067642288786e-08,TWh,
co2,links,AT,services rural oil boiler2,0.6605004553676337,0.21577182964170388,0.03364799365527402,TWh,
co2,links,AT,services urban decentral gas boiler2,1.154454586813346,1.118885085818123,0.5923118303117709,TWh,
co2,links,AT,services urban decentral micro gas CHP3,1.0784511869850833e-07,4.3275690293007004e-08,1.8216300853544472e-08,TWh,
co2,links,AT,services urban decentral oil boiler2,0.7196899398682075,0.2083000800237201,0.005895059415009761,TWh,
co2,links,AT,solid biomass for industry CC2,-3.6098890123842115e-06,-2.916611481595624e-06,-10.327071296982272,TWh,
co2,links,AT,solid biomass2,0.0,0.0,0.0,TWh,
co2,links,AT,urban central gas CHP CC3,1.1549301541678528e-07,2.684252899420858e-08,7.397661114623474e-09,TWh,
co2,links,AT,urban central gas CHP3,1.5762569461998165e-06,8.087749641199089e-07,2.8314112654066324e-07,TWh,
co2,links,AT,urban central gas boiler2,1.67786354872002,1.996936625262775,0.9975217531921627,TWh,
co2,links,AT,urban central oil boiler2,0.00885824266976681,3.8676629247302053e-07,,TWh,
co2,links,AT,urban central solid biomass CHP CC3,-3.537245215272128e-06,-3.2979588015871547e-06,-3.0558614652247645e-06,TWh,
co2,links,BA,BioSNG3,-1.078536916670226e-06,-7.069996581418399e-07,-7.472739543878154e-07,TWh,
co2,links,BA,CCGT2,9.755744156168292e-07,4.053738225358727e-07,8.165163956951881e-08,TWh,
co2,links,BA,DAC0,3.732587935562192e-07,1.3717150424908609e-07,1.141919747232105e-07,TWh,
co2,links,BA,OCGT2,4.5454063375288287e-07,1.4923396358429336e-07,4.390950087512773e-08,TWh,
co2,links,BA,SMR CC2,5.685433228867544e-07,1.4742273396776131e-07,4.813638849290199e-09,TWh,
co2,links,BA,SMR2,8.214011173393574e-05,0.001094245455757817,9.00149966964373e-08,TWh,
co2,links,BA,biogas to gas2,-3.0304443916656326e-07,-4.3293983948639137e-07,-0.09558454921667751,TWh,
co2,links,BA,biomass to liquid2,-5.739463389897558e-07,-4.1006760616714566e-07,-4.289873470225855e-07,TWh,
co2,links,BA,coal2,1.5261912580479324e-07,2.225497874201529e-08,8.060112083514884e-09,TWh,
co2,links,BA,gas for industry CC2,1.0824068026371319e-07,5.024656509879427e-08,7.621425560047465e-08,TWh,
co2,links,BA,gas for industry2,0.21383902583409145,0.21599909556204422,0.21599862814361517,TWh,
co2,links,BA,nuclear (SMR)2,0.0,0.0,0.0,TWh,
co2,links,BA,nuclear2,0.0,0.0,0.0,TWh,
co2,links,BA,oil2,4.062981408633962e-07,9.822778707010457e-08,2.4635047025740286e-08,TWh,
co2,links,BA,process emissions CC1,4.851270061846218e-07,1.7083684516820492e-06,0.038999916748260845,TWh,
co2,links,BA,process emissions1,0.8999951487264581,0.8399658326309304,1.6650346877807747e-06,TWh,
co2,links,BA,residential rural gas boiler2,0.14390954230194186,0.2023808468398692,0.14164717674365243,TWh,
co2,links,BA,residential rural micro gas CHP3,1.0354779644119823e-07,3.968563751954251e-08,1.719230758726914e-08,TWh,
co2,links,BA,residential rural oil boiler2,0.3854030828202086,0.22216632011119614,0.060089590433286995,TWh,
co2,links,BA,residential urban decentral gas boiler2,0.0693914024591945,0.06855056561238862,0.0467630949453587,TWh,
co2,links,BA,residential urban decentral micro gas CHP3,1.0400235006939465e-07,3.957632221773384e-08,1.7387374778698497e-08,TWh,
co2,links,BA,residential urban decentral oil boiler2,0.18471672114797186,0.08911379706268202,0.0123506562214016,TWh,
co2,links,BA,services rural gas boiler2,0.05593985404403515,0.08154082198051864,0.057987997511100405,TWh,
co2,links,BA,services rural micro gas CHP3,1.0386131345128215e-07,3.9639601784945874e-08,1.7079957412595242e-08,TWh,
co2,links,BA,services rural oil boiler2,0.14433646142720274,0.07931239762341846,0.01928063747569441,TWh,
co2,links,BA,services urban decentral gas boiler2,0.02656111935869052,0.0319522026624499,0.020950122503765562,TWh,
co2,links,BA,services urban decentral micro gas CHP3,1.0507189461593937e-07,4.012342028196593e-08,1.74210544297705e-08,TWh,
co2,links,BA,services urban decentral oil boiler2,0.0685978462791869,0.031712997879592794,0.003152964436522975,TWh,
co2,links,BA,solid biomass for industry CC2,-1.942441775925727e-06,-2.4827656417297426e-06,-0.42189941378890033,TWh,
co2,links,BA,solid biomass2,0.0,0.0,0.0,TWh,
co2,links,BA,urban central gas CHP CC3,1.0760196836526733e-07,2.052288628382865e-08,5.910993888397114e-09,TWh,
co2,links,BA,urban central gas CHP3,1.5289702854257304e-06,6.518902900421326e-07,1.6987248500244566e-07,TWh,
co2,links,BA,urban central gas boiler2,0.12234620213801523,0.12309217806671457,0.049817784076142506,TWh,
co2,links,BA,urban central solid biomass CHP CC3,-4.048136166846339e-06,-2.0049997210415466e-06,-2.2171641052355127e-06,TWh,
co2,links,BE,BioSNG3,-3.162354725954279e-07,-2.1256851474859384e-07,-1.8323287766884023e-07,TWh,
co2,links,BE,CCGT2,4.850813898958076,3.2159829525873413,0.43916853400560163,TWh,
co2,links,BE,DAC0,3.921842449796949e-07,1.2505375225434174e-07,1.0767595252892979e-07,TWh,
co2,links,BE,OCGT2,5.015601299276784e-07,1.5950850220642055e-07,4.638624118739329e-08,TWh,
co2,links,BE,SMR CC2,7.899536505841022e-07,1.8103592667868563e-07,4.600102116562332e-09,TWh,
co2,links,BE,SMR2,0.6722238620242341,1.5445566040881706,0.022609739928258474,TWh,
co2,links,BE,biogas to gas2,-6.698856237378212e-07,-7.236063283018639e-07,-2.7563745402794155,TWh,
co2,links,BE,biomass to liquid2,-2.436230304351136e-07,-1.6919826480861022e-07,-1.5116707231672345e-07,TWh,
co2,links,BE,coal2,1.4846764894269057e-07,2.1682015527890755e-08,8.330295002073645e-09,TWh,
co2,links,BE,gas for industry CC2,2.621943082076593e-07,8.576370396945096e-08,1.5170846778174097e-07,TWh,
co2,links,BE,gas for industry2,4.2609576402578,4.3059984562574884,4.3059972692517405,TWh,
co2,links,BE,nuclear (SMR)2,0.0,0.0,0.0,TWh,
co2,links,BE,nuclear2,0.0,0.0,0.0,TWh,
co2,links,BE,oil2,4.0944707414030394e-07,9.777737430442937e-08,2.4740694165179155e-08,TWh,
co2,links,BE,process emissions CC1,9.235914786882158e-07,7.131376372869024e-06,0.3054999392146293,TWh,
co2,links,BE,process emissions1,6.819990764081813,6.469857372473903,1.2157084186792418e-06,TWh,
co2,links,BE,residential rural gas boiler2,0.5838252543923125,0.33005755650891955,0.19781624283815744,TWh,
co2,links,BE,residential rural micro gas CHP3,1.041692142075301e-07,4.325272877120999e-08,1.7660283640284733e-08,TWh,
co2,links,BE,residential rural oil boiler2,1.865261026847494e-06,0.10506936915657093,0.03175361042026181,TWh,
co2,links,BE,residential urban decentral gas boiler2,5.8477740878644555,4.317681993217348,2.2778795350485095,TWh,
co2,links,BE,residential urban decentral micro gas CHP3,1.1169733903612702e-07,4.425333267744417e-08,1.7975562143081587e-08,TWh,
co2,links,BE,residential urban decentral oil boiler2,4.714760679916231,2.345025591976797,0.13968687323171583,TWh,
co2,links,BE,services rural gas boiler2,1.3210555436161455,0.23235335453260805,0.13104435616410945,TWh,
co2,links,BE,services rural micro gas CHP3,1.0372442362676678e-07,4.364076483303092e-08,1.7777078063090517e-08,TWh,
co2,links,BE,services rural oil boiler2,1.8728737028249468e-06,0.06515721927644287,0.015660112655813394,TWh,
co2,links,BE,services urban decentral gas boiler2,2.7093757589095353,2.172404037461528,1.1435269704853543,TWh,
co2,links,BE,services urban decentral micro gas CHP3,1.1077671135958792e-07,4.393919630923268e-08,1.789545064011928e-08,TWh,
co2,links,BE,services urban decentral oil boiler2,2.4457776678404994,1.127013482197152,0.06194287786056277,TWh,
co2,links,BE,solid biomass for industry CC2,-1.7840714056802184e-06,-1.4142005555218218e-06,-4.511184207289456e-06,TWh,
co2,links,BE,solid biomass2,0.0,0.0,0.0,TWh,
co2,links,BE,urban central gas CHP CC3,1.2486656949099776e-07,2.572294048841777e-08,7.348197141514719e-09,TWh,
co2,links,BE,urban central gas CHP3,1.7573219110278177e-06,7.884957294029186e-07,2.796147481960349e-07,TWh,
co2,links,BE,urban central gas boiler2,3.3275481331362706,4.423152041792073,2.566453828490879,TWh,
co2,links,BE,urban central oil boiler2,0.022874361336961024,3.7718087036388845e-07,,TWh,
co2,links,BE,urban central solid biomass CHP CC3,-2.9471181074833563e-07,-2.1265004291349092e-07,-1.7250962526688072e-07,TWh,
co2,links,BG,BioSNG3,-1.470093405380063e-06,-8.432145257983549e-07,-1.7481851838455106e-06,TWh,
co2,links,BG,CCGT2,0.07742311630928703,0.08543829032169417,0.01412977783520242,TWh,
co2,links,BG,DAC0,4.289937593811096e-07,1.3773159030120595e-07,1.4092300171962755e-07,TWh,
co2,links,BG,OCGT2,5.259668160348643e-07,1.864676362390433e-07,4.6430984321865336e-08,TWh,
co2,links,BG,SMR CC2,1.3038734094442886e-06,3.757087645042352e-07,5.5858028007458625e-09,TWh,
co2,links,BG,SMR2,0.16031259633285888,0.37197856707813637,0.02532326510841355,TWh,
co2,links,BG,biogas to gas2,-5.59348904748916e-07,-6.925404715736803e-07,-0.3453460347940499,TWh,
co2,links,BG,biomass to liquid2,-6.876621889393655e-07,-4.561386314861377e-07,-6.479497332704713e-07,TWh,
co2,links,BG,coal2,0.9269766130511226,9.824472251043665e-07,1.960066138475467e-07,TWh,
co2,links,BG,gas for industry CC2,1.7094718531446438e-07,7.98391029073397e-08,9.635695841960243e-08,TWh,
co2,links,BG,gas for industry2,0.7345784614750549,0.7419985628958677,0.7419982655744686,TWh,
co2,links,BG,lignite2,8.918820240334842,0.046594348124539435,0.007992146724495086,TWh,
co2,links,BG,nuclear (SMR)2,0.0,0.0,0.0,TWh,
co2,links,BG,nuclear2,0.0,0.0,0.0,TWh,
co2,links,BG,oil2,4.023749362607916e-07,9.757175782233426e-08,2.4319025886438785e-08,TWh,
co2,links,BG,process emissions CC1,5.647846273235725e-07,2.848284566997134e-06,0.07049992373237204,TWh,
co2,links,BG,process emissions1,1.4099943521573266,1.4099430343122599,1.525356160286094e-06,TWh,
co2,links,BG,residential rural gas boiler2,0.019675838546673995,1.4423221959691026e-06,1.5704600698284543e-07,TWh,
co2,links,BG,residential rural micro gas CHP3,1.0332350828643979e-07,4.453172550273631e-08,1.782928577457891e-08,TWh,
co2,links,BG,residential rural oil boiler2,0.3391806868191016,0.1845216534580004,0.04180513485773548,TWh,
co2,links,BG,residential urban decentral gas boiler2,0.018028494945989675,1.4552109299338538e-06,7.726187411834559e-08,TWh,
co2,links,BG,residential urban decentral micro gas CHP3,1.0230237362868269e-07,4.4680517968441604e-08,1.7450271866941015e-08,TWh,
co2,links,BG,residential urban decentral oil boiler2,0.5256134803470196,0.25257991557691495,0.011540206912770192,TWh,
co2,links,BG,services rural gas boiler2,1.437437284724256e-06,6.506931817868644e-07,7.536831948542504e-08,TWh,
co2,links,BG,services rural micro gas CHP3,1.0346587784910114e-07,4.421803611935797e-08,1.7596374885495563e-08,TWh,
co2,links,BG,services rural oil boiler2,0.09614158229767066,0.012052888319789137,0.0012002021461179307,TWh,
co2,links,BG,services urban decentral gas boiler2,1.3855663389168187e-06,1.693399181694305e-06,7.35353469956036e-08,TWh,
co2,links,BG,services urban decentral micro gas CHP3,1.0228535876038298e-07,4.455479773431219e-08,1.739521913543939e-08,TWh,
co2,links,BG,services urban decentral oil boiler2,0.13932561233459348,0.06715056053625586,0.002839786270373847,TWh,
co2,links,BG,solid biomass for industry CC2,-3.6577537208416693e-06,-3.7478937278784693e-06,-1.637311759652886,TWh,
co2,links,BG,solid biomass2,0.0,0.0,0.0,TWh,
co2,links,BG,urban central gas CHP CC3,8.055364657980755e-08,2.4237926512340085e-08,5.389277091857237e-09,TWh,
co2,links,BG,urban central gas CHP3,1.061343993008309e-06,6.73310461390498e-07,1.2379908981345035e-07,TWh,
co2,links,BG,urban central gas boiler2,0.1575881845641222,0.3910444771576178,0.07117040246298158,TWh,
co2,links,BG,urban central oil boiler2,0.002727949132178556,2.9896257226718403e-07,,TWh,
co2,links,BG,urban central solid biomass CHP CC3,-2.473415859844378e-06,-2.4924334806484126e-06,-1.2578462149239168e-05,TWh,
co2,links,CH,BioSNG3,-1.0248221000514586e-06,-6.358894087259772e-07,-6.047592515055861e-07,TWh,
co2,links,CH,CCGT2,0.046710861835350635,0.04775871136474327,0.011878057863457574,TWh,
co2,links,CH,DAC0,3.7397231832655973e-07,1.206799543740398e-07,9.644840510896118e-08,TWh,
co2,links,CH,OCGT2,4.5861471930517313e-07,1.482921367551721e-07,4.519981426690764e-08,TWh,
co2,links,CH,SMR CC2,5.334100484178964e-07,1.5747308643987855e-07,4.397639589820996e-09,TWh,
co2,links,CH,SMR2,0.38407543363626334,0.8260116849116168,0.03888485668131236,TWh,
co2,links,CH,biogas to gas2,-3.0032345392217463e-07,-4.2789780682258694e-07,-0.09172147357776854,TWh,
co2,links,CH,biomass to liquid2,-5.598622896771488e-07,-3.843355865765037e-07,-3.777325817327023e-07,TWh,
co2,links,CH,coal2,1.490245801481601e-07,2.1872370315810276e-08,8.061677389544157e-09,TWh,
co2,links,CH,gas for industry CC2,1.9268055519155952e-07,8.249406590782341e-08,8.680102819271125e-08,TWh,
co2,links,CH,gas for industry2,0.9424782658753676,0.9519985151071816,0.9519984375818605,TWh,
co2,links,CH,nuclear (SMR)2,0.0,0.0,0.0,TWh,
co2,links,CH,nuclear2,0.0,0.0,0.0,TWh,
co2,links,CH,oil2,4.048174112409549e-07,9.800288285700607e-08,2.4770797939142075e-08,TWh,
co2,links,CH,process emissions CC1,6.70617360323176e-07,3.692265781415729e-06,0.09599991605777762,TWh,
co2,links,CH,process emissions1,1.9799932938239964,1.9499261546841316,1.6788463691379148e-06,TWh,
co2,links,CH,residential rural gas boiler2,1.04516239223213,1.056131948291781,0.5855545736145094,TWh,
co2,links,CH,residential rural micro gas CHP3,1.060910179784996e-07,4.2151548508788036e-08,1.800797299598554e-08,TWh,
co2,links,CH,residential rural oil boiler2,0.7831446767926987,0.4705219208756524,0.08194497471133473,TWh,
co2,links,CH,residential urban decentral gas boiler2,2.7725034306993606,2.8697817046465395,1.0081123432591368,TWh,
co2,links,CH,residential urban decentral micro gas CHP3,1.0812724662598519e-07,4.241733698434995e-08,1.8208848538473948e-08,TWh,
co2,links,CH,residential urban decentral oil boiler2,2.059429026827068,0.7795589355070968,0.0040583002421619874,TWh,
co2,links,CH,services rural gas boiler2,0.45773700498704684,0.4480719195918327,0.2445046528878454,TWh,
co2,links,CH,services rural micro gas CHP3,1.053871586412855e-07,4.188530176907224e-08,1.7910332418930968e-08,TWh,
co2,links,CH,services rural oil boiler2,0.2894229392302529,0.1661769592106462,0.02574974999750382,TWh,
co2,links,CH,services urban decentral gas boiler2,1.2267170157979033,1.1846835592325924,0.4737376433668942,TWh,
co2,links,CH,services urban decentral micro gas CHP3,1.0700818081509339e-07,4.2066900240830734e-08,1.8199063191659856e-08,TWh,
co2,links,CH,services urban decentral oil boiler2,0.7646226681864751,0.2581711245182432,0.0030503900901936954,TWh,
co2,links,CH,solid biomass for industry CC2,-3.693607700051349e-06,-3.203129757728181e-06,-2.7443285359822998,TWh,
co2,links,CH,solid biomass2,0.0,0.0,0.0,TWh,
co2,links,CH,urban central gas CHP CC3,1.0796147651111007e-07,2.5596009831633395e-08,6.800087406992324e-09,TWh,
co2,links,CH,urban central gas CHP3,1.4428553083182378e-06,8.000264137450734e-07,2.5687195026932395e-07,TWh,
co2,links,CH,urban central gas boiler2,1.1025655412380204,1.6617541925652408,0.8850903581687813,TWh,
co2,links,CH,urban central solid biomass CHP CC3,-3.4311305918812554e-06,-2.853655341560825e-06,-2.608891336254953e-06,TWh,
co2,links,CZ,BioSNG3,-8.863911247431298e-07,-6.861907561795073e-07,-7.11723677152922e-07,TWh,
co2,links,CZ,CCGT2,0.44688517365431063,0.7849798762738057,0.1544430835307855,TWh,
co2,links,CZ,DAC0,3.7565377096072083e-07,1.17466307344218e-07,9.20281379561508e-08,TWh,
co2,links,CZ,OCGT2,4.7426560865270064e-07,1.618526150895631e-07,4.7232813521071826e-08,TWh,
co2,links,CZ,SMR CC2,6.147559731969818e-07,1.4293992705961525e-07,4.371259547843717e-09,TWh,
co2,links,CZ,SMR2,0.574609963387613,1.581165976273531,0.05289327070274885,TWh,
co2,links,CZ,biogas to gas2,-6.700269080724595e-07,-7.237017740042088e-07,-2.507818953079352,TWh,
co2,links,CZ,biomass to liquid2,-5.132886382904649e-07,-4.040108300226798e-07,-4.128197942425067e-07,TWh,
co2,links,CZ,coal2,1.500477957761396e-07,2.2504307427368418e-08,8.231552123398056e-09,TWh,
co2,links,CZ,gas for industry CC2,2.2766542824707418e-07,7.705962263746839e-08,8.803191641050887e-08,TWh,
co2,links,CZ,gas for industry2,1.338477951011328,1.3539986129262485,1.3539984154249607,TWh,
co2,links,CZ,lignite2,31.27427613340207,0.7538403351412098,0.19321281229150647,TWh,
co2,links,CZ,nuclear (SMR)2,0.0,0.0,0.0,TWh,
co2,links,CZ,nuclear2,0.0,0.0,0.0,TWh,
co2,links,CZ,oil2,4.045747671689867e-07,1.0000383225070333e-07,2.5317914217663093e-08,TWh,
co2,links,CZ,process emissions CC1,8.473336743332835e-07,9.413880908507532e-07,0.15949991591160073,TWh,
co2,links,CZ,process emissions1,3.9199915266642558,3.559981172238823,1.6817719074400656e-06,TWh,
co2,links,CZ,residential rural gas boiler2,1.9586601849198424,1.9370970818458404,1.2126100315001056,TWh,
co2,links,CZ,residential rural micro gas CHP3,1.0759725066878213e-07,4.355621214239845e-08,1.812471646499613e-08,TWh,
co2,links,CZ,residential rural oil boiler2,1.5005769939272227,1.0273031017423793,0.25781860789227096,TWh,
co2,links,CZ,residential urban decentral gas boiler2,3.4539507927104793,2.5777622166074075,1.6454348874762756,TWh,
co2,links,CZ,residential urban decentral micro gas CHP3,1.0873730947852036e-07,4.4072057718937194e-08,1.8460241264917957e-08,TWh,
co2,links,CZ,residential urban decentral oil boiler2,2.806072315523344,1.4501414170563605,0.17305953667847299,TWh,
co2,links,CZ,services rural gas boiler2,0.7607211723547361,0.8071253206326244,0.5065570780204222,TWh,
co2,links,CZ,services rural micro gas CHP3,1.0699318663395557e-07,4.340180078225048e-08,1.808807789204037e-08,TWh,
co2,links,CZ,services rural oil boiler2,0.657309551136716,0.36158919222187,0.07657568222522333,TWh,
co2,links,CZ,services urban decentral gas boiler2,1.333637408676152,1.0022354189329443,0.6327148926491843,TWh,
co2,links,CZ,services urban decentral micro gas CHP3,1.0831225412959491e-07,4.3802482600363763e-08,1.8357214044965653e-08,TWh,
co2,links,CZ,services urban decentral oil boiler2,1.0221347499700297,0.49214234636412374,0.04677322724548492,TWh,
co2,links,CZ,solid biomass for industry CC2,-3.377414544094648e-06,-2.9100980147078253e-06,-4.6216323848846,TWh,
co2,links,CZ,solid biomass2,0.0,0.0,0.0,TWh,
co2,links,CZ,urban central gas CHP CC3,1.1521711097369882e-07,2.6853854982861318e-08,7.00736720939247e-09,TWh,
co2,links,CZ,urban central gas CHP3,1.4649773580608167e-06,8.399418605426323e-07,2.473285284503558e-07,TWh,
co2,links,CZ,urban central gas boiler2,0.747734560172179,2.165797474087616,0.8861374509706078,TWh,
co2,links,CZ,urban central oil boiler2,0.0010105306357872253,0.0005567657408025612,,TWh,
co2,links,CZ,urban central solid biomass CHP CC3,-1.909830531784436e-06,-3.364741364282019e-06,-7.03859779551401e-06,TWh,
co2,links,DE,BioSNG3,-7.596174528208534e-07,-6.535365114807033e-07,-6.052248065330603e-07,TWh,
co2,links,DE,CCGT2,11.216684202158028,18.238058681960265,3.6121151746707127,TWh,
co2,links,DE,DAC0,3.954494735256e-07,1.344200043863451e-07,9.136314634287339e-08,TWh,
co2,links,DE,OCGT2,9.430737446890923e-07,4.116674531748218e-07,0.0009607236633953327,TWh,
co2,links,DE,SMR CC2,7.448587210076353e-07,1.8309394954956306e-07,4.46242796462344e-09,TWh,
co2,links,DE,SMR2,3.3361833686082623,9.805411298770785,0.1922326572658555,TWh,
co2,links,DE,biogas to gas2,-6.703498741956049e-07,-7.247546566602663e-07,-6.165565319459446,TWh,
co2,links,DE,biomass to liquid2,-4.6708187882307447e-07,-3.9081501243938406e-07,-3.7462051146601387e-07,TWh,
co2,links,DE,coal2,54.166954573918986,1.0469359201387806e-06,0.08319830274153586,TWh,
co2,links,DE,gas for industry CC2,2.563464507930233e-07,8.285325140521739e-08,8.851157764719702e-08,TWh,
co2,links,DE,gas for industry2,20.875137692961935,21.091998508662275,21.0979984067524,TWh,
co2,links,DE,lignite2,105.2199244125449,0.7470335165347175,0.08583389142658517,TWh,
co2,links,DE,nuclear (SMR)2,0.0,0.0,0.0,TWh,
co2,links,DE,nuclear2,0.0,0.0,0.0,TWh,
co2,links,DE,oil2,9.67795507986546e-07,3.3569684856175376e-07,1.3634986226873018e-07,TWh,
co2,links,DE,process emissions CC1,8.873598169072158e-07,2.1997572887368058e-06,1.5359999156587094,TWh,
co2,links,DE,process emissions1,35.45999112640662,33.159956004820216,1.6868390342533529e-06,TWh,
co2,links,DE,residential rural gas boiler2,19.845379821805995,13.334063613913665,8.462870982741844,TWh,
co2,links,DE,residential rural micro gas CHP3,1.1683076082235205e-07,4.66850383328182e-08,1.8449282630454262e-08,TWh,
co2,links,DE,residential rural oil boiler2,1.3623792147880358,4.346489932211082,0.9830881117134053,TWh,
co2,links,DE,residential urban decentral gas boiler2,29.054587376258617,25.667625026737046,14.664633045243244,TWh,
co2,links,DE,residential urban decentral micro gas CHP3,1.2211826732274348e-07,4.738737220879406e-08,1.8869148944364662e-08,TWh,
co2,links,DE,residential urban decentral oil boiler2,26.48789956557415,9.57946055642601,0.42639511608141123,TWh,
co2,links,DE,services rural gas boiler2,9.259708044794715,5.551069993646726,3.54915779940779,TWh,
co2,links,DE,services rural micro gas CHP3,1.166353133417927e-07,4.611500113410306e-08,1.8093343805129965e-08,TWh,
co2,links,DE,services rural oil boiler2,0.6442369022364653,1.650320693723604,0.36442876660426526,TWh,
co2,links,DE,services urban decentral gas boiler2,13.470551061388182,11.037627185660211,6.1925232120479565,TWh,
co2,links,DE,services urban decentral micro gas CHP3,1.2164664201637453e-07,4.6477404528205944e-08,1.8293940587972558e-08,TWh,
co2,links,DE,services urban decentral oil boiler2,10.07229556530608,3.215804387911641,0.12310071542612262,TWh,
co2,links,DE,solid biomass for industry CC2,-3.1805176016265423e-06,-3.119961624955432e-06,-49.98262099783311,TWh,
co2,links,DE,solid biomass2,0.0,0.0,0.0,TWh,
co2,links,DE,urban central gas CHP CC3,1.4479708312900924e-07,3.102718215054607e-08,7.605413712480894e-09,TWh,
co2,links,DE,urban central gas CHP3,2.2209132283751173e-06,9.729359625545652e-07,3.241245663110998e-07,TWh,
co2,links,DE,urban central gas boiler2,14.531420578249376,22.92550313205897,13.30714715247507,TWh,
co2,links,DE,urban central oil boiler2,0.018222626382825343,3.828679672688596e-07,,TWh,
co2,links,DE,urban central solid biomass CHP CC3,-1.3134804641579575e-06,-2.881644693275252e-06,-1.8392792032851115e-06,TWh,
co2,links,DK,BioSNG3,-1.0426704446685848e-06,-6.516783168210691e-07,-7.844394642099865e-07,TWh,
co2,links,DK,CCGT2,0.46841186247264655,0.3413154048063197,0.005324266704643868,TWh,
co2,links,DK,DAC0,4.4907536834865975e-07,1.212802375621215e-07,1.3811396844242347e-07,TWh,
co2,links,DK,OCGT2,5.394949758469494e-07,1.5828708638189493e-07,4.630212984747698e-08,TWh,
co2,links,DK,SMR CC2,5.74231880652896e-06,2.0159370080571637e-07,4.758610170492658e-09,TWh,
co2,links,DK,SMR2,0.564786117143904,0.6944300718154517,0.03571879850999852,TWh,
co2,links,DK,biogas to gas2,-6.697549367574916e-07,-7.229153518295105e-07,-1.7760983622552822,TWh,
co2,links,DK,biomass to liquid2,-5.677369183598022e-07,-3.904146614988322e-07,-4.4514154638031305e-07,TWh,
co2,links,DK,coal2,0.24896503345156792,8.109570447470153e-07,0.0007585242495759684,TWh,
co2,links,DK,gas for industry CC2,1.2307182194017096e-07,5.329250567071034e-08,8.843975399219198e-08,TWh,
co2,links,DK,gas for industry2,0.2276988923539748,0.22999904073527397,0.22999840808480415,TWh,
co2,links,DK,nuclear (SMR)2,0.0,0.0,0.0,TWh,
co2,links,DK,nuclear2,0.0,0.0,0.0,TWh,
co2,links,DK,oil2,3.8789678596987153e-07,9.706199606584032e-08,2.4228233757952645e-08,TWh,
co2,links,DK,process emissions CC1,7.489598862490388e-07,5.230908300461285e-06,0.07149992477942735,TWh,
co2,links,DK,process emissions1,1.4299925103974576,1.4298953818303106,1.5044077742409171e-06,TWh,
co2,links,DK,residential rural gas boiler2,0.4349180474802251,0.2848488011267814,0.1551391609123236,TWh,
co2,links,DK,residential rural micro gas CHP3,1.1075882960347771e-07,4.325973703905583e-08,1.7854874109555952e-08,TWh,
co2,links,DK,residential rural oil boiler2,0.00959649104525728,0.0910262083974593,0.021625336705279528,TWh,
co2,links,DK,residential urban decentral gas boiler2,0.6199014515003617,0.7714945202385933,0.3929899039467317,TWh,
co2,links,DK,residential urban decentral micro gas CHP3,1.1318543278144194e-07,4.362431752918491e-08,1.814786744035748e-08,TWh,
co2,links,DK,residential urban decentral oil boiler2,1.2144886129141124,0.6414992469132202,0.08580440064601304,TWh,
co2,links,DK,services rural gas boiler2,0.29676272302782103,0.041906971492614895,0.022337385200434354,TWh,
co2,links,DK,services rural micro gas CHP3,1.1512101755240536e-07,4.313819574316195e-08,1.7926215539665486e-08,TWh,
co2,links,DK,services rural oil boiler2,0.08077409786065207,0.036186842277525076,0.007305687909141328,TWh,
co2,links,DK,services urban decentral gas boiler2,0.19519011578210582,0.2517926792384287,0.12874206541949784,TWh,
co2,links,DK,services urban decentral micro gas CHP3,1.1291150736183253e-07,4.33124337047916e-08,1.806412079246217e-08,TWh,
co2,links,DK,services urban decentral oil boiler2,0.37638025831252814,0.19692528129893783,0.024511142722269764,TWh,
co2,links,DK,solid biomass for industry CC2,-4.016441330597067e-06,-3.3321512938772677e-06,-2.0321238363238896,TWh,
co2,links,DK,solid biomass2,0.0,0.0,0.0,TWh,
co2,links,DK,urban central gas CHP CC3,1.200313553521803e-07,2.5733617633434393e-08,5.663022227977571e-09,TWh,
co2,links,DK,urban central gas CHP3,1.6342414203330958e-06,8.020426504560567e-07,1.7869260766101702e-07,TWh,
co2,links,DK,urban central gas boiler2,1.6528491543842652,1.687482609652525,0.5774974759308835,TWh,
co2,links,DK,urban central oil boiler2,0.0030461929663746713,0.0006868652650031637,,TWh,
co2,links,DK,urban central solid biomass CHP CC3,-3.259944212340155e-06,-2.8831356593064996e-06,-2.2707726599992735e-06,TWh,
co2,links,DK,BioSNG3,-1.0736988949779861e-06,-6.488776083583497e-07,-7.047478826075115e-07,TWh,
co2,links,DK,CCGT2,0.020164784766615464,0.06859927801993092,8.005096488622758e-08,TWh,
co2,links,DK,DAC0,4.13968607579954e-07,1.1994645913496997e-07,1.2203914335798986e-07,TWh,
co2,links,DK,OCGT2,5.429751964833157e-07,1.564825987175164e-07,4.65395712042661e-08,TWh,
