year,node,transport,shipping,industry,aviation,agriculture
2030,AL,4.634064132392186,0.16644444444444437,0.22,0.2388888888888889,0.0
2030,AT,49.43753194185975,0.040639142713377395,10.66,8.683081485290835,1.7539298226462323
2030,BA,3.244430641925669,0.030668801764581328,0.26,0.1495167873048642,0.0
2030,BE,65.97668587121932,56.30177531987054,54.59,17.152819962824537,1.9354834277204307
2030,BG,15.745788908606652,0.6121111111111112,8.91,2.22194444444444,0.8304660005944632
2030,CH,31.004370009238645,0.3111111111111111,10.51,18.111111111111114,0.0
2030,CZ,39.10513318763074,0.025083247739504426,11.06,4.12562061411112,2.362987517719688
2030,DE,343.2953874420813,24.488527001579467,241.36,97.46828203428808,1.357730925914293
2030,DK,28.520921153587953,7.094038909330042,0.0,10.609169271597157,3.134405877964306
2030,EE,4.399517319872893,1.5530264499823356,0.0,0.406115284700455,0.3995805894739887
2030,ES,191.4530737013912,76.16661420741403,34.98,66.91444441158694,9.162390411860274
2030,FI,31.511921099652504,2.8941174428685774,12.62,8.45581519354119,1.9294036825391925
2030,FR,323.568160737982,24.215723005656834,61.23,76.86082364876086,21.171263925927242
2030,GB,254.5431896596036,31.678689073358616,37.34,141.45599296816272,2.1472568470367825
2030,GR,37.9277185426278,26.621963507154316,2.37,11.179947394219898,3.5260674790753335
2030,HR,13.268770737942988,0.493494166591577,0.0,1.3435938842921606,0.7831251159601095
2030,HU,22.673861160176248,0.008140999999999999,14.3,2.7066631035622497,1.5603916334044279
2030,IE,24.250855844383484,0.949082589989019,0.0,8.158826428368839,0.9498965067211396
2030,IT,266.16670406408593,29.078967676087846,27.27,46.16724136457523,13.39739348684073
2030,LT,10.40361289166276,1.189223919836434,0.0,0.6472555420471524,0.2925972575825459
2030,LU,5.736507280954866,0.0,0.0,4.693572879871052,0.0576969109594021
2030,LV,5.649964929453148,1.7731380769723608,0.29,1.3683475494674462,0.6878248634681197
2030,ME,1.3213687075967486,0.00875,0.08,0.1222222222222222,0.0
2030,MK,2.9571117783706464,0.0,0.14,0.0483333333333333,0.0
2030,NL,81.68431617647217,121.6043884514683,122.89,41.446088714325604,6.329362019686628
2030,NO,22.549985939011417,9.776861111111108,19.99,8.994722222222222,0.0
2030,PL,107.14522738079233,1.4138055425636442,12.65,5.854187163578207,6.431231030356537
2030,PT,41.68022863170333,5.495388516453826,4.78,12.052497575307815,2.1164759881330455
2030,RO,30.490140126246924,0.500495856873047,14.45,2.6358167451857355,2.0815759901835698
2030,RS,12.356857123526192,0.11686111111111108,7.07,0.5697222222222222,0.0
2030,SE,43.39901852420037,14.82502896468256,16.66,10.607509417998658,1.52788446551391
2030,SI,11.419645196062207,0.25666666666666665,1.26,0.290279078770383,0.2556105646307224
2030,SK,15.532712086052843,0.13269830000000002,0.48,0.5052776612024064,0.4438885786197412
2040,AL,1.9860274853109368,0.0713333333333333,0.22,0.2388888888888889,0.0
2040,AT,21.187513689368465,0.017416775448590313,10.66,8.683081485290835,1.7539298226462323
2040,BA,1.3904702751110007,0.01314377218482057,0.26,0.1495167873048642,0.0
2040,BE,28.27572251623685,24.12933227994452,54.59,17.152819962824537,1.9354834277204307
2040,BG,6.748195246545708,0.2623333333333333,8.91,2.22194444444444,0.8304660005944632
2040,CH,13.287587146816561,0.13333333333333333,10.51,18.111111111111114,0.0
2040,CZ,16.759342794698888,0.01074996331693047,11.06,4.12562061411112,2.362987517719688
2040,DE,147.1265946180348,10.495083000676917,241.36,97.46828203428808,1.357730925914293
2040,DK,12.223251922966265,3.040302389712875,0.0,10.609169271597157,3.134405877964306
