year,node,transport,shipping,industry,aviation,agriculture
2040,EE,1.8855074228026685,0.6655827642781438,0.0,0.406115284700455,0.3995805894739887
2040,ES,82.05131730059621,32.64283466032029,34.98,66.91444441158694,9.162390411860274
2040,FI,13.505109042708215,1.240336046943676,12.62,8.45581519354119,1.9294036825391925
2040,FR,138.67206888770656,10.378167002424359,61.23,76.86082364876086,21.171263925927242
2040,GB,109.08993842554442,13.576581031439408,37.34,141.45599296816272,2.1472568470367825
2040,GR,16.254736518269056,11.409412931637565,2.37,11.179947394219898,3.5260674790753335
2040,HR,5.686616030546995,0.21149749996781872,0.0,1.3435938842921606,0.7831251159601095
2040,HU,9.717369068646962,0.0034889999999999995,14.3,2.7066631035622497,1.5603916334044279
2040,IE,10.393223933307207,0.4067496814238653,0.0,8.158826428368839,0.9498965067211396
2040,IT,114.07144459889398,12.46241471832336,27.27,46.16724136457523,13.39739348684073
2040,LT,4.45869123928404,0.5096673942156146,0.0,0.6472555420471524,0.2925972575825459
2040,LU,2.458503120409228,0.0,0.0,4.693572879871052,0.0576969109594021
2040,LV,2.421413541194206,0.7599163187024404,0.29,1.3683475494674462,0.6878248634681197
2040,ME,0.5663008746843209,0.00375,0.08,0.1222222222222222,0.0
2040,MK,1.2673336193017053,0.0,0.14,0.0483333333333333,0.0
2040,NL,35.007564075630924,52.11616647920069,122.89,41.446088714325604,6.329362019686628
2040,NO,9.664279688147749,4.190083333333333,19.99,8.994722222222222,0.0
2040,PL,45.91938316319671,0.6059166610987048,12.65,5.854187163578207,6.431231030356537
2040,PT,17.862955127872855,2.35516650705164,4.78,12.052497575307815,2.1164759881330455
2040,RO,13.067202911248682,0.21449822437416297,14.45,2.6358167451857355,2.0815759901835698
2040,RS,5.295795910082652,0.05008333333333333,7.07,0.5697222222222222,0.0
2040,SE,18.599579367514444,6.35358384200681,16.66,10.607509417998658,1.52788446551391
2040,SI,4.8941336554552315,0.10999999999999999,1.26,0.290279078770383,0.2556105646307224
2040,SK,6.656876608308361,0.056870699999999996,0.48,0.5052776612024064,0.4438885786197412
2050,AL,0.0,0.0,0.22,0.2388888888888889,0.0
2050,AT,0.0,0.0,10.66,8.683081485290835,1.7539298226462323
2050,BA,0.0,0.0,0.26,0.1495167873048642,0.0
2050,BE,0.0,0.0,54.59,17.152819962824537,1.9354834277204307
2050,BG,0.0,0.0,8.91,2.22194444444444,0.8304660005944632
2050,CH,0.0,0.0,10.51,18.111111111111114,0.0
2050,CZ,0.0,0.0,11.06,4.12562061411112,2.362987517719688
2050,DE,0.0,0.0,241.36,97.46828203428808,1.357730925914293
2050,DK,0.0,0.0,0.0,10.609169271597157,3.134405877964306
2050,EE,0.0,0.0,0.0,0.406115284700455,0.3995805894739887
2050,ES,0.0,0.0,34.98,66.91444441158694,9.162390411860274
2050,FI,0.0,0.0,12.62,8.45581519354119,1.9294036825391925
2050,FR,0.0,0.0,61.23,76.86082364876086,21.171263925927242
2050,GB,0.0,0.0,37.34,141.45599296816272,2.1472568470367825
2050,GR,0.0,0.0,2.37,11.179947394219898,3.5260674790753335
2050,HR,0.0,0.0,0.0,1.3435938842921606,0.7831251159601095
2050,HU,0.0,0.0,14.3,2.7066631035622497,1.5603916334044279
2050,IE,0.0,0.0,0.0,8.158826428368839,0.9498965067211396
2050,IT,0.0,0.0,27.27,46.16724136457523,13.39739348684073
2050,LT,0.0,0.0,0.0,0.6472555420471524,0.2925972575825459
2050,LU,0.0,0.0,0.0,4.693572879871052,0.0576969109594021
2050,LV,0.0,0.0,0.29,1.3683475494674462,0.6878248634681197
2050,ME,0.0,0.0,0.08,0.1222222222222222,0.0
2050,MK,0.0,0.0,0.14,0.0483333333333333,0.0
2050,NL,0.0,0.0,122.89,41.446088714325604,6.329362019686628
2050,NO,0.0,0.0,19.99,8.994722222222222,0.0
2050,PL,0.0,0.0,12.65,5.854187163578207,6.431231030356537
2050,PT,0.0,0.0,4.78,12.052497575307815,2.1164759881330455
2050,RO,0.0,0.0,14.45,2.6358167451857355,2.0815759901835698
2050,RS,0.0,0.0,7.07,0.5697222222222222,0.0
2050,SE,0.0,0.0,16.66,10.607509417998658,1.52788446551391
2050,SI,0.0,0.0,1.26,0.290279078770383,0.2556105646307224
2050,SK,0.0,0.0,0.48,0.5052776612024064,0.4438885786197412
