cluster,,,37m,37m,37m
ll,,,v3.0,v3.0,v3.0
opt,,,3H-I-T-H-B-A-CCL,3H-I-T-H-B-A-CCL,3H-I-T-H-B-A-CCL
generators,BG1 0,solar,0.1458295938708843,0.14534033865866766,0.13409381769994838
generators,BG1 0,solar rooftop,0.14582972451392068,0.1456716112357411,0.14476506664612365
generators,BG1 1,offwind-ac,0.13883919822099713,0.14386251075714782,0.14799178530897442
generators,BG1 1,offwind-dc,0.15002908260544134,0.1574734350346771,0.15952387803026313
generators,BG1 1,onwind,0.1478081935188216,0.11804574967647846,0.12139168669983859
generators,BG1 1,ror,0.22120893425267132,0.22104394660281798,0.22026504892235127
generators,BG1 1,solar,0.14696379186207842,0.14671262798195317,0.14511584339172978
generators,BG1 1,solar rooftop,0.14696391679044626,0.14671372493808268,0.145791557206363
generators,CH0 0,residential rural solar thermal,0.04448277839058456,0.04418020107298587,0.03667978483327
generators,CH0 0,residential urban decentral solar thermal,0.04543680348990277,0.04514041365175417,0.03964687823673546
generators,CH0 0,services rural solar thermal,0.04443922155369549,0.04522870785746335,0.0380697642302427
generators,CH0 0,services urban decentral solar thermal,0.04492397558658033,0.045779820413193895,0.04071046213049399
generators,CH0 0,urban central solar thermal,0.04909518984199511,0.049117025219763265,0.04911700805493679
generators,CH1 0,onwind,0.059568093520222916,0.03701998385542873,0.03756402083368751
generators,CH1 0,ror,0.32249500532529723,0.32248976784673355,0.3220241431821924
generators,CH1 0,solar,0.1284818046026254,0.12819316434171205,0.12621871987745148
generators,CH1 0,solar rooftop,0.12841037286972265,0.1283160749657479,0.12697003904165208
generators,CH1 1,onwind,0.012206755617814275,0.0063374266233397715,0.0063748495839038985
generators,CH1 1,ror,0.35548206396233273,0.35548049157177214,0.3551006946143931
generators,CH1 1,solar,0.12102183191352524,0.11968637313767214,0.11389117299431059
generators,CH1 1,solar rooftop,0.1210121274915399,0.12086094150238152,0.11991871622814873
generators,CH1 2,onwind,0.032662088834846975,0.018594935622152076,0.018807836774316713
generators,CH1 2,ror,0.32249471927010065,0.3224922337129453,0.32199358055214744
generators,CH1 2,solar,0.11807664214267324,0.11644986203425985,0.11098136618475103
generators,CH1 2,solar rooftop,0.11806932383384279,0.11801111542933636,0.11740843401438812
generators,CZ0 0,residential rural solar thermal,0.027971968283049712,0.026532432943344536,0.02051944391363824
generators,CZ0 0,residential urban decentral solar thermal,0.02822802582455366,0.026532770640744826,0.02208316261211936
generators,CZ0 0,services rural solar thermal,0.0275256093075757,0.02725720762289163,0.022032899181982427
generators,CZ0 0,services urban decentral solar thermal,0.028363314471880716,0.0282843977111087,0.022773956231131508
generators,CZ0 0,urban central solar thermal,0.03189752178243774,0.03158161364651456,0.026011949818990483
generators,CZ1 0,onwind,0.15517173609719273,0.12526036818353897,0.1260509979822401
generators,CZ1 0,ror,0.42206309163162836,0.42200050407877704,0.4218297724337554
generators,CZ1 0,solar,0.10910628593426419,0.10910096731915797,0.10906952922565333
generators,CZ1 0,solar rooftop,0.10910637212546204,0.10910459772299626,0.10909941772213198
generators,CZ1 1,onwind,0.17194607103441614,0.1452245029613524,0.14801677828656593
generators,CZ1 1,solar,0.11214625789386018,0.11213796671925871,0.11212489474787173
generators,CZ1 1,solar rooftop,0.11214633648361841,0.11214210565513509,0.11213535698421938
generators,CZ1 2,onwind,0.1910798487447681,0.16864298280451265,0.1749934804824406
generators,CZ1 2,solar,0.11258205236256892,0.11257375160844071,0.11255134778003383
generators,CZ1 2,solar rooftop,0.1125821228486568,0.11257741478409443,0.11256724844470642
generators,DE0 0,gas,0.04404880217418362,0.04280291460092961,0.01338078219936282
generators,DE0 0,residential rural solar thermal,0.027791510566838453,0.025149686573017326,0.020678712743763553
generators,DE0 0,residential urban decentral solar thermal,0.028157459323213282,0.026089681642338856,0.022195308264322044
generators,DE0 0,services rural solar thermal,0.0274678372830352,0.02531753920044284,0.02042798936112737
generators,DE0 0,services urban decentral solar thermal,0.0275774064786775,0.02602782493345895,0.021798950551707264
generators,DE0 0,urban central solar thermal,0.0291495544905464,0.030142241599486117,0.02603652459794124
generators,DE1 0,onwind,0.21643922448796749,0.20890883354361633,0.18046113158279717
generators,DE1 0,ror,0.7974348116601425,0.7974271099208278,0.7974258702289234
generators,DE1 0,solar,0.10463816426641463,0.1046370698471914,0.10463721618191196
generators,DE1 0,solar rooftop,0.10463786517319804,0.10463629624745518,0.1046313642417735
generators,DE1 1,onwind,0.2387015928297026,0.2302362135573917,0.20873754827251936
generators,DE1 1,ror,0.7974372571067367,0.7974351919742723,0.797420626739821
generators,DE1 1,solar,0.10606530760186828,0.10606457867879121,0.10606471727735765
generators,DE1 1,solar rooftop,0.10606523644753964,0.10606451128252077,0.10606282221492976
generators,DE1 10,onwind,0.09071458964715044,0.08882333637597509,0.06130968185867638
generators,DE1 10,ror,0.5814517441729974,0.5814513932627744,0.5814513590968462
generators,DE1 10,solar,0.11532760307958882,0.1153268518586346,0.11532637295388322
generators,DE1 10,solar rooftop,0.11532668468087989,0.11532440918240283,0.11531611460293323
generators,DE1 11,onwind,0.23625889897921432,0.2282383252636729,0.20537272596195633
generators,DE1 11,ror,0.797439439873791,0.7974373533326029,0.7974385793064187
generators,DE1 11,solar,0.10414525691392443,0.1041442785446654,0.10414414821463988
generators,DE1 11,solar rooftop,0.10201212882733546,0.1041419766040667,0.1041376504428635
generators,DE1 12,onwind,0.18753699129543583,0.18174276084471902,0.14799845540628334
generators,DE1 12,ror,0.7974375427444502,0.7974251909808558,0.7973301374060361
generators,DE1 12,solar,0.10464166784439764,0.1046411321926076,0.1046410185885326
generators,DE1 12,solar rooftop,0.10172581496149835,0.10462556919764003,0.10459301765151809
generators,DE1 13,onwind,0.24085403581836537,0.2335871912860475,0.21397665563614043
generators,DE1 13,ror,0.7974377910559703,0.7973905373830151,0.7973801033951863
generators,DE1 13,solar,0.10696889661127684,0.10696878089903539,0.10696848726976915
generators,DE1 13,solar rooftop,0.10696669688704641,0.10695994971344511,0.1069365153636981
generators,DE1 14,onwind,0.2064678235314607,0.20128006543207655,0.17478176261672987
generators,DE1 14,ror,0.7974391172243208,0.7974389650498648,0.7974363036274809
generators,DE1 14,solar,0.10474200143059999,0.10474120995788178,0.1047411660603489
generators,DE1 14,solar rooftop,0.10474123056428694,0.10473898258745651,0.10473181158168389
generators,DE1 15,offwind,0.39595728211627024,0.3832538955973869,
generators,DE1 15,offwind-ac,0.29792549868716794,0.32121990584573235,0.32828020546066106
generators,DE1 15,onwind,0.32790564394233307,0.3243503134441746,0.32355185293479866
generators,DE1 15,ror,0.7974391054325765,0.7974264642765677,0.7974201366933028
generators,DE1 15,solar,0.1044552579416832,0.10445415695145883,0.1044544337383601
generators,DE1 15,solar rooftop,0.10445443269344698,0.10445227216523995,0.1044450247199018
generators,DE1 16,onwind,0.1956145994507576,0.19073518834220318,0.16063938666920166
generators,DE1 16,ror,0.7974394255906191,0.7974384027702537,0.7974369164574938
generators,DE1 16,solar,0.10506552834596661,0.10506545089002677,0.10506510498989548
generators,DE1 16,solar rooftop,0.10506480011241888,0.10506256413206595,0.10505590796287874
generators,DE1 17,onwind,0.1791482118881386,0.17449062615478128,0.14198383856896976
generators,DE1 17,ror,0.7974358804425856,0.7974052160950338,0.7974075660339213
generators,DE1 17,solar,0.10388382384320542,0.10388374399655477,0.10387015608091028
generators,DE1 17,solar rooftop,0.10078011721488599,0.10387573741187829,0.1038612956948413
generators,DE1 18,onwind,0.13031613791299707,0.12815684393057972,0.09664148104962667
generators,DE1 18,ror,0.797439469536397,0.7974391231251001,0.797438011330719
generators,DE1 18,solar,0.11090849621920092,0.11090814151236549,0.11090802741041383
generators,DE1 18,solar rooftop,0.11090759685647476,0.11090390283924356,0.11089231839283226
generators,DE1 19,onwind,0.21074328442834328,0.2042480692199798,0.17372251281399673
generators,DE1 19,ror,0.7974160718003216,0.7974242235594338,0.7972884844126973
generators,DE1 19,solar,0.10417484630100511,0.10417472581668621,0.10417423527421492
generators,DE1 19,solar rooftop,0.09989783951062886,0.10416400508146637,0.10414240355496719
generators,DE1 2,onwind,0.1486827070778923,0.14549235919704054,0.11339536799898611
generators,DE1 2,ror,0.7974393308622958,0.7974372694416313,0.7974340388346706
generators,DE1 2,solar,0.10707305601644813,0.1070723128567326,0.1070718444188799
generators,DE1 2,solar rooftop,0.10707239024147576,0.10707005568725077,0.1070632993407206
generators,DE1 20,onwind,0.10092554442625289,0.0988572941130836,0.07108660667486502
generators,DE1 20,ror,0.7974394425209342,0.7974393973392851,0.7974392686313017
generators,DE1 20,solar,0.11442359227618809,0.11442305246064542,0.11442157548464309
generators,DE1 20,solar rooftop,0.11442254862607829,0.11441942007658372,0.1144090352427374
generators,DE1 21,offwind,0.35591835125546706,0.34598473500903604,
generators,DE1 21,offwind-ac,0.256465798488076,0.27749671120985747,0.2855647543103361
generators,DE1 21,onwind,0.2573582205119534,0.250255136781256,0.2427860930672277
generators,DE1 21,ror,0.7968421239945082,0.7939461573981577,0.7944508712005349
generators,DE1 21,solar,0.10638815622818172,0.10638781508629369,0.10638749195018547
generators,DE1 21,solar rooftop,0.1063866601628337,0.10638244917378009,0.10636690434172988
generators,DE1 22,onwind,0.18210194468662835,0.17592116549265427,0.14395330991150604
generators,DE1 22,ror,0.7974392712060306,0.7974389441992706,0.7974382309106627
generators,DE1 22,solar,0.10922048923067673,0.10921999960452909,0.10921383024993922
generators,DE1 22,solar rooftop,0.10921975493261087,0.10921794085976289,0.10920798595826349
generators,DE1 23,onwind,0.16188522379823903,0.156416527544344,0.12294301019598271
generators,DE1 23,ror,0.7974383086461663,0.797421921920409,0.7974295919829084
generators,DE1 23,solar,0.10983060539679769,0.10983027803293198,0.10982989765145236
generators,DE1 23,solar rooftop,0.10983023953495101,0.10982879347828571,0.10982532510058415
generators,DE1 24,onwind,0.16009360892961244,0.15509992331026223,0.12263727235669769
generators,DE1 24,ror,0.7974393541748441,0.7974377453991098,0.7974379375146174
generators,DE1 24,solar,0.1087902505199041,0.10878981396699335,0.10878936920935652
generators,DE1 24,solar rooftop,0.10878909464196167,0.10878584693933777,0.10877583862914268
generators,DE1 25,onwind,0.13580177900990248,0.13276653934199314,0.10192794289015059
generators,DE1 25,ror,0.7974394726880949,0.7974387820657647,0.7974384302828396
generators,DE1 25,solar,0.11293183524448461,0.1129314283046875,0.112931236672904
generators,DE1 25,solar rooftop,0.11293112728486748,0.11292915993630394,0.11292321408403395
generators,DE1 26,onwind,0.21037423221312748,0.20378382880049137,0.17720687567036475
generators,DE1 26,ror,0.7917678144391191,0.7796798649481904,0.7683592485859642
generators,DE1 26,solar,0.10626305429686167,0.10626264018942229,0.106261958387682
generators,DE1 26,solar rooftop,0.10626263574543586,0.106261244074351,0.10625786381511806
generators,DE1 27,onwind,0.23488827868528497,0.22601876530375203,0.2018613631070203
generators,DE1 27,ror,0.7967157229238068,0.7929049622355169,0.791183029852764
generators,DE1 27,solar,0.1038089491257141,0.10380872547757741,0.1038081101341395
generators,DE1 27,solar rooftop,0.10178501225445477,0.10380430905632841,0.10379702335171286
generators,DE1 3,onwind,0.14672003184111765,0.1427668493847688,0.11092542292255053
generators,DE1 3,ror,0.7974393561561104,0.7974393922058054,0.7974306440439048
generators,DE1 3,solar,0.11215442245010868,0.11215427662355094,0.11215424446265455
generators,DE1 3,solar rooftop,0.11215385769631855,0.11215235861899553,0.11214843004254743
generators,DE1 4,onwind,0.19668486845069597,0.18989242678348683,0.15934689102426242
generators,DE1 4,ror,0.7974392533442831,0.7974391993280581,0.797422556681415
generators,DE1 4,solar,0.10606710157607739,0.10606707378112461,0.10606647534563905
generators,DE1 4,solar rooftop,0.10606634717427652,0.10606375939903337,0.10605480825265416
generators,DE1 5,offwind,0.3573731255989236,0.3477239266825901,
generators,DE1 5,offwind-ac,0.2616222175481716,0.2838852194180774,0.29054058306871444
generators,DE1 5,offwind-dc,0.364949801952559,0.4045394026143433,0.41869591556551294
generators,DE1 5,onwind,0.2757238454639546,0.27299131268800086,0.2714464277674644
generators,DE1 5,solar,0.1093311269159909,0.10933058087276874,0.10933055049225354
generators,DE1 5,solar rooftop,0.1093290698736569,0.10932340033026558,0.10930129136378214
generators,DE1 6,onwind,0.1449499305145022,0.140296181792469,0.10723285284034363
generators,DE1 6,ror,0.7974393466431036,0.797438447166423,0.7974386369521619
generators,DE1 6,solar,0.11256445327900849,0.11256413968620524,0.1125636671366241
generators,DE1 6,solar rooftop,0.11256377950549004,0.11256218207597868,0.11255720527114932
generators,DE1 7,offwind,0.47474006956077647,0.4607312680708309,
generators,DE1 7,offwind-ac,0.40285545083718305,0.46587959635570864,0.45819760023402567
generators,DE1 7,offwind-dc,0.44156868221875745,0.49235081191124747,0.48973265504336716
generators,DE1 7,onwind,0.2720585826449763,0.2612749747168467,0.26791297357445043
generators,DE1 7,solar,0.1038262811654293,0.1038252188869863,0.1038257183313867
generators,DE1 7,solar rooftop,0.10382512481719534,0.1038219590956289,0.1038076602751688
generators,DE1 8,offwind,0.3807612579387263,0.3678279914647811,
generators,DE1 8,offwind-ac,0.2863433025838242,0.3099302056486307,0.3113478861642972
generators,DE1 8,offwind-dc,0.4143548169534202,0.4645084889080329,0.4606634162482681
generators,DE1 8,onwind,0.3391109980683678,0.338798708161458,0.33462878336032564
generators,DE1 8,ror,0.7912722227528715,0.7782350793908616,0.7644459525331779
generators,DE1 8,solar,0.10561667959089376,0.10561656685063203,0.10561644225132011
generators,DE1 8,solar rooftop,0.10561661753656876,0.10561520184340614,0.1056117843390781
generators,DE1 9,onwind,0.10501045532131635,0.10279025613732683,0.07456502981915322
generators,DE1 9,ror,0.797439069095025,0.797438205042886,0.797438769490286
generators,DE1 9,solar,0.11360914517869097,0.11360870539518374,0.11360866895546096
generators,DE1 9,solar rooftop,0.11360884160605518,0.11360718556780078,0.11360223657553004
generators,DK0 0,gas,0.015812356682370153,0.016260050355856467,0.0062725849305628025
generators,DK0 0,residential rural solar thermal,0.029565236847883418,0.029620792345887225,0.024772536858483088
generators,DK0 0,residential urban decentral solar thermal,0.02745712242337003,0.030553916812043686,0.026115439019745567
generators,DK0 0,services rural solar thermal,0.031243840519793207,0.029273284142588573,0.026031174431394973
generators,DK0 0,services urban decentral solar thermal,0.027316697775139013,0.0308769381030746,0.02618540382864388
generators,DK0 0,urban central solar thermal,0.031569111260766725,0.03440333733219835,0.026434678929481432
generators,DK1 0,offwind,0.42192286051621675,0.42469801505864924,
generators,DK1 0,offwind-ac,0.33697211511212855,0.39375289425774046,0.37975499754874764
generators,DK1 0,offwind-dc,0.37607075261375394,0.4392742133816656,0.42360763541278496
generators,DK1 0,onwind,0.4135620494404474,0.41189478500201104,0.40914366808333114
generators,DK1 0,residential rural solar thermal,0.03110857083617674,0.03220250462381645,0.02726815926346084
generators,DK1 0,residential urban decentral solar thermal,0.029014058397564987,0.03264779998820757,0.02819302208872917
generators,DK1 0,services rural solar thermal,0.03351544281392989,0.03097286924100931,0.027634081174818706
generators,DK1 0,services urban decentral solar thermal,0.032643719165548674,0.032483651426708886,0.027917391745666632
generators,DK1 0,solar,0.1091943437342761,0.10918340803655818,0.10914556456246477
generators,DK1 0,solar rooftop,0.10920229401352011,0.10919927263187305,0.10918592643842435
generators,DK1 0,urban central solar thermal,0.033266025231380975,0.03644906736474565,0.02959745614405309
generators,DK2 0,offwind,0.3788667981295557,0.3730659648257563,
generators,DK2 0,offwind-ac,0.27816983127915573,0.3218289967602371,0.31563084967343064
generators,DK2 0,offwind-dc,0.31157432254734235,0.35933315463546195,0.35223823359761497
generators,DK2 0,onwind,0.4237467825866266,0.4246524241608693,0.42314952154882296
generators,DK2 0,solar,0.11470890928881973,0.11470329033828941,0.11466946754725034
generators,DK2 0,solar rooftop,0.11471597016851659,0.11471231284847166,0.1146890130460123
generators,EE2 0,gas,0.09413101229828075,0.10259419863475307,0.0004876077856593986
generators,EE2 0,residential rural solar thermal,0.030469059816373864,0.029714598358274922,0.024380103618664137
generators,EE2 0,residential urban decentral solar thermal,0.02599110548551313,0.031108708764744385,0.026180368755714122
generators,EE2 0,services rural solar thermal,0.030488763476888486,0.031150049974820297,0.026199993974662113
generators,EE2 0,services urban decentral solar thermal,0.030586176465605068,0.031274389801026044,0.02628778320809029
generators,EE2 0,urban central solar thermal,0.030477750637466237,0.034923126052179565,0.024804865849017213
generators,EE6 0,offwind-ac,0.26689273677281083,0.2535371350817207,0.2500804824333817
generators,EE6 0,offwind-dc,0.3409284985444619,0.32750444345786717,0.3210470575633863
generators,EE6 0,onwind,0.2921610951684173,0.28865084987286144,0.2874897523651466
generators,EE6 0,solar,0.10893542970090173,0.10890061361856768,0.10885088431793347
generators,EE6 0,solar rooftop,0.10893559605468661,0.10892869392726384,0.10891886963678281
generators,ES0 0,gas,0.07085223106628608,0.049828906970322426,0.009451559716897479
generators,ES0 0,residential rural solar thermal,0.06254941967717283,0.07566822928693216,0.07566834870154361
generators,ES0 0,residential urban decentral solar thermal,0.06733122977475177,0.07566774043913807,0.07566679444683219
generators,ES0 0,services rural solar thermal,0.06687495036107015,0.07566815690366543,0.07566821322841126
generators,ES0 0,services urban decentral solar thermal,0.06661051505639967,0.07566478828626295,0.0756633688087586
generators,ES0 0,urban central solar thermal,0.07566837756209051,0.07190303838604485,0.07566836855346522
generators,ES1 0,offwind-ac,0.10958902991891621,0.11286827497316074,0.11744628109710738
generators,ES1 0,offwind-dc,0.15784843258894266,0.1700494951978896,0.1796694632579241
generators,ES1 0,onwind,0.1994499266901859,0.1929339099065013,0.18709243217113092
generators,ES1 0,solar,0.1785509532333403,0.17826308653360984,0.17837282654992065
generators,ES1 0,solar rooftop,0.17853281939819374,0.17807527275253854,0.17818631378201938
generators,ES1 1,onwind,0.11657611346194455,0.11330966884962888,0.08891675130875808
generators,ES1 1,solar,0.17696419927065968,0.1766609005360496,0.1768566095113118
generators,ES1 1,solar rooftop,0.17690528965070895,0.17591271994173982,0.17616854700002224
generators,ES1 10,offwind-ac,0.09326730910863637,0.09675136771629188,0.10098773702357235
generators,ES1 10,onwind,0.1976781862990093,0.1873797205235225,0.17129587447536612
generators,ES1 10,solar,0.16014315053125228,0.15985731192247576,0.15844862565698828
generators,ES1 10,solar rooftop,0.1600920089878881,0.15910552053094415,0.15936338751127566
generators,ES1 11,offwind-ac,0.1099334378234097,0.11658080408626693,0.12216323000059089
generators,ES1 11,onwind,0.22684513949521112,0.21400636973372492,0.21776259362528613
generators,ES1 11,ror,0.269553357252105,0.2693390585485646,0.2691193919668249
generators,ES1 11,solar,0.1741757926751408,0.17391600143789948,0.1740917610292274
generators,ES1 11,solar rooftop,0.17412777209484553,0.17326020243924212,0.17347515189728147
generators,ES1 12,offwind-ac,0.09416721787635221,0.0986944790422885,0.10396223351394417
generators,ES1 12,onwind,0.15551477339240763,0.14892113916879005,0.1314273914329553
generators,ES1 12,solar,0.18659985339225904,0.18656202506044364,0.18650932487796215
generators,ES1 12,solar rooftop,0.18656621229440953,0.18583812862309626,0.18607981365129211
generators,ES1 2,onwind,0.1552437366848306,0.1499846396425721,0.12839728083655666
generators,ES1 2,solar,0.17521732995194067,0.17456418866381088,0.17464579365526522
generators,ES1 2,solar rooftop,0.17520153359203192,0.1749288816264344,0.1749642930114443
generators,ES1 3,offwind-ac,0.09345840479782516,0.09546351764449569,0.10224801843725045
generators,ES1 3,onwind,0.11985159399769958,0.11356514804519961,0.09031087644074394
generators,ES1 3,ror,0.26958447524221496,0.26952508702533917,0.2694735877734073
generators,ES1 3,solar,0.17056921746764075,0.17028407325956843,0.16821563586474209
generators,ES1 3,solar rooftop,0.1705533352909503,0.17024652150000802,0.17029227504334135
generators,ES1 4,offwind-ac,0.09260245603357752,0.09699458162920863,0.10509937946293257
generators,ES1 4,onwind,0.1006020007442473,0.09708870845574342,0.07476215728619459
generators,ES1 4,solar,0.18306700284720584,0.18305726037801479,0.1830166466100081
generators,ES1 4,solar rooftop,0.18304158129069253,0.18254070884606471,0.18267234038343158
generators,ES1 5,offwind-ac,0.3304573926461494,0.33619063036267494,0.3548635861649286
generators,ES1 5,onwind,0.29523296895816536,0.2790693043268263,0.2824391322189618
generators,ES1 5,solar,0.14160661919066841,0.14132573499652268,0.1392859534397614
generators,ES1 5,solar rooftop,0.12396201312893418,0.14040199537695586,0.14068224690185055
generators,ES1 6,offwind-ac,0.12116228240635285,0.12320693086622435,0.13379312109710736
generators,ES1 6,onwind,0.1863053437053947,0.1760358313895867,0.15864813752550405
generators,ES1 6,solar,0.1481972553739575,0.14743036286726885,0.14672853377081618
generators,ES1 6,solar rooftop,0.14813664797358891,0.1474350568428975,0.14758324412215085
generators,ES1 7,offwind-ac,0.1978281723658764,0.20345766967017204,0.20779785680673343
generators,ES1 7,onwind,0.1597293397308386,0.15447440018823858,0.13104198376365153
generators,ES1 7,solar,0.18203286768045282,0.18200772384021774,0.1819166447526573
generators,ES1 7,solar rooftop,0.18200602128645252,0.18150170616675082,0.18163140666120178
generators,ES1 8,offwind-ac,0.06546835426949656,0.06583483073173207,0.0720845461169571
generators,ES1 8,onwind,0.1257963402495605,0.11767902520875488,0.0946089837791601
generators,ES1 8,solar,0.15594751216157965,0.15551551061507035,0.1534352421199635
