cluster,,,,37m,37m,37m
ll,,,,v3.0,v3.0,v3.0
opt,,,,3H-I-T-H-B-A-CCL,3H-I-T-H-B-A-CCL,3H-I-T-H-B-A-CCL
planning_horizon,,,,2030,2040,2050
links,capital,ES0 0,urban central solid biomass CHP CC,228.37113823793155,136.96251603651368,134.0512869135751
links,capital,ES0 0,urban central water tanks charger,0.0,0.0,0.0
links,capital,ES0 0,urban central water tanks discharger,0.0,0.0,0.0
links,capital,ES3 0,BEV charger,0.0,0.0,0.0
links,capital,ES3 0,BioSNG,267.2531117479785,111.89456354211524,88.1502205836725
links,capital,ES3 0,CCGT,110816673.42266017,110816615.42823079,54134549.94799786
links,capital,ES3 0,DAC,218.53614206455796,71.15777016965713,47.98922340080573
links,capital,ES3 0,Fischer-Tropsch,41.754132640949,17.49244309929612,40.34806104169522
links,capital,ES3 0,H2 Electrolysis,833.2868779680151,2484868.2028113226,42727268.23875759
links,capital,ES3 0,H2 Fuel Cell,85.82157463034544,26.487507859320992,15.283047087276575
links,capital,ES3 0,Haber-Bosch,388246.7100870819,53.287140412208515,22.889361893604544
links,capital,ES3 0,OCGT,63.31564455964507,22.288824607309788,10.62473320492471
links,capital,ES3 0,SMR,47637460.828226134,47644409.710411996,47637473.65351842
links,capital,ES3 0,SMR CC,227760962.87599957,227761218.19742557,227760977.17936784
links,capital,ES3 0,Sabatier,68.3584968923129,22.84151209495054,14.867227323396175
links,capital,ES3 0,V2G,0.0,0.0,0.0
links,capital,ES3 0,ammonia cracker,72.43694819905127,23.809758218437164,10.948516379646124
links,capital,ES3 0,battery charger,192.67923848154953,234.54614599493422,222.8434610820803
links,capital,ES3 0,battery discharger,0.0,0.0,0.0
links,capital,ES3 0,biogas to gas,61.38748969478414,26.108679128140274,242289.52415250806
links,capital,ES3 0,biomass to liquid,255.38522656548218,112.98566669816793,78.72277365695697
links,capital,ES3 0,coal,174.7224333410257,56.54000747549069,23.596786661723538
links,capital,ES3 0,electricity distribution grid,24080463.55743965,26033671.83047522,35911340.1203801
links,capital,ES3 0,gas for industry,0.0,0.0,0.0
links,capital,ES3 0,gas for industry CC,87.98423737705622,39.435038320284896,528529.140412874
links,capital,ES3 0,helmeth,114.20689949232103,49.2842252108885,35.911353678450006
links,capital,ES3 0,home battery charger,190.61921005575593,1861274.3156695366,5779031.812697353
links,capital,ES3 0,home battery discharger,0.0,0.0,0.0
links,capital,ES3 0,methanolisation,187054989.73177826,190289994.86511448,190290084.1465255
links,capital,ES3 0,nuclear,213.78543499921366,154.8492028819325,68.71175258959234
links,capital,ES3 0,nuclear (SMR),60.49216395444307,21.28552155926513,10.132884559396917
links,capital,ES3 0,oil,12577381.400495624,20.18464796079787,9.856329514108383
links,capital,ES3 0,process emissions,0.0,0.0,0.0
links,capital,ES3 0,process emissions CC,236.90939325397355,2908214.8806156227,2908454.854703693
links,capital,ES3 0,residential rural biomass boiler,163.2118370095046,95147.19994532966,121.22283200841383
links,capital,ES3 0,residential rural gas boiler,5415373.285354402,343784.78303600865,61.652645512908485
links,capital,ES3 0,residential rural ground heat pump,323.0859521958822,627491.5485067923,1200604.5217432196
links,capital,ES3 0,residential rural micro gas CHP,131.3861330137372,47.426409269817725,20.161591224337883
links,capital,ES3 0,residential rural oil boiler,873266.1803255071,247648.55091092066,247668.48637819063
links,capital,ES3 0,residential rural resistive heater,1403447.8725169501,193038.97620596006,193065.05432114087
links,capital,ES3 0,residential rural water tanks charger,0.0,0.0,0.0
links,capital,ES3 0,residential rural water tanks discharger,0.0,0.0,0.0
links,capital,ES3 0,residential urban decentral air heat pump,6011775.836922265,6501613.719204802,6011968.875975505
links,capital,ES3 0,residential urban decentral biomass boiler,19562.82898352676,1434499.8894925644,1434571.835712016
links,capital,ES3 0,residential urban decentral gas boiler,5415458.541250835,2690506.0772803505,2690539.09903521
links,capital,ES3 0,residential urban decentral micro gas CHP,133.6001577895145,47.523761437633375,20.100739668831338
links,capital,ES3 0,residential urban decentral oil boiler,6301452.498858411,5428345.4273829,5428255.806589468
links,capital,ES3 0,residential urban decentral resistive heater,3404151.6167530757,2103191.8418033672,2103205.2191865994
links,capital,ES3 0,residential urban decentral water tanks charger,0.0,0.0,0.0
links,capital,ES3 0,residential urban decentral water tanks discharger,0.0,0.0,0.0
links,capital,ES3 0,services rural biomass boiler,247.68425372287658,204964.39709364448,160.41868898625816
links,capital,ES3 0,services rural gas boiler,2600868.9968727715,97869.15828841475,90.38618806159073
links,capital,ES3 0,services rural ground heat pump,3075.2602060599174,6111492.349827674,6910979.893860074
links,capital,ES3 0,services rural micro gas CHP,132.9305998003679,47.339952632780395,20.195363276612404
links,capital,ES3 0,services rural oil boiler,59.161241716849226,125279.95351966929,87922.98806301302
links,capital,ES3 0,services rural resistive heater,674171.6874302055,120666.65056715658,122798.48549536818
links,capital,ES3 0,services rural water tanks charger,0.0,0.0,0.0
links,capital,ES3 0,services rural water tanks discharger,0.0,0.0,0.0
links,capital,ES3 0,services urban decentral air heat pump,16927.08511067589,2259379.128616648,1770208.3842783526
links,capital,ES3 0,services urban decentral biomass boiler,1204358.4915379991,1205618.07029675,1204446.5977852694
links,capital,ES3 0,services urban decentral gas boiler,2600955.024095817,658.7868892960498,39.53455337632712
links,capital,ES3 0,services urban decentral micro gas CHP,133.7957610675133,47.43280789676795,20.246749029192287
links,capital,ES3 0,services urban decentral oil boiler,3570098.7676476375,3570132.4760142034,3570109.8128321497
links,capital,ES3 0,services urban decentral resistive heater,1721180.8639834612,1047218.653994039,1047200.3393674119
links,capital,ES3 0,services urban decentral water tanks charger,0.0,0.0,0.0
links,capital,ES3 0,services urban decentral water tanks discharger,0.0,0.0,0.0
links,capital,ES3 0,solid biomass,127.52419247133737,49.861285386568596,22.784332236370894
links,capital,ES3 0,solid biomass for industry,0.0,0.0,0.0
links,capital,ES3 0,solid biomass for industry CC,159.50941773837195,108.58144239879194,4072229.9070827463
links,capital,ES3 0,urban central air heat pump,2658.3911494690983,621799.7540610424,20313174.22428846
links,capital,ES3 0,urban central gas CHP,77.39823857881665,31.011303603971704,15.643269337599124
links,capital,ES3 0,urban central gas CHP CC,105.72945210657073,39.40323144712994,16.321354473845734
links,capital,ES3 0,urban central gas boiler,955273.9151523993,2142967.754717202,1894836.502668919
links,capital,ES3 0,urban central resistive heater,932254.3750100533,450924.87472817383,450917.8961460626
links,capital,ES3 0,urban central solid biomass CHP,468476.6586129502,282.6465598703227,49.80545619495802
links,capital,ES3 0,urban central solid biomass CHP CC,301.30861806429175,105.00986759264433,65.63459897879449
links,capital,ES3 0,urban central water tanks charger,0.0,0.0,0.0
links,capital,ES3 0,urban central water tanks discharger,0.0,0.0,0.0
links,capital,FI1 0,BEV charger,0.0,0.0,0.0
links,capital,FI1 0,BioSNG,154.26498944215547,61.56694152486525,36.83412901690356
links,capital,FI1 0,CCGT,146099664.0340065,87719214.46175885,18044860.9117687
links,capital,FI1 0,DAC,203.33720165400422,64.54794234433766,36.432185071436336
links,capital,FI1 0,Fischer-Tropsch,47.95867587786152,20.17936915518536,21587740.4259251
links,capital,FI1 0,H2 Electrolysis,100.22378180435099,83.94026416439785,348.3994187372428
links,capital,FI1 0,H2 Fuel Cell,100.51025296491609,29.582326052245808,18.01360022352497
links,capital,FI1 0,Haber-Bosch,15445.937113371914,33.601111162487584,28.5905436926724
links,capital,FI1 0,OCGT,67.22906360182358,22.257876849763974,10.884811813003736
links,capital,FI1 0,SMR,15625794.864761472,42247837.19305731,42247850.696809396
links,capital,FI1 0,SMR CC,463.8382008826463,158.70394457976394,14.718008995741833
links,capital,FI1 0,Sabatier,70.81454149487797,23.269729012247744,13.357410194846098
links,capital,FI1 0,V2G,0.0,0.0,0.0
links,capital,FI1 0,ammonia cracker,75.50169081758578,25.224197042410765,10.985744675899518
links,capital,FI1 0,battery charger,158.9803300125029,61.41137584820519,40.739631279882516
links,capital,FI1 0,battery discharger,0.0,0.0,0.0
links,capital,FI1 0,biogas to gas,72.92025962133857,38.668823752489615,9793806.629814027
links,capital,FI1 0,biomass to liquid,175.87150038181665,71.0035364031827,41.43769130210835
links,capital,FI1 0,coal,194.581241878662,57.67540728084168,22.723964096209855
links,capital,FI1 0,electricity distribution grid,535500069.2785638,552978175.4368634,685363395.3854308
links,capital,FI1 0,gas for industry,0.0,0.0,0.0
links,capital,FI1 0,gas for industry CC,126.77560463449714,69.08209713846036,51.0458260493448
links,capital,FI1 0,helmeth,94.91123712935075,35.81733684917151,29.28523576525998
links,capital,FI1 0,home battery charger,152.02243909535488,46.75664794421743,37.361992204485
links,capital,FI1 0,home battery discharger,0.0,0.0,0.0
links,capital,FI1 0,methanolisation,772.8319354456899,1312.9100183433457,517.9956551103336
links,capital,FI1 0,nuclear,2257284043.6881747,2257283953.5426884,88.97254434970888
links,capital,FI1 0,nuclear (SMR),60.602591477127106,21.29705028639808,10.1463056273341
links,capital,FI1 0,oil,62.462251958430166,20.22437977906182,9.85920791323337
links,capital,FI1 0,process emissions,0.0,0.0,0.0
links,capital,FI1 0,process emissions CC,257.3037172709723,1040.0697297036625,34505158.15777808
links,capital,FI1 0,residential rural biomass boiler,72.30639850527557,29.074396204927012,15.240888518511602
links,capital,FI1 0,residential rural gas boiler,69752338.67327058,100184972.03227408,100184994.46823825
links,capital,FI1 0,residential rural ground heat pump,56237142.73606283,4401.101913340951,99681594.32929447
links,capital,FI1 0,residential rural micro gas CHP,137.62409168262636,49.4034608017734,21.12852131892127
links,capital,FI1 0,residential rural oil boiler,16129308.667579163,9018188.321626084,9018198.64082216
links,capital,FI1 0,residential rural resistive heater,18509494.291868355,4742319.059153104,4742349.407938702
links,capital,FI1 0,residential rural water tanks charger,0.0,0.0,0.0
links,capital,FI1 0,residential rural water tanks discharger,0.0,0.0,0.0
links,capital,FI1 0,residential urban decentral air heat pump,126044122.30452466,185.5301756997027,90456870.3577117
links,capital,FI1 0,residential urban decentral biomass boiler,70.55304500377724,27.691747648964494,15.419730262540062
links,capital,FI1 0,residential urban decentral gas boiler,173504393.3235307,216321087.47685215,216321112.36476454
links,capital,FI1 0,residential urban decentral micro gas CHP,138.4142501028525,49.487501027730254,21.457294664447378
links,capital,FI1 0,residential urban decentral oil boiler,41595117.62341886,28469349.13572845,28469305.033699635
links,capital,FI1 0,residential urban decentral resistive heater,18509494.701519527,7273888.040798313,9786928.392694425
links,capital,FI1 0,residential urban decentral water tanks charger,0.0,0.0,0.0
links,capital,FI1 0,residential urban decentral water tanks discharger,0.0,0.0,0.0
links,capital,FI1 0,services rural biomass boiler,72.55184109745696,28.068254569445212,14.801390733306764
links,capital,FI1 0,services rural gas boiler,111550028.65899351,111550558.63595457,111550046.59660792
links,capital,FI1 0,services rural ground heat pump,392.2529491964606,31510935.76166253,275428801.76838255
links,capital,FI1 0,services rural micro gas CHP,138.6374160030919,49.45983737479702,21.094448071573712
links,capital,FI1 0,services rural oil boiler,6986621.732658601,2799695.9197858805,2799705.849736818
links,capital,FI1 0,services rural resistive heater,8479604.115549952,6971603.616326811,6971620.806437328
links,capital,FI1 0,services rural water tanks charger,0.0,0.0,0.0
links,capital,FI1 0,services rural water tanks discharger,0.0,0.0,0.0
links,capital,FI1 0,services urban decentral air heat pump,57743435.322280616,164.97633819795908,27067705.99711331
links,capital,FI1 0,services urban decentral biomass boiler,70.43184821306104,28.152424167803822,15.39080954117158
links,capital,FI1 0,services urban decentral gas boiler,83042193.89780143,103951322.54342382,103951347.15997997
links,capital,FI1 0,services urban decentral micro gas CHP,137.66948182041244,49.34137271353389,21.467813216525617
links,capital,FI1 0,services urban decentral oil boiler,18727140.26810666,12714013.35889129,12713948.201348785
links,capital,FI1 0,services urban decentral resistive heater,8479604.332596317,4840963.721081844,4841122.375115363
links,capital,FI1 0,services urban decentral water tanks charger,0.0,0.0,0.0
links,capital,FI1 0,services urban decentral water tanks discharger,0.0,0.0,0.0
links,capital,FI1 0,solid biomass,72.28121254593215,27.747089921957006,15.203323880587767
links,capital,FI1 0,solid biomass for industry,0.0,0.0,0.0
links,capital,FI1 0,solid biomass for industry CC,128.79062492386512,64.48525256401244,78.01786455296492
links,capital,FI1 0,urban central air heat pump,183787449.57077515,92301302.28521945,434600322.5151756
links,capital,FI1 0,urban central gas CHP,96.79043179902295,40.41990193156473,22.06898353394653
links,capital,FI1 0,urban central gas CHP CC,137.24532577656058,55.91285475631739,19.327965958966082
links,capital,FI1 0,urban central gas boiler,49624280.36271864,49628471.05452949,49624300.989181414
links,capital,FI1 0,urban central oil boiler,6013202.574646409,3865630.2265584054,
links,capital,FI1 0,urban central resistive heater,6056116.710023883,2819884.3239357905,10182728.550306754
links,capital,FI1 0,urban central solid biomass CHP,67.46550134689872,25.681922774412424,14.660588473184964
links,capital,FI1 0,urban central solid biomass CHP CC,83.23818755803929,34.38431360462058,21.67168878761086
links,capital,FI1 0,urban central water tanks charger,0.0,0.0,0.0
links,capital,FI1 0,urban central water tanks discharger,0.0,0.0,0.0
links,capital,FR0 0,BEV charger,0.0,0.0,0.0
links,capital,FR0 0,BioSNG,244.15085792012553,106.52759176582403,79.56631785439448
links,capital,FR0 0,CCGT,776777620.773791,750453306.3944054,562893041.1507795
links,capital,FR0 0,DAC,209.82152276252572,66.69524871343688,35.95741588493449
links,capital,FR0 0,Fischer-Tropsch,44.350861737212774,19.758866794016548,345.9989484191625
links,capital,FR0 0,H2 Electrolysis,134.90273544671874,1973.048395311627,3899554934.398228
links,capital,FR0 0,H2 Fuel Cell,88.05334172304609,28.293423247219284,19.03896784184224
links,capital,FR0 0,Haber-Bosch,236.8975399448398,42.92817369418616,27.202887877847502
links,capital,FR0 0,OCGT,65.22958575196826,22.312655878404833,10.878750192208116
links,capital,FR0 0,SMR,132905652.90606706,432652145.7464185,432652158.96290886
links,capital,FR0 0,SMR CC,602.6015363695296,225.49535453062882,14.185750254494053
links,capital,FR0 0,Sabatier,70.36083011895212,23.969012799816355,14.134132338367118
links,capital,FR0 0,V2G,0.0,0.0,0.0
links,capital,FR0 0,ammonia cracker,72.3103600801913,23.80738568732354,10.948772555437657
links,capital,FR0 0,battery charger,168.59967110139974,87.04544200475968,92.32459562713488
links,capital,FR0 0,battery discharger,0.0,0.0,0.0
links,capital,FR0 0,biogas to gas,81.14105075313284,40.268774917569615,375030073.36677647
links,capital,FR0 0,biomass to liquid,246.62085522210336,110.0079700407846,72.47990320557372
links,capital,FR0 0,coal,183.04661959039544,56.659770189303956,22.98134635025861
links,capital,FR0 0,electricity distribution grid,3404835277.6749277,3547446542.7301407,3969469894.9512396
links,capital,FR0 0,gas for industry,0.0,0.0,0.0
links,capital,FR0 0,gas for industry CC,149.39146664525376,79.47633448279329,57.0022582001966
links,capital,FR0 0,helmeth,102.97908489618474,50.827281542774436,40.72316325596057
links,capital,FR0 0,home battery charger,167.4498247222049,152.37994901306112,205839132.6652275
links,capital,FR0 0,home battery discharger,0.0,0.0,0.0
links,capital,FR0 0,methanolisation,1067.7736723017094,475458303.4572092,1152539352.5330179
links,capital,FR0 0,nuclear,9933388371.94566,4012204800.2448063,94.47376746601097
links,capital,FR0 0,nuclear (SMR),60.03934240623166,21.265098568572466,10.147995417985594
links,capital,FR0 0,oil,51288732.709886506,51288694.093843006,34922699.87425446
links,capital,FR0 0,process emissions,0.0,0.0,0.0
links,capital,FR0 0,process emissions CC,368.8463573599575,447615003.2373335,447615050.17843354
links,capital,FR0 0,residential rural biomass boiler,211.9105894002702,15564674.575563226,15564778.161307374
links,capital,FR0 0,residential rural gas boiler,592169402.4169515,583889351.726392,583889383.2482954
links,capital,FR0 0,residential rural ground heat pump,183783551.21518433,438520138.1179109,961111002.2671914
links,capital,FR0 0,residential rural micro gas CHP,140.63085916176564,49.75507108887263,21.09943720457597
links,capital,FR0 0,residential rural oil boiler,155176796.69463742,109875084.79449321,109875096.1396023
links,capital,FR0 0,residential rural resistive heater,150840743.74112827,36705250.870895416,36705298.93516105
links,capital,FR0 0,residential rural water tanks charger,0.0,0.0,0.0
links,capital,FR0 0,residential rural water tanks discharger,0.0,0.0,0.0
links,capital,FR0 0,residential urban decentral air heat pump,1601066061.657112,665244567.1049583,665245193.523409
links,capital,FR0 0,residential urban decentral biomass boiler,426999039.29035044,427002191.5834266,426999095.9748575
links,capital,FR0 0,residential urban decentral gas boiler,592169675.2666433,1223186184.6909792,1223186205.534887
links,capital,FR0 0,residential urban decentral micro gas CHP,142.60264267135133,50.49748036009517,21.193976049604707
links,capital,FR0 0,residential urban decentral oil boiler,461499531.54737633,306322966.8936774,306322806.8373211
links,capital,FR0 0,residential urban decentral resistive heater,150841142.95537013,83641657.64333571,83641687.83870015
links,capital,FR0 0,residential urban decentral water tanks charger,0.0,0.0,0.0
links,capital,FR0 0,residential urban decentral water tanks discharger,0.0,0.0,0.0
links,capital,FR0 0,services rural biomass boiler,157484986.38528675,157486650.45776308,157485064.78111815
links,capital,FR0 0,services rural gas boiler,305243663.7974301,256645434.53830478,256645461.30452845
links,capital,FR0 0,services rural ground heat pump,94735841.65890087,1201685799.4684093,1497588889.226238
links,capital,FR0 0,services rural micro gas CHP,142.85223472696407,49.73969334863034,21.07901910700346
links,capital,FR0 0,services rural oil boiler,79988501.04143026,56970852.41044423,56970864.01356249
links,capital,FR0 0,services rural resistive heater,77753394.53431444,23713776.76078578,23713810.808554728
links,capital,FR0 0,services rural water tanks charger,0.0,0.0,0.0
links,capital,FR0 0,services rural water tanks discharger,0.0,0.0,0.0
links,capital,FR0 0,services urban decentral air heat pump,825296149.978466,264388372.82172886,264389764.98310217
links,capital,FR0 0,services urban decentral biomass boiler,291146070.45141107,291148322.3970023,291146124.21495706
links,capital,FR0 0,services urban decentral gas boiler,305243851.8737246,642313751.5057888,642313771.1623783
links,capital,FR0 0,services urban decentral micro gas CHP,141.80811153495415,49.93034275209798,21.031919825026733
links,capital,FR0 0,services urban decentral oil boiler,247000407.51434937,167012088.81266493,167011997.66658178
links,capital,FR0 0,services urban decentral resistive heater,97975786.22862321,47470934.31439392,47470967.42690143
links,capital,FR0 0,services urban decentral water tanks charger,0.0,0.0,0.0
links,capital,FR0 0,services urban decentral water tanks discharger,0.0,0.0,0.0
links,capital,FR0 0,solid biomass,122.48119115890793,47.125836552793864,23.603756491556364
links,capital,FR0 0,solid biomass for industry,0.0,0.0,0.0
links,capital,FR0 0,solid biomass for industry CC,218.6514068214588,169.1499012393687,711673452.6703167
links,capital,FR0 0,urban central air heat pump,2426361835.8539486,785471543.6947492,2773058536.107284
links,capital,FR0 0,urban central gas CHP,86.98013422773664,36.2496489282678,25.140008191619394
links,capital,FR0 0,urban central gas CHP CC,114.94341214918688,47.13334136449311,20.732308110605743
links,capital,FR0 0,urban central gas boiler,97035527.00782165,210354269.12431556,192496811.4456376
links,capital,FR0 0,urban central oil boiler,79988420.11144811,51421127.21450235,
links,capital,FR0 0,urban central resistive heater,55531220.431068644,88369272.51428005,88369309.46877584
links,capital,FR0 0,urban central solid biomass CHP,152490885.78553367,206728866.87481138,462607005.8202475
links,capital,FR0 0,urban central solid biomass CHP CC,251.53776016023699,163.80012914643507,144.7078365105867
links,capital,FR0 0,urban central water tanks charger,0.0,0.0,0.0
links,capital,FR0 0,urban central water tanks discharger,0.0,0.0,0.0
links,capital,GB4 0,BEV charger,0.0,0.0,0.0
links,capital,GB4 0,BioSNG,139.77837759124105,53.00438231369198,28.89297620022672
links,capital,GB4 0,CCGT,3338850813.356259,2700275515.1855083,1041718316.3194195
links,capital,GB4 0,DAC,206.68762093529818,67.51850954499932,42.05542956226849
links,capital,GB4 0,Fischer-Tropsch,45.24120592269651,19.908592228309697,79.6536269562135
links,capital,GB4 0,H2 Electrolysis,285.3019674081097,3771072556.54726,10873525311.136494
links,capital,GB4 0,H2 Fuel Cell,92.26591026291705,27.74526708467151,18.85677625255676
links,capital,GB4 0,Haber-Bosch,4384545.474101249,209129049.93627194,209129101.71644792
links,capital,GB4 0,OCGT,65.25503222550178,22.318120813766434,10.873377284976801
links,capital,GB4 0,SMR,436035295.4324584,436035642.575514,436035308.5320506
links,capital,GB4 0,SMR CC,1617689644.317924,1617691796.4292946,1617689658.9539225
links,capital,GB4 0,Sabatier,70.42884515651025,24.584214868418123,13.531941967745915
links,capital,GB4 0,V2G,0.0,0.0,0.0
links,capital,GB4 0,ammonia cracker,72.30073744072384,23.77669207206669,10.927073878311655
links,capital,GB4 0,battery charger,169.295002737666,68.83324307714804,49.54915977450831
links,capital,GB4 0,battery discharger,0.0,0.0,0.0
links,capital,GB4 0,biogas to gas,76.64404932189483,39.760944859720894,200592898.29242486
links,capital,GB4 0,biomass to liquid,156.72877164001483,60.083598819102534,32.46425338022916
links,capital,GB4 0,coal,183.37384887608926,57.65766007007273,23.845460276730392
links,capital,GB4 0,electricity distribution grid,2321868746.519698,3108896879.5557137,3532713974.9070883
links,capital,GB4 0,gas for industry,0.0,0.0,0.0
links,capital,GB4 0,gas for industry CC,181.32842588261553,107.10124157525192,101902075.2280286
links,capital,GB4 0,helmeth,109.24235792906438,54.0219233722973,41.61254285127845
links,capital,GB4 0,home battery charger,156.02465786041876,55.12111445388371,210.68772529949896
links,capital,GB4 0,home battery discharger,0.0,0.0,0.0
links,capital,GB4 0,methanolisation,1328818038.6294403,1719512355.1178796,1719512493.3834622
links,capital,GB4 0,nuclear,1801808324.1407871,148.58672310131035,96.50492272729207
links,capital,GB4 0,nuclear (SMR),60.738824311494085,21.243480705783217,10.11886891477461
links,capital,GB4 0,oil,58.67733758493406,20.182293175167352,9.857216684154022
links,capital,GB4 0,process emissions,0.0,0.0,0.0
links,capital,GB4 0,process emissions CC,694.5467458732619,298119415.6222729,298119462.40698946
links,capital,GB4 0,residential rural biomass boiler,63.12142802051037,24.021742289662004,12.229161123370062
links,capital,GB4 0,residential rural gas boiler,1327625411.6269567,356658648.62037253,356658674.73835397
links,capital,GB4 0,residential rural ground heat pump,284.96576916382037,572131448.2366031,851301662.8899125
links,capital,GB4 0,residential rural micro gas CHP,138.2460655598456,50.00299347737878,21.005359916688093
links,capital,GB4 0,residential rural oil boiler,30620845.418938242,40224153.2012356,40224166.62854157
links,capital,GB4 0,residential rural resistive heater,25634425.25033536,30000014.45273154,30000236.64291025
links,capital,GB4 0,residential rural water tanks charger,0.0,0.0,0.0
links,capital,GB4 0,residential rural water tanks discharger,0.0,0.0,0.0
links,capital,GB4 0,residential urban decentral air heat pump,53264176.37737651,1529346893.2333157,1529347026.10507
links,capital,GB4 0,residential urban decentral biomass boiler,65.29125473628145,23.408971879763758,12.114599631389384
links,capital,GB4 0,residential urban decentral gas boiler,1327625616.478412,1226502846.4384618,1226502865.45837
links,capital,GB4 0,residential urban decentral micro gas CHP,143.39856985520734,50.498177259061535,20.922844059846163
links,capital,GB4 0,residential urban decentral oil boiler,291307835.12434393,260687097.31157485,260687059.2385132
links,capital,GB4 0,residential urban decentral resistive heater,109438044.00475083,85286501.37433591,85286543.8381797
links,capital,GB4 0,residential urban decentral water tanks charger,0.0,0.0,0.0
links,capital,GB4 0,residential urban decentral water tanks discharger,0.0,0.0,0.0
links,capital,GB4 0,services rural biomass boiler,63.127191634695635,24.035693451778766,12.235985786705372
links,capital,GB4 0,services rural gas boiler,494816913.0139604,152537902.22814116,152537926.9159322
links,capital,GB4 0,services rural ground heat pump,272.0249202161403,323136344.1209628,434839633.14816415
links,capital,GB4 0,services rural micro gas CHP,137.90955030210932,49.81300553340634,20.910416942007448
links,capital,GB4 0,services rural oil boiler,11412676.472667107,15528162.362412848,15528176.114358315
links,capital,GB4 0,services rural resistive heater,9554238.159371406,13393209.95477259,13393275.536650877
links,capital,GB4 0,services rural water tanks charger,0.0,0.0,0.0
links,capital,GB4 0,services rural water tanks discharger,0.0,0.0,0.0
links,capital,GB4 0,services urban decentral air heat pump,14182553.976630028,462410088.2628137,462410283.3933194
links,capital,GB4 0,services urban decentral biomass boiler,65.85383212012944,23.39988961630322,12.124544942261362
links,capital,GB4 0,services urban decentral gas boiler,494817121.7064909,492982038.96315795,492982057.66464686
links,capital,GB4 0,services urban decentral micro gas CHP,142.2920518199985,49.940593460966426,20.83796744339141
links,capital,GB4 0,services urban decentral oil boiler,117137676.66068722,105725098.06797221,105725069.54264967
links,capital,GB4 0,services urban decentral resistive heater,50900306.0781984,41346281.757678606,41346213.79566633
links,capital,GB4 0,services urban decentral water tanks charger,0.0,0.0,0.0
links,capital,GB4 0,services urban decentral water tanks discharger,0.0,0.0,0.0
links,capital,GB4 0,solid biomass,65.3867934399797,24.371415228552948,12.85435457983216
links,capital,GB4 0,solid biomass for industry,0.0,0.0,0.0
links,capital,GB4 0,solid biomass for industry CC,116.53985960043478,55.70972310923124,90.48170133907085
links,capital,GB4 0,urban central air heat pump,512461184.0438225,996948400.0093727,2854150774.7711415
links,capital,GB4 0,urban central gas CHP,91.67530122273949,35.03605173606535,22.796061246995347
links,capital,GB4 0,urban central gas CHP CC,131.8746222709718,48.20647449463374,20.359142758693054
links,capital,GB4 0,urban central gas boiler,99375938.78494747,156544910.31117773,119854531.3137989
links,capital,GB4 0,urban central oil boiler,11412617.256952718,7336682.522326747,
links,capital,GB4 0,urban central resistive heater,6823724.045830948,52749454.914166115,77751366.17087603
links,capital,GB4 0,urban central solid biomass CHP,1486643349.8687677,1362204452.091593,11.577207778523587
links,capital,GB4 0,urban central solid biomass CHP CC,70.73947136957835,26.750686441070112,14.442057775812206
links,capital,GB4 0,urban central water tanks charger,0.0,0.0,0.0
links,capital,GB4 0,urban central water tanks discharger,0.0,0.0,0.0
links,capital,GB5 0,BEV charger,0.0,0.0,0.0
links,capital,GB5 0,BioSNG,134.2531146840651,50.01417456753805,26.54679667945996
links,capital,GB5 0,CCGT,127163180.09143925,127163118.72054651,127163100.86084466
links,capital,GB5 0,DAC,209.03659313168777,70.6673442040921,52.004845936652416
links,capital,GB5 0,Fischer-Tropsch,45.11065868332716,16.808644255378006,42.71248542699912
links,capital,GB5 0,H2 Electrolysis,215.48902187797364,490969003.228302,910865987.1035221
links,capital,GB5 0,H2 Fuel Cell,92.36562656671273,25.26193262729379,15.519743849628624
links,capital,GB5 0,Haber-Bosch,1045.906096912245,28323196.520126104,28323263.92453269
links,capital,GB5 0,OCGT,63.43524860982574,21.949414340622837,10.786802675056206
links,capital,GB5 0,SMR,2194491.8040198535,2195519.532779478,2194504.6561225057
links,capital,GB5 0,SMR CC,4514.94978743888,586394691.0563121,586394705.6424545
links,capital,GB5 0,Sabatier,69.9782820462395,23.158461953021067,13.174889515473854
links,capital,GB5 0,V2G,0.0,0.0,0.0
links,capital,GB5 0,ammonia cracker,72.26090704317716,23.775550321314718,10.920144193890492
links,capital,GB5 0,battery charger,167.62287915054202,66.72897976326936,43.58100798095689
links,capital,GB5 0,battery discharger,0.0,0.0,0.0
links,capital,GB5 0,biogas to gas,75.81989858135118,39.69897754224666,26512199.905503243
links,capital,GB5 0,biomass to liquid,148.50568519642758,55.87648663627911,29.50954929513462
links,capital,GB5 0,coal,183.21253053051123,56.290451568506086,24.076872297752473
links,capital,GB5 0,electricity distribution grid,53893632.82729138,95791072.83825354,96215762.84369205
links,capital,GB5 0,gas for industry,0.0,0.0,0.0
links,capital,GB5 0,gas for industry CC,102.04316223131417,62.191710901839606,3913177.313513754
links,capital,GB5 0,helmeth,108.13734438349265,38.64754278946092,23.314414704000363
links,capital,GB5 0,home battery charger,153.746117216855,50.50226661463012,54.169351004362966
links,capital,GB5 0,home battery discharger,0.0,0.0,0.0
links,capital,GB5 0,methanolisation,3977.688002159869,452714256.58058023,452714355.7834766
links,capital,GB5 0,nuclear,232.53156359795986,138.0415565911342,101.1058704958211
links,capital,GB5 0,nuclear (SMR),60.32160912083367,21.26161847911758,10.125877857467176
