cluster,,,,37m,37m,37m
ll,,,,v3.0,v3.0,v3.0
opt,,,,3H-I-T-H-B-A-CCL,3H-I-T-H-B-A-CCL,3H-I-T-H-B-A-CCL
planning_horizon,,,,2030,2040,2050
links,capital,AL0 0,residential rural gas boiler,765.1552026673786,2941350.1469498193,2941391.6577618006
links,capital,AL0 0,residential rural ground heat pump,10247149.33241765,10897806.76518601,21369806.900790337
links,capital,AL0 0,residential rural micro gas CHP,134.43910459899004,46.952585272927664,20.49168335439309
links,capital,AL0 0,residential rural oil boiler,6726561.523738428,6726587.537100977,6726572.540966758
links,capital,AL0 0,residential rural resistive heater,1328499.3547830156,1328543.5875447125,1524586.7840011711
links,capital,AL0 0,residential rural water tanks charger,0.0,0.0,0.0
links,capital,AL0 0,residential rural water tanks discharger,0.0,0.0,0.0
links,capital,AL0 0,residential urban decentral air heat pump,4588158.293088043,2974152.4081380344,4522444.948203965
links,capital,AL0 0,residential urban decentral biomass boiler,10441500.64241386,10594051.243352318,10441661.36777711
links,capital,AL0 0,residential urban decentral gas boiler,777.7719017561748,675722.9558772908,29.447245888728563
links,capital,AL0 0,residential urban decentral micro gas CHP,134.70973027066148,47.235649832853895,20.54871742750246
links,capital,AL0 0,residential urban decentral oil boiler,5832244.785313703,5832270.179526604,5832255.537351751
links,capital,AL0 0,residential urban decentral resistive heater,1119909.58851534,1119966.9163583633,1119933.3258142779
links,capital,AL0 0,residential urban decentral water tanks charger,0.0,0.0,0.0
links,capital,AL0 0,residential urban decentral water tanks discharger,0.0,0.0,0.0
links,capital,AL0 0,services rural biomass boiler,2594244.703814363,2880497.129072299,3621901.0952778817
links,capital,AL0 0,services rural gas boiler,924.4154173078342,1006511.6765118652,1006554.2325841963
links,capital,AL0 0,services rural ground heat pump,2006336.1378717383,2096488.596280091,4899139.980417873
links,capital,AL0 0,services rural micro gas CHP,135.15008135361006,47.06059050912299,20.472089863447398
links,capital,AL0 0,services rural oil boiler,1542077.3948546106,1542105.4423786963,1542088.4070569084
links,capital,AL0 0,services rural resistive heater,553950.5883815018,553981.53248918,553971.1077639953
links,capital,AL0 0,services rural water tanks charger,0.0,0.0,0.0
links,capital,AL0 0,services rural water tanks discharger,0.0,0.0,0.0
links,capital,AL0 0,services urban decentral air heat pump,252280.98362089516,4863.6584652637475,793960.5449521923
links,capital,AL0 0,services urban decentral biomass boiler,2859102.333919494,2881839.521250178,2859252.932568117
links,capital,AL0 0,services urban decentral gas boiler,930.9795081131676,238974.19534024253,30.487214618698243
links,capital,AL0 0,services urban decentral micro gas CHP,135.5270764833268,47.381369104036125,20.61733444168839
links,capital,AL0 0,services urban decentral oil boiler,1331734.0293813883,1331760.7560417277,1331744.81863441
links,capital,AL0 0,services urban decentral resistive heater,425468.87351746025,425504.9551650494,425489.7654179373
links,capital,AL0 0,services urban decentral water tanks charger,0.0,0.0,0.0
links,capital,AL0 0,services urban decentral water tanks discharger,0.0,0.0,0.0
links,capital,AL0 0,solid biomass,114.46041295610749,50.77051019996347,25.547225262986846
links,capital,AL0 0,solid biomass for industry,0.0,0.0,0.0
links,capital,AL0 0,solid biomass for industry CC,122.86598255027273,91.96088085402728,4847793.3898324985
links,capital,AL0 0,urban central air heat pump,357.58932944220163,159.7237650110975,57.441065477338604
links,capital,AL0 0,urban central gas CHP,82.38586035569034,33.19641208549933,17.317090034544695
links,capital,AL0 0,urban central gas CHP CC,113.36711109207249,41.99289472252564,17.42670025393982
links,capital,AL0 0,urban central gas boiler,699658.3953496682,1177772.7068091114,1177785.3376943485
links,capital,AL0 0,urban central resistive heater,234.93255484008174,1624847.7937157275,1624864.657026002
links,capital,AL0 0,urban central solid biomass CHP,2820570.300613005,4982605.615541736,9115326.090332752
links,capital,AL0 0,urban central solid biomass CHP CC,307.19963353746726,137.0172436416558,143.9273577057438
links,capital,AL0 0,urban central water tanks charger,0.0,0.0,0.0
links,capital,AL0 0,urban central water tanks discharger,0.0,0.0,0.0
links,capital,AT0 0,BEV charger,0.0,0.0,0.0
links,capital,AT0 0,BioSNG,218.85681846091208,99.97404715592485,69.09240257956117
links,capital,AT0 0,CCGT,439158560.4773879,329785505.7761634,183229498.3317724
links,capital,AT0 0,DAC,194.55085889749574,63.20179882811573,34.759395441185575
links,capital,AT0 0,Fischer-Tropsch,46.758589607388195,19.984331758326295,1352.7799248484464
links,capital,AT0 0,H2 Electrolysis,97.02186304318654,79.17348758641678,152.1438798022931
links,capital,AT0 0,H2 Fuel Cell,92.64964337636209,28.470854492258322,19.635780632125098
links,capital,AT0 0,Haber-Bosch,190.28804912572545,31.82310382635847,23.05043188024188
links,capital,AT0 0,OCGT,63.77986302821477,22.24389663188999,10.904098605219088
links,capital,AT0 0,SMR,30709821.511981428,77597944.99681692,77597958.19506907
links,capital,AT0 0,SMR CC,519.5179898507517,147.72604419881688,14.223932042518493
links,capital,AT0 0,Sabatier,69.99949439899665,23.307513917788274,16.8127767942666
links,capital,AT0 0,V2G,0.0,0.0,0.0
links,capital,AT0 0,ammonia cracker,73.79185817863919,24.403467838001035,10.992767839274572
links,capital,AT0 0,battery charger,159.27671245573933,68.10081408498935,65.78308284440013
links,capital,AT0 0,battery discharger,0.0,0.0,0.0
links,capital,AT0 0,biogas to gas,74.83994068328897,39.01244316332947,12116354.734410668
links,capital,AT0 0,biomass to liquid,233.49711911417666,105.83701235964625,67.75274137451242
links,capital,AT0 0,coal,187.011708847429,57.74170409950964,23.233414549407563
links,capital,AT0 0,electricity distribution grid,518317423.2482524,560698941.8401055,634250222.2509819
links,capital,AT0 0,gas for industry,0.0,0.0,0.0
links,capital,AT0 0,gas for industry CC,140.47293628432493,68.33945285498481,51.80710399287996
links,capital,AT0 0,helmeth,97.55154463769767,43.91158722970525,38.195151255625994
links,capital,AT0 0,home battery charger,152.62061639764204,68.9517741047275,7619645.05082957
links,capital,AT0 0,home battery discharger,0.0,0.0,0.0
links,capital,AT0 0,methanolisation,879.4775922629702,1080.0913739763719,445.25402659036547
links,capital,AT0 0,nuclear,270.49845132441095,166.92634709264266,126.96631830938193
links,capital,AT0 0,nuclear (SMR),61.983564138432776,21.897028780275544,10.373114425134643
links,capital,AT0 0,oil,58.62738539906978,20.21208895964093,9.868273503849597
links,capital,AT0 0,process emissions,0.0,0.0,0.0
links,capital,AT0 0,process emissions CC,342.9520164040329,780.2764351458835,80432753.58392023
links,capital,AT0 0,residential rural biomass boiler,455.89777379104515,241.88098075280013,64.92724154537039
links,capital,AT0 0,residential rural gas boiler,77333639.61644763,198799704.45610797,198799733.413977
links,capital,AT0 0,residential rural ground heat pump,108194505.96797703,113587208.01011994,291789802.64871967
links,capital,AT0 0,residential rural micro gas CHP,138.19867964956524,49.752575554057174,21.294306661908625
links,capital,AT0 0,residential rural oil boiler,56173399.73308285,30312982.792706892,30312993.58762279
links,capital,AT0 0,residential rural resistive heater,1215103.345917048,5386984.163693349,6502712.187832881
links,capital,AT0 0,residential rural water tanks charger,0.0,0.0,0.0
links,capital,AT0 0,residential rural water tanks discharger,0.0,0.0,0.0
links,capital,AT0 0,residential urban decentral air heat pump,47488616.91556189,39709.6260520931,65796559.74032351
links,capital,AT0 0,residential urban decentral biomass boiler,12780.488513257491,257.9377456436197,44.44397024855471
links,capital,AT0 0,residential urban decentral gas boiler,117016338.37258358,235139759.69662413,235139778.75037074
links,capital,AT0 0,residential urban decentral micro gas CHP,139.1529573342447,49.956818724708526,21.2893848999213
links,capital,AT0 0,residential urban decentral oil boiler,61791248.59657682,27977959.09854985,27977969.197466653
links,capital,AT0 0,residential urban decentral resistive heater,7522376.579688025,8455853.747833766,9072903.047432767
links,capital,AT0 0,residential urban decentral water tanks charger,0.0,0.0,0.0
links,capital,AT0 0,residential urban decentral water tanks discharger,0.0,0.0,0.0
links,capital,AT0 0,services rural biomass boiler,17646316.9018638,17646557.124553666,17646371.026629057
links,capital,AT0 0,services rural gas boiler,39569702.45009273,74669334.35587227,74669358.7683986
links,capital,AT0 0,services rural ground heat pump,44075040.346536234,147702387.59445307,224339036.7730041
links,capital,AT0 0,services rural micro gas CHP,138.4826008554216,49.48879430421088,21.197339768818328
links,capital,AT0 0,services rural oil boiler,22881769.148803826,12228638.331864908,12228648.882425282
links,capital,AT0 0,services rural resistive heater,2865442.196097286,2947386.6547283293,2870322.071088528
links,capital,AT0 0,services rural water tanks charger,0.0,0.0,0.0
links,capital,AT0 0,services rural water tanks discharger,0.0,0.0,0.0
links,capital,AT0 0,services urban decentral air heat pump,13817561.732389672,1289.145645777216,20225085.6930237
links,capital,AT0 0,services urban decentral biomass boiler,15093.418791455908,248.48550603154723,43.61927486249147
links,capital,AT0 0,services urban decentral gas boiler,51264654.08303583,96731293.87577604,96731313.17905597
links,capital,AT0 0,services urban decentral micro gas CHP,138.92326951755746,49.687218432502384,21.287997783608688
links,capital,AT0 0,services urban decentral oil boiler,24324493.048256155,10796675.096261036,10796685.22646063
links,capital,AT0 0,services urban decentral resistive heater,2999055.942553063,4736147.1708557485,4736251.773837319
links,capital,AT0 0,services urban decentral water tanks charger,0.0,0.0,0.0
links,capital,AT0 0,services urban decentral water tanks discharger,0.0,0.0,0.0
links,capital,AT0 0,solid biomass,103.67844366289638,45.8103790434116,23.01557330178526
links,capital,AT0 0,solid biomass for industry,0.0,0.0,0.0
links,capital,AT0 0,solid biomass for industry CC,199.67309077041892,114.24493792902292,258684249.57519865
links,capital,AT0 0,urban central air heat pump,66832025.74795256,26636931.292684995,276532883.0258349
links,capital,AT0 0,urban central gas CHP,83.68179137453183,36.10199714027871,28.52397677948713
links,capital,AT0 0,urban central gas CHP CC,120.75246064366958,49.07280116611501,22.05083463996139
links,capital,AT0 0,urban central gas boiler,20906475.19461154,25931042.98841673,23593724.423726846
links,capital,AT0 0,urban central oil boiler,22881505.85780469,14709539.4800173,
links,capital,AT0 0,urban central resistive heater,232.5237315390188,16971646.069299605,17727431.265226297
links,capital,AT0 0,urban central solid biomass CHP,98564810.47473182,123155540.70646769,150356264.07564932
links,capital,AT0 0,urban central solid biomass CHP CC,288.4140462396391,219.50624772690145,279.6374001821666
links,capital,AT0 0,urban central water tanks charger,0.0,0.0,0.0
links,capital,AT0 0,urban central water tanks discharger,0.0,0.0,0.0
links,capital,BA0 0,BEV charger,0.0,0.0,0.0
links,capital,BA0 0,BioSNG,226.89508608265947,106.8797254140703,81.9140691943581
links,capital,BA0 0,CCGT,96.51210696250193,37.16540180856433,15.45891954597668
links,capital,BA0 0,DAC,196.37809988722086,66.56823879336463,37.962783899810866
links,capital,BA0 0,Fischer-Tropsch,46.52101920424713,18.343208238736747,171.66864514200478
links,capital,BA0 0,H2 Electrolysis,99.52007420223596,101.64141042588301,362.7127541332961
links,capital,BA0 0,H2 Fuel Cell,91.12001675031266,27.129172459746506,15.209699673716381
links,capital,BA0 0,Haber-Bosch,250.85909077512827,38.91919467631906,30.530042337443053
links,capital,BA0 0,OCGT,63.36189155453669,22.198962970050545,10.657059777030772
links,capital,BA0 0,SMR,3410.619285380685,40290.389323660565,13.433639580604098
links,capital,BA0 0,SMR CC,564.0072735778696,150.24596574527132,14.53907824114041
links,capital,BA0 0,Sabatier,69.22597774295821,23.141986117076446,13.14917770157329
links,capital,BA0 0,V2G,0.0,0.0,0.0
links,capital,BA0 0,ammonia cracker,72.19781400638867,23.772954650830115,11.039003869253124
links,capital,BA0 0,battery charger,161.03165883152636,71.77146082267085,58.824355230579236
links,capital,BA0 0,battery discharger,0.0,0.0,0.0
links,capital,BA0 0,biogas to gas,65.02311689735077,31.36223143732459,2523812.4495527786
links,capital,BA0 0,biomass to liquid,237.05879096944957,110.21468578576406,75.12218968125276
links,capital,BA0 0,coal,186.48080939718673,57.7041794654837,22.930529577531445
links,capital,BA0 0,electricity distribution grid,76414214.923844,76414258.59122117,76414255.5731154
links,capital,BA0 0,gas for industry,0.0,0.0,0.0
links,capital,BA0 0,gas for industry CC,96.08628351283565,50.888058254404505,46.085752863762735
links,capital,BA0 0,helmeth,93.99397493735118,36.953564130670536,24.139098550941377
links,capital,BA0 0,home battery charger,156.9482543256646,3136298.5568637555,22313944.678582303
links,capital,BA0 0,home battery discharger,0.0,0.0,0.0
links,capital,BA0 0,methanolisation,835.3251035179992,1366.9369020039724,751.7623858268305
links,capital,BA0 0,nuclear,261.2579998293815,178.30036992581725,89.9469182183364
links,capital,BA0 0,nuclear (SMR),60.55467554765848,21.262212518751824,10.162141818529683
links,capital,BA0 0,oil,58.59528763799424,20.21321431086765,9.863933581217985
links,capital,BA0 0,process emissions,0.0,0.0,0.0
links,capital,BA0 0,process emissions CC,228.45766996044904,1027.0836553915851,18561381.76080701
links,capital,BA0 0,residential rural biomass boiler,6508309.455927785,6520501.617728128,6638884.206623844
links,capital,BA0 0,residential rural gas boiler,14284563.830268439,22392989.700304467,22393041.537380114
links,capital,BA0 0,residential rural ground heat pump,22143598.863156117,22390744.9598074,51489987.97262378
links,capital,BA0 0,residential rural micro gas CHP,135.82708295791346,47.327455615609225,20.802596818580714
links,capital,BA0 0,residential rural oil boiler,11652744.706779392,11652770.361805873,11652755.852579681
links,capital,BA0 0,residential rural resistive heater,1997063.001577826,1997118.7974327905,2611846.1846647165
links,capital,BA0 0,residential rural water tanks charger,0.0,0.0,0.0
links,capital,BA0 0,residential rural water tanks discharger,0.0,0.0,0.0
links,capital,BA0 0,residential urban decentral air heat pump,6642639.571968211,6642837.66589793,6643184.335829581
links,capital,BA0 0,residential urban decentral biomass boiler,3796925.842567336,3801076.221386132,3797242.3260160037
links,capital,BA0 0,residential urban decentral gas boiler,6863807.433595883,7804999.425970103,7805037.618686378
links,capital,BA0 0,residential urban decentral micro gas CHP,136.1188723472863,47.2520684159612,20.8631087199325
links,capital,BA0 0,residential urban decentral oil boiler,5595048.071788116,5595073.540971112,5595059.007946992
links,capital,BA0 0,residential urban decentral resistive heater,944762.0248929263,944804.1331253311,944794.3999342833
links,capital,BA0 0,residential urban decentral water tanks charger,0.0,0.0,0.0
links,capital,BA0 0,residential urban decentral water tanks discharger,0.0,0.0,0.0
links,capital,BA0 0,services rural biomass boiler,2389996.580258111,2401584.7380657936,2591013.7494571386
links,capital,BA0 0,services rural gas boiler,5517268.93391068,9116303.73450356,9116354.977633007
links,capital,BA0 0,services rural ground heat pump,5159803.433355298,5244230.598801038,16418358.160720252
links,capital,BA0 0,services rural micro gas CHP,136.04203457127593,47.29531462054878,20.726040947681014
links,capital,BA0 0,services rural oil boiler,4195659.845830891,4195686.501185039,4195670.9187311465
links,capital,BA0 0,services rural resistive heater,1179852.4536688842,1179884.3139858705,1179885.3907779062
links,capital,BA0 0,services rural water tanks charger,0.0,0.0,0.0
links,capital,BA0 0,services rural water tanks discharger,0.0,0.0,0.0
links,capital,BA0 0,services urban decentral air heat pump,1490927.6289680335,527.175882206466,1544853.8621533713
links,capital,BA0 0,services urban decentral biomass boiler,1350285.2914993102,1541156.5665251128,1350445.0136778902
links,capital,BA0 0,services urban decentral gas boiler,2619567.418254709,3544909.8304535137,3544941.2916111317
links,capital,BA0 0,services urban decentral micro gas CHP,136.87282063702114,47.59157273448619,20.901290698954185
links,capital,BA0 0,services urban decentral oil boiler,1999588.05291053,1999614.1132832328,1999598.812526206
links,capital,BA0 0,services urban decentral resistive heater,565680.8137173693,565716.6186208554,565701.0858584899
links,capital,BA0 0,services urban decentral water tanks charger,0.0,0.0,0.0
links,capital,BA0 0,services urban decentral water tanks discharger,0.0,0.0,0.0
links,capital,BA0 0,solid biomass,109.05637882487261,49.773278048826775,24.316575859593247
links,capital,BA0 0,solid biomass for industry,0.0,0.0,0.0
links,capital,BA0 0,solid biomass for industry CC,134.59426666877934,101.49600401733645,10568226.66134767
links,capital,BA0 0,urban central air heat pump,635.3900940488088,128.43081072025365,12187375.836602075
links,capital,BA0 0,urban central gas CHP,83.07547656558782,33.48561510568848,18.367110428324857
links,capital,BA0 0,urban central gas CHP CC,116.93962965501113,42.94527593053349,18.367390178774126
links,capital,BA0 0,urban central gas boiler,1694457.1046133642,1887726.9498969805,1887739.2921157377
links,capital,BA0 0,urban central resistive heater,116.43650983768684,2354217.241560628,2354315.2859456507
links,capital,BA0 0,urban central solid biomass CHP,5877702.963324578,9250482.43913512,15199975.94042292
links,capital,BA0 0,urban central solid biomass CHP CC,324.45055349445767,151.37446574230853,204.53442236892224
links,capital,BA0 0,urban central water tanks charger,0.0,0.0,0.0
links,capital,BA0 0,urban central water tanks discharger,0.0,0.0,0.0
links,capital,BE0 0,BEV charger,0.0,0.0,0.0
links,capital,BE0 0,BioSNG,149.99163410468947,61.026461117962796,35.31076228057577
links,capital,BE0 0,CCGT,620731841.9936346,504522972.9448563,204012914.5292218
links,capital,BE0 0,DAC,200.7656538404831,64.1509183152439,36.295613364462966
links,capital,BE0 0,Fischer-Tropsch,46.14830552689371,20.139255371975175,205.25297675558602
links,capital,BE0 0,H2 Electrolysis,104.14229931648647,113.16680409457884,327.4621577329999
links,capital,BE0 0,H2 Fuel Cell,93.31047774388472,28.28186276288784,21.58606043841891
links,capital,BE0 0,Haber-Bosch,210.8135530961779,42.64364216837093,24.117816149742165
links,capital,BE0 0,OCGT,64.72645049792446,22.39707311687861,10.935627219025182
links,capital,BE0 0,SMR,24975374.724551152,57060392.08457805,57060405.163111284
links,capital,BE0 0,SMR CC,748.1799890747818,177.96983477442927,14.314163352199685
links,capital,BE0 0,Sabatier,69.06822523408204,24.034503287015784,14.246612770238864
links,capital,BE0 0,V2G,0.0,0.0,0.0
links,capital,BE0 0,ammonia cracker,72.43808916739917,23.797647089174593,10.943557784583955
links,capital,BE0 0,battery charger,162.08525048267077,66.01810227433386,53.03982666458671
links,capital,BE0 0,battery discharger,0.0,0.0,0.0
links,capital,BE0 0,biogas to gas,75.80923657792533,39.45744725710986,72778988.34017624
links,capital,BE0 0,biomass to liquid,170.46384122348735,70.35541570709967,39.85446912930089
links,capital,BE0 0,coal,184.2500306625875,56.9809839694136,23.439255621629524
links,capital,BE0 0,electricity distribution grid,650883312.4898318,751515082.8418193,924284657.1953461
links,capital,BE0 0,gas for industry,0.0,0.0,0.0
links,capital,BE0 0,gas for industry CC,152.93642367420892,73.4439856092226,82.80563215182211
links,capital,BE0 0,helmeth,99.78027494409588,47.76614887981586,30.296553370547016
links,capital,BE0 0,home battery charger,153.93780220983686,56.86206246569002,162.9237119758627
links,capital,BE0 0,home battery discharger,0.0,0.0,0.0
links,capital,BE0 0,methanolisation,980.8702515696592,4964.180279994076,284.3522875062039
links,capital,BE0 0,nuclear,1377144282.8789747,1377144198.656661,147.22176386783286
links,capital,BE0 0,nuclear (SMR),60.49068625800867,21.26592983000566,10.120473353508137
links,capital,BE0 0,oil,58.80621526562634,20.208560154525607,9.865271638680614
links,capital,BE0 0,process emissions,0.0,0.0,0.0
links,capital,BE0 0,process emissions CC,392.0163353988511,4203.7162261541935,145397705.9039247
links,capital,BE0 0,residential rural biomass boiler,66.42631806489312,28.33930806597853,14.891231973697922
links,capital,BE0 0,residential rural gas boiler,226070856.27065614,32647054.49076485,32647084.602091704
links,capital,BE0 0,residential rural ground heat pump,253.94480272178535,22396196.493042205,49964495.54723437
links,capital,BE0 0,residential rural micro gas CHP,135.72858923546556,49.60965095431981,21.048615427101083
links,capital,BE0 0,residential rural oil boiler,70606027.52449751,5182160.09137443,5182174.254968123
links,capital,BE0 0,residential rural resistive heater,5610662.029629701,2338029.6508994247,2338059.4320281157
links,capital,BE0 0,residential rural water tanks charger,0.0,0.0,0.0
links,capital,BE0 0,residential rural water tanks discharger,0.0,0.0,0.0
links,capital,BE0 0,residential urban decentral air heat pump,154915007.05994108,190532488.62979978,228997216.66946056
links,capital,BE0 0,residential urban decentral biomass boiler,73.48056689883333,26.996393190232688,14.44755512535101
links,capital,BE0 0,residential urban decentral gas boiler,226071955.72858557,392297262.4252776,392297285.69176084
links,capital,BE0 0,residential urban decentral micro gas CHP,141.35336496132592,50.23907621393878,21.257209912168854
links,capital,BE0 0,residential urban decentral oil boiler,198481046.0675406,127875109.03214274,127875088.27514997
links,capital,BE0 0,residential urban decentral resistive heater,16531973.565132225,13017597.131747859,17721755.160990447
links,capital,BE0 0,residential urban decentral water tanks charger,0.0,0.0,0.0
links,capital,BE0 0,residential urban decentral water tanks discharger,0.0,0.0,0.0
links,capital,BE0 0,services rural biomass boiler,66.49835141411698,28.010383836103443,14.80462601913141
links,capital,BE0 0,services rural gas boiler,105452429.31225055,21849385.56321297,21849416.19503845
links,capital,BE0 0,services rural ground heat pump,256.94918861129264,170920522.03616711,194024751.47883546
links,capital,BE0 0,services rural micro gas CHP,135.4006041867805,49.82616166559114,21.105279864383636
links,capital,BE0 0,services rural oil boiler,32934720.025028586,2841956.8048967626,2841969.9056101567
links,capital,BE0 0,services rural resistive heater,2617469.448728647,1558627.4216432325,1558762.6180658732
links,capital,BE0 0,services rural water tanks charger,0.0,0.0,0.0
links,capital,BE0 0,services rural water tanks discharger,0.0,0.0,0.0
links,capital,BE0 0,services urban decentral air heat pump,49629687.90715813,59292891.44552338,87490694.29266872
links,capital,BE0 0,services urban decentral biomass boiler,73.4238945216274,26.914499762271415,14.389302458827338
links,capital,BE0 0,services urban decentral gas boiler,105456269.75233255,198663660.16640866,198663682.55420542
links,capital,BE0 0,services urban decentral micro gas CHP,140.72768499749418,49.98877171766311,21.1470617125242
links,capital,BE0 0,services urban decentral oil boiler,99121654.09996298,66187022.37398578,66187003.48577413
links,capital,BE0 0,services urban decentral resistive heater,9967353.904363807,7351579.186855182,10036264.02435929
links,capital,BE0 0,services urban decentral water tanks charger,0.0,0.0,0.0
links,capital,BE0 0,services urban decentral water tanks discharger,0.0,0.0,0.0
links,capital,BE0 0,solid biomass,69.31880850911226,27.389656244693867,14.765123501709292
links,capital,BE0 0,solid biomass for industry,0.0,0.0,0.0
links,capital,BE0 0,solid biomass for industry CC,128.80914077123188,66.06847086580754,123.70103536193645
links,capital,BE0 0,urban central air heat pump,68664366.47681788,219715988.94108325,848550917.223552
links,capital,BE0 0,urban central gas CHP,89.07357723271697,36.9692804693755,30.14954732826558
links,capital,BE0 0,urban central gas CHP CC,127.62868155466863,49.22861213804734,23.45533073536114
links,capital,BE0 0,urban central gas boiler,36887273.36661968,60276524.08072896,66149682.20605582
links,capital,BE0 0,urban central oil boiler,32934661.036962304,21172282.095190052,
links,capital,BE0 0,urban central resistive heater,1869262.327888099,10841847.626291333,25570762.22059896
links,capital,BE0 0,urban central solid biomass CHP,64.40788317062145,25.009427868804426,13.905794814105818
links,capital,BE0 0,urban central solid biomass CHP CC,78.22991501869465,32.760614550185444,19.924090091852065
links,capital,BE0 0,urban central water tanks charger,0.0,0.0,0.0
links,capital,BE0 0,urban central water tanks discharger,0.0,0.0,0.0
links,capital,BG0 0,BEV charger,0.0,0.0,0.0
links,capital,BG0 0,BioSNG,265.83205306960826,119.56752930672916,160.77620601395333
links,capital,BG0 0,CCGT,8810237.782874487,8810172.399331922,8810145.690401835
links,capital,BG0 0,DAC,206.10273113572424,66.95568252818609,41.038675896799205
links,capital,BG0 0,Fischer-Tropsch,43.076672411851725,18.264900909842346,120.04171403473094
links,capital,BG0 0,H2 Electrolysis,101.68421279152177,176.8970339714739,465089808.41889703
links,capital,BG0 0,H2 Fuel Cell,84.59482296709342,27.039068478814617,14.172569356923226
links,capital,BG0 0,Haber-Bosch,320.36266193645184,46.162311139911914,15584381.976958713
links,capital,BG0 0,OCGT,64.68665514671457,22.895229777853604,10.701103156091493
links,capital,BG0 0,SMR,5956416.675705868,13744276.298275605,13744290.44716055
links,capital,BG0 0,SMR CC,1207.2563649334384,349.49338793059115,15.856081497472823
links,capital,BG0 0,Sabatier,70.96932521259563,24.08743365744998,12.89329987902095
links,capital,BG0 0,V2G,0.0,0.0,0.0
links,capital,BG0 0,ammonia cracker,72.22821925517619,24.14445440782589,11.031157870791075
links,capital,BG0 0,battery charger,166.83271239478208,78.25398114600716,87.98206128851723
links,capital,BG0 0,battery discharger,0.0,0.0,0.0
links,capital,BG0 0,biogas to gas,72.59237101215551,38.5804971492244,9118484.389674611
links,capital,BG0 0,biomass to liquid,260.13947352316654,117.83966804650917,102.01861405319599
links,capital,BG0 0,coal,56142331.71563846,56142207.35436401,56142172.75485836
links,capital,BG0 0,electricity distribution grid,213097434.06821254,213097487.61968315,213097528.03607148
links,capital,BG0 0,gas for industry,0.0,0.0,0.0
links,capital,BG0 0,gas for industry CC,118.20086645894504,69.26669500365657,55.69784977018225
links,capital,BG0 0,helmeth,102.41435345323893,47.333103426062806,29.597983674457186
links,capital,BG0 0,home battery charger,163.9554229217933,30454120.77937526,68811836.44137225
links,capital,BG0 0,home battery discharger,0.0,0.0,0.0
links,capital,BG0 0,lignite,509263285.98691845,509263285.98691845,509263285.98691845
links,capital,BG0 0,methanolisation,1423.1378368665771,2369.7184988443787,95668611.37029412
links,capital,BG0 0,nuclear,1393219893.2660007,1393219829.208888,1393219748.8066006
links,capital,BG0 0,nuclear (SMR),60.44360622473056,21.259518549598937,10.12784388250283
links,capital,BG0 0,oil,58.55693446417417,20.20656625840067,9.860760172006593
links,capital,BG0 0,process emissions,0.0,0.0,0.0
links,capital,BG0 0,process emissions CC,256.10031769256096,1697.8203238197614,33553294.52763509
links,capital,BG0 0,residential rural biomass boiler,75982652.51981196,82133974.41078624,83150637.77100658
links,capital,BG0 0,residential rural gas boiler,1430806.3962748493,208.4079396459434,30.085650601115702
links,capital,BG0 0,residential rural ground heat pump,271.55962003857735,18915538.72918105,41802762.12321239
links,capital,BG0 0,residential rural micro gas CHP,135.79631873012983,50.403301569600096,21.116736976099055
links,capital,BG0 0,residential rural oil boiler,14234048.578813363,9082300.227233967,9082314.243581893
links,capital,BG0 0,residential rural resistive heater,6942108.448096531,4776938.789049726,4776956.5462442795
links,capital,BG0 0,residential rural water tanks charger,0.0,0.0,0.0
links,capital,BG0 0,residential rural water tanks discharger,0.0,0.0,0.0
links,capital,BG0 0,residential urban decentral air heat pump,71784770.22233602,285.2351277026397,83.54006320196267
links,capital,BG0 0,residential urban decentral biomass boiler,127756485.01461637,138966052.2198786,138966108.14215156
links,capital,BG0 0,residential urban decentral gas boiler,1430820.7262725225,207.31334606342685,15.88767375447286
links,capital,BG0 0,residential urban decentral micro gas CHP,135.30602495829407,50.467781496290385,20.807737321809476
links,capital,BG0 0,residential urban decentral oil boiler,22937137.607291207,11895346.97568136,11895357.021081975
links,capital,BG0 0,residential urban decentral resistive heater,12171765.949161468,7367621.140004339,7367653.038882908
links,capital,BG0 0,residential urban decentral water tanks charger,0.0,0.0,0.0
links,capital,BG0 0,residential urban decentral water tanks discharger,0.0,0.0,0.0
links,capital,BG0 0,services rural biomass boiler,42512070.09959538,42512288.61578229,42512121.94158707
links,capital,BG0 0,services rural gas boiler,186.98020151601125,86.11743317121439,15.272824023312255
links,capital,BG0 0,services rural ground heat pump,273.9040292760306,22756335.852277268,39074050.81841454
links,capital,BG0 0,services rural micro gas CHP,135.9379574087354,50.139811655221465,20.871387217231728
links,capital,BG0 0,services rural oil boiler,4355598.256857599,736320.8535487066,736333.1966468942
links,capital,BG0 0,services rural resistive heater,2124350.190636416,1964314.5445836263,1964495.5721653057
links,capital,BG0 0,services rural water tanks charger,0.0,0.0,0.0
links,capital,BG0 0,services rural water tanks discharger,0.0,0.0,0.0
links,capital,BG0 0,services urban decentral air heat pump,21965580.59964275,297.11800353296314,73.18643040442404
links,capital,BG0 0,services urban decentral biomass boiler,43498771.95027691,44379261.76263677,43498822.37595669
links,capital,BG0 0,services urban decentral gas boiler,196.75399513437395,253.8117066531909,15.064341574921958
links,capital,BG0 0,services urban decentral micro gas CHP,135.24602501875316,50.38764273861192,20.793187931938252
