cluster,,,,37m,37m,37m
ll,,,,v3.0,v3.0,v3.0
opt,,,,3H-I-T-H-B-A-CCL,3H-I-T-H-B-A-CCL,3H-I-T-H-B-A-CCL
AC,links,GB5 0,electricity distribution grid0,-8481129.226786025,-10932381.772496749,-10705105.00817775
AC,links,GB5 0,helmeth0,-1.510114925881981,-0.4873037237759432,-0.3662381170417614
AC,links,GB5 0,residential rural resistive heater0,-158543.69229777122,,
AC,links,GB5 0,residential urban decentral resistive heater0,-126579.43451894392,,
AC,links,GB5 0,services rural resistive heater0,-43080.00796847346,,
AC,links,GB5 0,services urban decentral resistive heater0,-34352.18283350398,,
AC,links,GB5 0,urban central resistive heater0,-35918.26730506486,,
AC,links,GB5 0 H2,H2 Fuel Cell1,1.287351668378215,0.34069317801812804,0.27578921437828596
AC,links,GB5 0 H2,methanolisation2,-111.17225921731307,-14536856.201281477,-11707470.406075576
AC,links,GB5 0 battery,battery discharger1,10.150585940846423,4.264104136088337,2.8590842213066066
AC,links,GB5 0 gas,CCGT1,3352340.49459581,311586.16679587535,499300.1201029739
AC,links,GB5 0 gas,OCGT1,0.8910707759197785,0.2843397541627402,0.09239169637067154
AC,links,GB5 0 gas,urban central gas CHP CC1,2.0965568181921173,0.45560718968009123,0.1962182436175204
AC,links,GB5 0 gas,urban central gas CHP1,2.949012604183495,0.6527855229639203,0.26155495169349186
AC,links,GB5 0 solid biomass,solid biomass1,0.16289181348292145,0.0912402856389481,0.0689823471217805
AC,links,GB5 0 solid biomass,urban central solid biomass CHP CC1,0.08716263597725948,0.045996148829063,0.03957787092867003
AC,links,GB5 0 solid biomass,urban central solid biomass CHP1,0.21113567991992166,0.10917083455069655,0.042467604803021655
AC,links,GR0 0,H2 Electrolysis0,-3.6199730761841256,-2966355.6808697586,-53342396.62423427
AC,links,GR0 0,Haber-Bosch0,-320789.2222637759,-245340.93770068424,-249651.61870071167
AC,links,GR0 0,battery charger0,-11.258564082449647,-6.6256854758686,-9.83463030394283
AC,links,GR0 0,electricity distribution grid0,-46972223.54260862,-43359172.74248248,-41288352.74396217
AC,links,GR0 0,helmeth0,-1.4160136340938623,-0.6737019918480085,-0.6561968662519211
AC,links,GR0 0,residential rural resistive heater0,-431833.1142597768,,
AC,links,GR0 0,residential urban decentral resistive heater0,-1461179.185067852,,
AC,links,GR0 0,services rural resistive heater0,-186726.30329294957,,
AC,links,GR0 0,services urban decentral resistive heater0,-260968.49273255153,,
AC,links,GR0 0,urban central resistive heater0,-145698.70237108343,,
AC,links,GR0 0 H2,H2 Fuel Cell1,1.1628101735499334,0.46483253190066387,0.3365676330472863
AC,links,GR0 0 H2,methanolisation2,-39.4021527235453,-211303.6708423631,-5394488.770062791
AC,links,GR0 0 battery,battery discharger1,10.132708091539282,5.963117142097206,8.851167553156566
AC,links,GR0 0 gas,CCGT1,21050686.005202763,23414403.636196285,2654051.4425365017
AC,links,GR0 0 gas,OCGT1,1.0344927509763653,0.3328278360815071,0.09389373978464538
AC,links,GR0 0 gas,urban central gas CHP CC1,2.0019859205690715,0.8409443451039263,0.2615854710497436
AC,links,GR0 0 gas,urban central gas CHP1,3.0016780363035025,1.492102941982223,0.4207714815844964
AC,links,GR0 0 solid biomass,solid biomass1,1.5218849683215854,0.7953230888128437,0.3670778902484573
AC,links,GR0 0 solid biomass,urban central solid biomass CHP CC1,1.6808520772451607,0.8732393878863056,0.7310382508363445
AC,links,GR0 0 solid biomass,urban central solid biomass CHP1,162473.78675964216,247229.1187537677,184023.3645085941
AC,links,HR0 0,H2 Electrolysis0,-3.2087197328406125,-2.9275769344045495,-32.35840208151223
AC,links,HR0 0,Haber-Bosch0,-17.36227284983044,-1.0629710720423062,-0.9030882890745431
AC,links,HR0 0,battery charger0,-10.123920492723864,-4.563495100507186,-4.823698114793177
AC,links,HR0 0,electricity distribution grid0,-16136055.850715011,-16085827.455899503,-15897948.306924544
AC,links,HR0 0,helmeth0,-1.192493622056322,-0.4697335720361119,-0.3768419533298359
AC,links,HR0 0,residential rural resistive heater0,-233439.8069408487,,
AC,links,HR0 0,residential urban decentral resistive heater0,-228066.73708093743,,
AC,links,HR0 0,services rural resistive heater0,-45769.42837379017,,
AC,links,HR0 0,services urban decentral resistive heater0,-40987.71143408323,,
AC,links,HR0 0,urban central resistive heater0,-31573.53046138731,,
AC,links,HR0 0 H2,H2 Fuel Cell1,1.20368025115574,0.5103825500975052,0.3752784670902397
AC,links,HR0 0 H2,methanolisation2,-23.29536163399649,-38.65866741421613,-12.781910403097124
AC,links,HR0 0 battery,battery discharger1,9.111528860784528,4.107145804270596,4.341328582916085
AC,links,HR0 0 gas,CCGT1,743323.3660796859,856861.7483489462,57185.94746662274
AC,links,HR0 0 gas,OCGT1,0.8420421688028965,0.30854340407943515,0.09680466517362063
AC,links,HR0 0 gas,urban central gas CHP CC1,1.5973846237453744,0.8771102060689875,0.2799813911595684
AC,links,HR0 0 gas,urban central gas CHP1,2.2699006646492057,1.4025855546382011,0.5066850935792777
AC,links,HR0 0 solid biomass,solid biomass1,1.7280324928396054,0.8687317727291424,0.3690511297680655
AC,links,HR0 0 solid biomass,urban central solid biomass CHP CC1,2.553392645891147,1.8123825918109784,1.1089771863944222
AC,links,HR0 0 solid biomass,urban central solid biomass CHP1,841184.5104627556,929175.2473650175,902386.5387097554
AC,links,HU0 0,H2 Electrolysis0,-2.79903612169294,-3.0173250079039744,-11.805670879935448
AC,links,HU0 0,Haber-Bosch0,-12.775875456448246,-1.2088058208354677,-0.8811424752243582
AC,links,HU0 0,battery charger0,-10.250731223389057,-4.768175956078757,-4.592535583073788
AC,links,HU0 0,electricity distribution grid0,-37217942.18617658,-36081900.09025947,-35449529.396182954
AC,links,HU0 0,helmeth0,-1.2844025670232806,-0.6598587153770932,-0.49175568708826844
AC,links,HU0 0 H2,H2 Fuel Cell1,1.2045933077130038,0.5038194628539844,0.3842059783462196
AC,links,HU0 0 H2,methanolisation2,-25.15725441841413,-49.23435212782354,-11.22442773699376
AC,links,HU0 0 battery,battery discharger1,9.225658518383428,4.291358574285245,4.133282304370187
AC,links,HU0 0 gas,CCGT1,7215282.315920482,7554902.888466936,649042.2979094101
AC,links,HU0 0 gas,OCGT1,1.0068381027090867,0.34082667403508443,0.10276860878430992
AC,links,HU0 0 gas,urban central gas CHP CC1,1.9750428917048735,0.9863364427489978,0.29337505047768914
AC,links,HU0 0 gas,urban central gas CHP1,2.881140241377901,1.534832839624864,0.5206794367558656
AC,links,HU0 0 solid biomass,solid biomass1,1.6060272523847159,0.8798197596839712,0.3741793780742577
AC,links,HU0 0 solid biomass,urban central solid biomass CHP CC1,2.285801649930911,1.7184660206106783,1.433476043746137
AC,links,HU0 0 solid biomass,urban central solid biomass CHP1,3129618.9200631394,3536667.4113262296,3850030.957822
AC,links,IE5 0,DC0,5.3185536425479425,-5.198508502173942,-27593699.057519913
AC,links,IE5 0,DC1,-5.3185536425479425,5.198508502173942,27593699.057519913
AC,links,IE5 0,H2 Electrolysis0,-4.751494978199024,-406763.1474875945,-89777966.96889319
AC,links,IE5 0,Haber-Bosch0,-1269.7248606009787,-6.855560579826605,-1957878.2913990042
AC,links,IE5 0,battery charger0,-11.100458739504615,-4.538938143104946,-3.2484586797336905
AC,links,IE5 0,electricity distribution grid0,-36391135.04706416,-41408339.977262914,-41369758.935751244
AC,links,IE5 0,helmeth0,-1.4573851106812366,-0.8636443891008035,-0.49061325977498
AC,links,IE5 0,residential rural resistive heater0,-353824.2047885988,,
AC,links,IE5 0,residential urban decentral resistive heater0,-428169.3844304086,,
AC,links,IE5 0,services rural resistive heater0,-111151.92335071265,,
AC,links,IE5 0,services urban decentral resistive heater0,-135957.2039648299,,
AC,links,IE5 0,urban central resistive heater0,-100577.7572026872,,
AC,links,IE5 0 H2,H2 Fuel Cell1,1.314188831205192,0.44417652079007547,0.26777757733362695
AC,links,IE5 0 H2,methanolisation2,-70.02343915480014,-1094822.4191309246,-906634.7002344792
AC,links,IE5 0 battery,battery discharger1,9.990413282889495,4.085044542609183,2.9236130913644125
AC,links,IE5 0 gas,CCGT1,12206941.311913094,6932247.965942868,731410.1639568579
AC,links,IE5 0 gas,OCGT1,1.0628005760862762,0.3500643089410388,0.09844307061735613
AC,links,IE5 0 gas,urban central gas CHP CC1,2.378282716500395,0.9201990658106477,0.20704313064941227
AC,links,IE5 0 gas,urban central gas CHP1,3.4321390878532183,1.249906347408254,0.25897031941909715
AC,links,IE5 0 solid biomass,solid biomass1,0.18667214857826017,0.10355115452329491,0.07693790653078626
AC,links,IE5 0 solid biomass,urban central solid biomass CHP CC1,0.10072313323752777,0.05780293444445149,0.04496495112045563
AC,links,IE5 0 solid biomass,urban central solid biomass CHP1,0.12085804591833355,0.06675049085264835,0.04815184127276349
AC,links,IT0 0,DC0,10106413.276692118,-3055468.2216622215,8205199.4957317365
AC,links,IT0 0,DC1,-10106413.276692118,3055468.2216622215,-8205199.4957317365
AC,links,IT0 0,H2 Electrolysis0,-3.112251577573595,-36.870974934710915,-84172970.75102212
AC,links,IT0 0,Haber-Bosch0,-31182.783805409064,-16452.791343063906,-889463.476559698
AC,links,IT0 0,battery charger0,-10.48560509632103,-7.151300036891834,-13.2672827044513
AC,links,IT0 0,electricity distribution grid0,-328565335.90372145,-356307112.45537066,-351050592.6413064
AC,links,IT0 0,helmeth0,-1.3472636996936127,-0.7231887379020309,-0.7465351597035639
AC,links,IT0 0,residential rural ground heat pump0,-548085.6625906061,,
AC,links,IT0 0,residential rural resistive heater0,-1395569.5857402356,,
AC,links,IT0 0,residential urban decentral air heat pump0,-35777528.330888316,,
AC,links,IT0 0,residential urban decentral resistive heater0,-393858.28055895923,,
AC,links,IT0 0,services rural resistive heater0,-605114.1616128654,,
AC,links,IT0 0,services urban decentral air heat pump0,-12025012.093365477,,
AC,links,IT0 0,services urban decentral resistive heater0,-163000.70831381273,,
AC,links,IT0 0,urban central air heat pump0,-26609570.12072895,,
AC,links,IT0 0,urban central resistive heater0,-73063.5361946977,,
AC,links,IT0 0 H2,H2 Fuel Cell1,1.0495275432990647,0.538623425637063,0.4878534623401257
AC,links,IT0 0 H2,methanolisation2,-38.1185747553626,-474468.1875547364,-5077570.171068099
AC,links,IT0 0 battery,battery discharger1,9.437045004023343,6.436170247018369,11.940554713622745
AC,links,IT0 0 gas,CCGT1,161517300.3577581,115511478.51057716,14657739.562307259
AC,links,IT0 0 gas,OCGT1,1.051705445204574,0.34038251748249815,0.10449702913973158
AC,links,IT0 0 gas,urban central gas CHP CC1,1.5483658923892096,1.0371277968791448,0.3725868912410749
AC,links,IT0 0 gas,urban central gas CHP1,1.9881783714129087,1.8710096238649567,0.6924499880351468
AC,links,IT0 0 solid biomass,solid biomass1,2.243796760370339,0.7813555878680039,0.31519190900633914
AC,links,IT0 0 solid biomass,urban central solid biomass CHP CC1,1.183887986654521,1.1625204455509142,0.4749363514538792
AC,links,IT0 0 solid biomass,urban central solid biomass CHP1,3.1703962476263587,80199.65372656913,49003.46005909141
AC,links,IT6 0,H2 Electrolysis0,-3.303851031759141,-449346.4029624305,-3225927.3802342755
AC,links,IT6 0,Haber-Bosch0,-8755.253004244525,-6.8550126146500645,-301249.0519036747
AC,links,IT6 0,battery charger0,-10.976294808668484,-7.721198384752758,-36.284166637073625
AC,links,IT6 0,electricity distribution grid0,-15463993.50701966,-14755161.049942717,-14391153.439874258
AC,links,IT6 0,helmeth0,-1.3805388386742716,-0.7706380752802666,-0.71278169420477
AC,links,IT6 0,residential rural resistive heater0,-43070.15257819732,,
AC,links,IT6 0,residential urban decentral air heat pump0,-158.20148066203177,,
AC,links,IT6 0,residential urban decentral resistive heater0,-67.89997538920815,,
AC,links,IT6 0,services urban decentral air heat pump0,-248.3094848776095,,
AC,links,IT6 0,urban central air heat pump0,-64112.97931582156,,
AC,links,IT6 0 H2,H2 Fuel Cell1,0.9419454586910148,0.4736686466780484,0.30459597221033086
AC,links,IT6 0 H2,methanolisation2,-54.404925569699316,-149705.78465687152,-128271.36341438911
AC,links,IT6 0 battery,battery discharger1,9.878665745135743,6.949078760093341,32.65575025298638
AC,links,IT6 0 gas,CCGT1,3188531.008650328,2718176.8995335,0.34022873303155826
AC,links,IT6 0 gas,OCGT1,1.011853030728154,0.3336183398486805,0.10371031665587638
AC,links,IT6 0 gas,urban central gas CHP CC1,1.2862908598949616,0.8773016142928987,0.2231691621689575
AC,links,IT6 0 gas,urban central gas CHP1,1.573309847196183,1.4854806517068977,0.40498592705752184
AC,links,IT6 0 solid biomass,solid biomass1,0.39549885817663843,0.2081238818607355,0.13645533234466828
AC,links,IT6 0 solid biomass,urban central solid biomass CHP CC1,0.18507320058704713,0.12254506909228834,0.07992929506734439
AC,links,IT6 0 solid biomass,urban central solid biomass CHP1,0.2301556939788999,0.1469888467446457,0.08955039658891747
AC,links,LT2 0,DC0,1230150.27113877,2965728.6856767805,1547516.0506715046
AC,links,LT2 0,DC1,-1230150.27113877,-2965728.6856767805,-1547516.0506715046
AC,links,LT2 0,H2 Electrolysis0,-2.384535773636083,-2.596515936435827,-6.445051861080017
AC,links,LT2 0,Haber-Bosch0,-23.67038464257973,-1.152572560317719,-1.0516949158623474
AC,links,LT2 0,battery charger0,-10.08256425494303,-4.103155356813247,-2.900084111012781
AC,links,LT2 0,electricity distribution grid0,-11303653.294157896,-11385165.146157619,-11535938.919677556
AC,links,LT2 0,helmeth0,-1.2323089046456492,-0.63215735887836,-0.774550959760503
AC,links,LT2 0 H2,H2 Fuel Cell1,1.3340547275057608,0.5010741317020644,0.31183614362705736
AC,links,LT2 0 H2,methanolisation2,-22.629729401960375,-49.0953937963241,-20.47506864621137
AC,links,LT2 0 battery,battery discharger1,9.074308246782747,3.6928400349462027,2.6100759795170725
AC,links,LT2 0 gas,CCGT1,3562128.6705733915,3060687.8218194083,924728.9235633415
AC,links,LT2 0 gas,OCGT1,1.0250876131515272,0.3308298931023762,0.09883404771218612
AC,links,LT2 0 gas,urban central gas CHP CC1,2.2482076359048873,0.9113767975430235,0.21656415565298087
AC,links,LT2 0 gas,urban central gas CHP1,3.1736634776524553,1.3428378634820934,0.3181324296891891
AC,links,LT2 0 solid biomass,solid biomass1,1.4725435735048893,0.9272475932135469,0.4808290059919364
AC,links,LT2 0 solid biomass,urban central solid biomass CHP CC1,2.4694574546180843,2.8357736829534486,384337.4191945938
AC,links,LT2 0 solid biomass,urban central solid biomass CHP1,1393091.9352177088,1488789.8692954867,1163926.4595324416
AC,links,LU0 0,H2 Electrolysis0,-3.8164794795807007,-3.0178778506273765,-5.8634738811555405
AC,links,LU0 0,Haber-Bosch0,-11.288960502450571,-1.0097570417840536,-0.702757628502205
AC,links,LU0 0,battery charger0,-10.278057734351336,-4.288980668827328,-3.7016623229311323
AC,links,LU0 0,electricity distribution grid0,-8975166.809596796,-9729758.06682656,-10996572.716598796
AC,links,LU0 0,helmeth0,-1.2882826597254433,-0.5055103334049897,-0.33023891759350243
AC,links,LU0 0 H2,H2 Fuel Cell1,1.3749419722588958,0.5445141740226482,0.4433340968997411
AC,links,LU0 0 H2,methanolisation2,-20.466543519295602,-30.48792334658394,-10.847699823454336
AC,links,LU0 0 battery,battery discharger1,9.250252378250535,3.860082815758998,3.331496370239611
AC,links,LU0 0 gas,CCGT1,2.746652736153015,1.2697524700942693,0.3023838257253497
AC,links,LU0 0 gas,OCGT1,0.8552972851599046,0.3112331850717954,0.10311410903520195
AC,links,LU0 0 gas,urban central gas CHP CC1,2.1318811859270017,0.9909430455312798,0.2931502336070857
AC,links,LU0 0 gas,urban central gas CHP1,3.2216171347430236,1.681385455392216,0.6360433615683931
AC,links,LU0 0 solid biomass,solid biomass1,0.4964663087501575,0.3314255413382745,0.20806260175383792
AC,links,LU0 0 solid biomass,urban central solid biomass CHP CC1,0.32311426580052316,0.2569903612659586,0.20207621435256165
AC,links,LU0 0 solid biomass,urban central solid biomass CHP1,0.41353679609575783,0.3264893736209263,0.22381259434081718
AC,links,LV2 0,H2 Electrolysis0,-2.298100185191785,-2.973907975524725,-7.037559127811251
AC,links,LV2 0,Haber-Bosch0,-45.457765374279305,-1.3329724674443812,-1.9102378190648404
AC,links,LV2 0,battery charger0,-10.114929357063886,-4.200857809987151,-2.939507735335143
AC,links,LV2 0,electricity distribution grid0,-7992030.043440536,-7810705.393138416,-7633769.981325266
AC,links,LV2 0,helmeth0,-1.2216341492771654,-0.5647903624430409,-0.48771844125664965
AC,links,LV2 0 H2,H2 Fuel Cell1,1.0760448648076162,0.4367255641080615,0.24301272180144115
AC,links,LV2 0 H2,methanolisation2,-24.342265587055184,-63.665632513134355,-55.54456151012384
AC,links,LV2 0 battery,battery discharger1,9.103436838691415,3.780772242802728,2.645557241402857
AC,links,LV2 0 gas,CCGT1,3558734.2046496402,2858432.477821503,731953.5811864536
AC,links,LV2 0 gas,OCGT1,0.9953695542278274,0.3299875460374571,0.101295400589774
AC,links,LV2 0 gas,urban central gas CHP CC1,1.494889466760677,0.6884891116084155,0.17695078534099046
AC,links,LV2 0 gas,urban central gas CHP1,2.0383877520797253,0.9854369291715885,0.2299993040365897
AC,links,LV2 0 solid biomass,solid biomass1,3.373824106217148,1.4345640431757487,0.7637171328377431
AC,links,LV2 0 solid biomass,urban central solid biomass CHP CC1,1.9986123013436754,2.635869168520137,456594.3861811245
AC,links,LV2 0 solid biomass,urban central solid biomass CHP1,1857717.0071355419,1871022.1950201152,1371796.3698440574
AC,links,ME0 0,H2 Electrolysis0,-3.496567893190121,-4.462501147112741,-1875231.5662428476
AC,links,ME0 0,Haber-Bosch0,-17.362484595669446,-1.3879689316510868,-4.8437126565428805
AC,links,ME0 0,battery charger0,-10.340782922996292,-5.021789513105865,-5.273543363904459
AC,links,ME0 0,electricity distribution grid0,-3040644.492238185,-2587143.0268455963,-2194268.3499262664
AC,links,ME0 0,helmeth0,-1.2275324674033548,-0.49418008635063715,-0.41121194883590295
AC,links,ME0 0 H2,H2 Fuel Cell1,1.3376268227033057,0.5066127302985922,0.32829806199159517
AC,links,ME0 0 H2,methanolisation2,-20.23065098770312,-39.140488056283765,-118.72119709730049
AC,links,ME0 0 battery,battery discharger1,9.306705048029546,4.51961077560966,4.74618930711782
AC,links,ME0 0 gas,CCGT1,3.0415549959171932,1.2839942902882315,0.26589777380183865
AC,links,ME0 0 gas,OCGT1,0.9252116424761272,0.3107647314514046,0.09571372380638664
AC,links,ME0 0 gas,urban central gas CHP CC1,2.3736116862184153,0.941592997873284,0.2746032215223929
AC,links,ME0 0 gas,urban central gas CHP1,3.690652526719056,1.6513217560109434,0.45372307881870927
AC,links,ME0 0 solid biomass,solid biomass1,1.09595671333197,0.611627567925573,0.3465411829789927
AC,links,ME0 0 solid biomass,urban central solid biomass CHP CC1,1.338531727020488,0.6698204776183525,0.8574642498975003
AC,links,ME0 0 solid biomass,urban central solid biomass CHP1,3.1417632405303824,1.5455395275768669,3.868972356464074
AC,links,MK0 0,H2 Electrolysis0,-3.555348748589636,-5.960711480398112,-12018510.629835295
AC,links,MK0 0,Haber-Bosch0,-14.626876433034163,-1.7179682001463106,-873452.102748215
AC,links,MK0 0,battery charger0,-10.594970366135696,-5.396841082334304,-7.834347458299238
AC,links,MK0 0,electricity distribution grid0,-4475243.236112567,-2776511.116409517,-946104.8370864014
AC,links,MK0 0,helmeth0,-1.269505685721354,-0.47684766329799855,-0.4071484730333629
AC,links,MK0 0 H2,H2 Fuel Cell1,1.240629265193403,0.4655262897233869,0.2757177076108265
AC,links,MK0 0 H2,methanolisation2,-23.837725423778032,-66.78094660718708,-176997.97535399118
AC,links,MK0 0 battery,battery discharger1,9.53547374685511,4.857157187915474,7.050912992074235
AC,links,MK0 0 gas,CCGT1,3.063008564972612,1.296276809183015,0.2555290554624042
AC,links,MK0 0 gas,OCGT1,0.9254201050812902,0.3099896340647108,0.09392153828888539
AC,links,MK0 0 gas,urban central gas CHP CC1,1.9987408674200347,0.7933664590229061,0.22550287580152603
AC,links,MK0 0 gas,urban central gas CHP1,3.057615771505813,1.3089395361596292,0.3199957288328639
AC,links,MK0 0 solid biomass,solid biomass1,1.5099804117668856,0.8715692848538876,0.4032127044376425
AC,links,MK0 0 solid biomass,urban central solid biomass CHP CC1,2.3227748784664697,1.143095684655371,0.9759601696277751
AC,links,MK0 0 solid biomass,urban central solid biomass CHP1,111886.26490138509,112141.51578457073,76039.1031438995
AC,links,NL0 0,DC0,380905.2540852239,1377171.603057972,547534.326461328
AC,links,NL0 0,DC1,-380905.2540852239,-1377171.603057972,-547534.326461328
AC,links,NL0 0,H2 Electrolysis0,-3.8111917841841203,-3.5021016257343396,-19.048980558815224
AC,links,NL0 0,Haber-Bosch0,-12.058747106839693,-1.3908854091182443,-0.8826711050334354
AC,links,NL0 0,battery charger0,-10.606671493736181,-4.477611957791593,-3.751148753159531
AC,links,NL0 0,electricity distribution grid0,-156955643.06786224,-181425860.0253248,-199117819.0737578
AC,links,NL0 0,helmeth0,-1.3384924167911842,-0.7945450675942677,-0.6985196565061853
AC,links,NL0 0,residential rural ground heat pump0,-632523.0892144756,,
AC,links,NL0 0,residential urban decentral air heat pump0,-1647352.957422813,,
AC,links,NL0 0,services rural ground heat pump0,-357583.3153357881,,
AC,links,NL0 0,services urban decentral air heat pump0,-831569.2525490092,,
AC,links,NL0 0,urban central air heat pump0,-2440357.9992377404,,
AC,links,NL0 0 H2,H2 Fuel Cell1,1.320281680797248,0.5300067272112778,0.4728840888344465
AC,links,NL0 0 H2,methanolisation2,-22.63681454662105,-59.62315261321167,-13.731582552706277
AC,links,NL0 0 battery,battery discharger1,9.546004761697624,4.029850975827086,3.3760341574520263
AC,links,NL0 0 gas,CCGT1,24607195.83483683,22803980.03030044,5056605.8764913175
AC,links,NL0 0 gas,OCGT1,1.2250391965583067,0.3390117076146401,0.10452837742562826
AC,links,NL0 0 gas,urban central gas CHP CC1,2.7856713018489234,1.0733088163767173,0.3108494532122551
AC,links,NL0 0 gas,urban central gas CHP1,4.494656006263595,1.7665706815458213,0.679505412707846
AC,links,NL0 0 solid biomass,solid biomass1,0.3679606778894679,0.23448733779169473,0.1578785762517367
AC,links,NL0 0 solid biomass,urban central solid biomass CHP CC1,0.21869539755878492,0.15415256785101022,0.12319210956757957
AC,links,NL0 0 solid biomass,urban central solid biomass CHP1,0.27424157731661103,0.18638623533382423,0.13327844433946523
AC,links,NO1 0,DC0,14309304.44944391,5485849.254580913,16277209.577957632
AC,links,NO1 0,DC1,-14309304.44944391,-5485849.254580913,-16277209.577957632
AC,links,NO1 0,H2 Electrolysis0,-2.7235352994311777,-2.1159233119065672,-5.01827606704318
AC,links,NO1 0,Haber-Bosch0,-11.197239850004468,-0.837190596380196,-0.5084930438508324
AC,links,NO1 0,battery charger0,-10.30785272983698,-3.9584105949317205,-2.7616654881914617
AC,links,NO1 0,electricity distribution grid0,-135737910.9762813,-140114129.03403038,-143599139.9715097
AC,links,NO1 0,helmeth0,-1.255588367741102,-0.7236743585441405,-1.1513625800486094
AC,links,NO1 0,residential rural ground heat pump0,-185344.58581643156,,
AC,links,NO1 0,residential urban decentral air heat pump0,-2292930.464318668,,
AC,links,NO1 0,services urban decentral air heat pump0,-1369336.0832781289,,
AC,links,NO1 0,urban central air heat pump0,-2613078.6107830876,,
AC,links,NO1 0 H2,H2 Fuel Cell1,1.24205782275794,0.5865916156761848,0.3669870711314712
AC,links,NO1 0 H2,methanolisation2,-25.36043272823705,-32.55178748971979,-23.460310679763218
AC,links,NO1 0 battery,battery discharger1,9.277067874187654,3.5625697492528676,2.4854992189848657
AC,links,NO1 0 gas,CCGT1,1132535.7143637477,777151.5884675747,345181.2507507899
AC,links,NO1 0 gas,OCGT1,1.102633118046891,0.3619483601367399,0.09769661210798367
AC,links,NO1 0 gas,urban central gas CHP CC1,2.1611620664604367,1.4540856491128635,0.24423539076962833
AC,links,NO1 0 gas,urban central gas CHP1,3.148045925938873,2.3969721037992135,0.4151181284371811
AC,links,NO1 0 solid biomass,solid biomass1,1.5585143084298285,0.7034292836498313,0.37225754096004754
AC,links,NO1 0 solid biomass,urban central solid biomass CHP CC1,1.6979255197683643,2.3036836618701386,4.516138520859776
AC,links,NO1 0 solid biomass,urban central solid biomass CHP1,13.984860086177576,674373.1327556865,435337.4895115543
AC,links,PL0 0,DC0,-7322119.703786435,7970071.4286014885,7196595.916874811
AC,links,PL0 0,DC1,7322119.703786435,-7970071.4286014885,-7196595.916874811
AC,links,PL0 0,H2 Electrolysis0,-3.6042721306165895,-4.094157032054514,-32624943.27307553
AC,links,PL0 0,Haber-Bosch0,-11.820176381434548,-1.1952267193573909,-1.0693933081321976
AC,links,PL0 0,battery charger0,-10.209927461910915,-4.468754240858728,-3.770331102869836
AC,links,PL0 0,electricity distribution grid0,-164576775.3092149,-163805348.14283854,-164693362.16274112
AC,links,PL0 0,helmeth0,-1.2760072650944299,-0.6029349749515484,-0.8972495269449305
AC,links,PL0 0,residential rural resistive heater0,-806749.8284341272,,
AC,links,PL0 0,residential urban decentral resistive heater0,-965284.077893714,,
AC,links,PL0 0,services rural resistive heater0,-321471.863608176,,
AC,links,PL0 0,services urban decentral resistive heater0,-307496.51594200835,,
AC,links,PL0 0,urban central resistive heater0,-136338.77583564835,,
AC,links,PL0 0 H2,H2 Fuel Cell1,1.3289978352573204,0.5477106870760144,0.41070969372367905
AC,links,PL0 0 H2,methanolisation2,-30.7151216825609,-63.94908199421055,-39.19128701624048
AC,links,PL0 0 battery,battery discharger1,9.188935133054258,4.021879030587397,3.393298272194734
AC,links,PL0 0 gas,CCGT1,6197740.965076145,14954796.06510381,2523809.898156519
AC,links,PL0 0 gas,OCGT1,1.0206071784740427,0.33618608064076116,0.10503285007337279
AC,links,PL0 0 gas,urban central gas CHP CC1,2.3713306584162948,1.1061718314813807,0.2725825612234803
AC,links,PL0 0 gas,urban central gas CHP1,3.6237664159774514,1.8356586748085404,0.4900176903484288
AC,links,PL0 0 solid biomass,solid biomass1,1.5797398722745948,0.8198784364351106,0.3986435618266866
AC,links,PL0 0 solid biomass,urban central solid biomass CHP CC1,2.894653430088253,2.4222661123633027,3.063955923631334
AC,links,PL0 0 solid biomass,urban central solid biomass CHP1,8836117.197944235,10250511.125363104,10090005.22955784
AC,links,PT0 0,H2 Electrolysis0,-3.79766502435253,-4262839.706467991,-29523533.00812544
AC,links,PT0 0,Haber-Bosch0,-6141531.198901916,-3566100.68073851,-2283236.976584898
AC,links,PT0 0,battery charger0,-11.952876784730766,-10.795890862193936,-10.518770565317046
AC,links,PT0 0,electricity distribution grid0,-51439575.39168796,-53116030.767314844,-47758716.549097
AC,links,PT0 0,helmeth0,-1.4096860665634423,-0.506131257932801,-0.4856283265021024
AC,links,PT0 0,residential rural resistive heater0,-1514491.8704359203,,
AC,links,PT0 0,residential urban decentral air heat pump0,-1229059.231603819,,
AC,links,PT0 0,residential urban decentral resistive heater0,-540560.0145921191,,
AC,links,PT0 0,services rural resistive heater0,-924338.088593929,,
AC,links,PT0 0,services urban decentral air heat pump0,-642661.4395851813,,
AC,links,PT0 0,services urban decentral resistive heater0,-687372.5428233497,,
AC,links,PT0 0,urban central air heat pump0,-1236247.5261339813,,
AC,links,PT0 0,urban central resistive heater0,-488488.9205982934,,
AC,links,PT0 0 H2,H2 Fuel Cell1,1.0255725712004071,0.44334088291735685,0.2816049779334266
AC,links,PT0 0 H2,methanolisation2,-44.761582888749885,-3742895.935970754,-10068343.159526994
AC,links,PT0 0 battery,battery discharger1,10.757589523593072,9.716301989792091,9.466893788395495
AC,links,PT0 0 gas,CCGT1,10079437.736427143,6557488.75971648,652004.4006763123
AC,links,PT0 0 gas,OCGT1,0.9085122750694814,0.2945814409738262,0.0913934953960347
