cluster,,,,37m,37m,37m
ll,,,,v3.0,v3.0,v3.0
opt,,,,3H-I-T-H-B-A-CCL,3H-I-T-H-B-A-CCL,3H-I-T-H-B-A-CCL
residential urban decentral heat,links,DE0 0 gas,residential urban decentral micro gas CHP2,0.37560618585631705,0.14429454837577793,0.05745655853559039
residential urban decentral heat,links,DE0 0 low voltage,residential urban decentral air heat pump1,16382095.867704744,28487831.82430767,30618917.16337712
residential urban decentral heat,links,DE0 0 low voltage,residential urban decentral resistive heater1,3535869.9096316136,4171531.081199992,12767650.912125304
residential urban decentral heat,links,DE0 0 residential urban decentral heat,residential urban decentral water tanks charger0,-412529.5526740424,-2980504.316016419,-2710190.717569329
residential urban decentral heat,links,DE0 0 residential urban decentral water tanks,residential urban decentral water tanks discharger1,267676.68797996186,1894698.325386916,1593724.7239486002
residential urban decentral heat,links,DE0 0 solid biomass,residential urban decentral biomass boiler1,4.698143942114371,19.958037531839956,2.63520784394943
residential urban decentral heat,links,DK0 0,residential urban decentral air heat pump1,2998650.8564442378,,
residential urban decentral heat,links,DK0 0,residential urban decentral resistive heater1,438393.7682025713,,
residential urban decentral heat,links,DK0 0 gas,residential urban decentral gas boiler1,3068199.103385628,3799610.512175072,1935475.2821839426
residential urban decentral heat,links,DK0 0 gas,residential urban decentral micro gas CHP2,0.3481309523429199,0.13283604687636805,0.05526025635588853
residential urban decentral heat,links,DK0 0 low voltage,residential urban decentral air heat pump1,7.376402832165172,1728616.4884980428,2435755.0030743103
residential urban decentral heat,links,DK0 0 low voltage,residential urban decentral resistive heater1,282391.775026668,331811.7623239497,1122089.437653204
residential urban decentral heat,links,DK0 0 residential urban decentral heat,residential urban decentral water tanks charger0,-111119.7635754561,-146590.5807246616,-242985.12021325337
residential urban decentral heat,links,DK0 0 residential urban decentral water tanks,residential urban decentral water tanks discharger1,66335.82863292022,92962.15525920008,145264.81430633733
residential urban decentral heat,links,DK0 0 solid biomass,residential urban decentral biomass boiler1,2200294.709952428,2317251.938052346,1681070.8269241983
residential urban decentral heat,links,DK1 0,residential urban decentral air heat pump1,1677204.6115354297,,
residential urban decentral heat,links,DK1 0,residential urban decentral resistive heater1,226382.66643922974,,
residential urban decentral heat,links,DK1 0 gas,residential urban decentral gas boiler1,2645083.62518287,3288183.1723562125,1531591.7096432382
residential urban decentral heat,links,DK1 0 gas,residential urban decentral micro gas CHP2,0.3496343071580035,0.13154693949078836,0.055292988625977674
residential urban decentral heat,links,DK1 0 low voltage,residential urban decentral air heat pump1,7.838529351380691,1101633.6110048369,1294929.1127900628
residential urban decentral heat,links,DK1 0 low voltage,residential urban decentral resistive heater1,242600.5879836249,248269.8575940984,654133.6425360462
residential urban decentral heat,links,DK1 0 residential urban decentral heat,residential urban decentral water tanks charger0,-57280.84481745248,-106356.22984475875,-186880.26199386228
residential urban decentral heat,links,DK1 0 residential urban decentral water tanks,residential urban decentral water tanks discharger1,33756.999588755134,66099.55897226401,109633.8696838124
residential urban decentral heat,links,DK1 0 solid biomass,residential urban decentral biomass boiler1,993410.105246543,613133.7925681851,693419.1991324237
residential urban decentral heat,links,EE2 0,residential urban decentral air heat pump1,667316.0735006036,,
residential urban decentral heat,links,EE2 0,residential urban decentral resistive heater1,16420.670655417252,,
residential urban decentral heat,links,EE2 0 gas,residential urban decentral gas boiler1,923987.0947404994,1160631.3976970036,602694.9554951233
residential urban decentral heat,links,EE2 0 gas,residential urban decentral micro gas CHP2,0.31891577993687464,0.13025892372741785,0.05535730445858399
residential urban decentral heat,links,EE2 0 low voltage,residential urban decentral air heat pump1,4.41259210918949,152513.44521804317,336676.2132903701
residential urban decentral heat,links,EE2 0 low voltage,residential urban decentral resistive heater1,15544.03397654389,116555.43706943003,429264.388604582
residential urban decentral heat,links,EE2 0 residential urban decentral heat,residential urban decentral water tanks charger0,-28882.35080274778,-44694.07819675484,-49403.32455697573
residential urban decentral heat,links,EE2 0 residential urban decentral water tanks,residential urban decentral water tanks discharger1,17322.32033250315,27978.46156943019,29526.282587871865
residential urban decentral heat,links,EE2 0 solid biomass,residential urban decentral biomass boiler1,112.75829555602175,255310.3986631374,431408.7027352436
residential urban decentral heat,links,ES0 0,residential urban decentral air heat pump1,3045750.9027948515,,
residential urban decentral heat,links,ES0 0,residential urban decentral resistive heater1,13646290.229374224,,
residential urban decentral heat,links,ES0 0 gas,residential urban decentral gas boiler1,35615381.080409214,17101001.199151114,5820223.170386813
residential urban decentral heat,links,ES0 0 gas,residential urban decentral micro gas CHP2,0.3571884953627983,0.1269041265870075,0.05119337061612583
residential urban decentral heat,links,ES0 0 low voltage,residential urban decentral air heat pump1,12255660.81089898,15052370.83653463,12346362.029806161
residential urban decentral heat,links,ES0 0 low voltage,residential urban decentral resistive heater1,11.915078061920086,5848642.779523186,4327759.25234329
residential urban decentral heat,links,ES0 0 residential urban decentral heat,residential urban decentral water tanks charger0,-3939422.8919241778,-3151637.9170970777,-2824687.047907308
residential urban decentral heat,links,ES0 0 residential urban decentral water tanks,residential urban decentral water tanks discharger1,2490402.252258877,1901921.977960034,1657484.3204178829
residential urban decentral heat,links,ES0 0 solid biomass,residential urban decentral biomass boiler1,4140241.5332540595,6998995.749115923,5115035.3357618945
residential urban decentral heat,links,ES3 0,residential urban decentral resistive heater1,240920.721168644,,
residential urban decentral heat,links,ES3 0 gas,residential urban decentral gas boiler1,342957.94099636027,90597.99316660667,56970.12438189776
residential urban decentral heat,links,ES3 0 gas,residential urban decentral micro gas CHP2,0.30910661140771856,0.12144261408333469,0.048968627541216
residential urban decentral heat,links,ES3 0 low voltage,residential urban decentral air heat pump1,269729.0233094494,267137.2500284939,204301.05413410912
residential urban decentral heat,links,ES3 0 low voltage,residential urban decentral resistive heater1,101074.81055458242,152875.47958299264,182992.86449585095
residential urban decentral heat,links,ES3 0 residential urban decentral heat,residential urban decentral water tanks charger0,-101122.2441284169,-79843.87177842052,-68299.64640510168
residential urban decentral heat,links,ES3 0 residential urban decentral water tanks,residential urban decentral water tanks discharger1,58815.027483065154,47980.64139054453,39996.29453182781
residential urban decentral heat,links,ES3 0 solid biomass,residential urban decentral biomass boiler1,991.9395857421174,48258.61873171234,30734.719058947794
residential urban decentral heat,links,EU oil,residential urban decentral oil boiler1,300656981.33424467,170702391.0930111,10906976.270649288
residential urban decentral heat,links,FI1 0,residential urban decentral air heat pump1,4032423.458503813,,
residential urban decentral heat,links,FI1 0,residential urban decentral resistive heater1,371906.3255626839,,
residential urban decentral heat,links,FI1 0 gas,residential urban decentral gas boiler1,10408917.321663763,13427032.139082054,7898282.305420981
residential urban decentral heat,links,FI1 0 gas,residential urban decentral micro gas CHP2,0.3282703905864822,0.13162958385736606,0.056692535682160955
residential urban decentral heat,links,FI1 0 low voltage,residential urban decentral air heat pump1,4.871569492536967,5.216430415097289,2678492.446328264
residential urban decentral heat,links,FI1 0 low voltage,residential urban decentral resistive heater1,5.169518215175463,755779.1170699913,1938189.861909417
residential urban decentral heat,links,FI1 0 residential urban decentral heat,residential urban decentral water tanks charger0,-80807.72294397665,-240991.22026105452,-231329.6772795099
residential urban decentral heat,links,FI1 0 residential urban decentral water tanks,residential urban decentral water tanks discharger1,49962.427487128596,159258.4448561063,139347.6564279747
residential urban decentral heat,links,FI1 0 solid biomass,residential urban decentral biomass boiler1,0.9562696489384983,0.6076357923638468,0.47059535522070217
residential urban decentral heat,links,FR0 0,residential urban decentral air heat pump1,53933478.74041856,,
residential urban decentral heat,links,FR0 0,residential urban decentral resistive heater1,9666971.733240888,,
residential urban decentral heat,links,FR0 0 gas,residential urban decentral gas boiler1,56807241.786352985,55544583.59794625,27405879.227319397
residential urban decentral heat,links,FR0 0 gas,residential urban decentral micro gas CHP2,0.34536910037618257,0.1345673050195076,0.05442184802177173
residential urban decentral heat,links,FR0 0 low voltage,residential urban decentral air heat pump1,7.910418829241751,24724343.42214454,22156074.16957543
residential urban decentral heat,links,FR0 0 low voltage,residential urban decentral resistive heater1,44.097926315244464,9776976.355027858,12877101.543331124
residential urban decentral heat,links,FR0 0 residential urban decentral heat,residential urban decentral water tanks charger0,-3238013.005885004,-4142938.535642991,-3560495.4561201064
residential urban decentral heat,links,FR0 0 residential urban decentral water tanks,residential urban decentral water tanks discharger1,1906765.610832207,2578896.7198018697,2086302.997788888
residential urban decentral heat,links,FR0 0 solid biomass,residential urban decentral biomass boiler1,19685452.513556737,21462885.6127239,15020315.60788357
residential urban decentral heat,links,GB4 0,residential urban decentral air heat pump1,2027573.3429043572,,
residential urban decentral heat,links,GB4 0,residential urban decentral resistive heater1,5681790.977531453,,
residential urban decentral heat,links,GB4 0 gas,residential urban decentral gas boiler1,172878539.68617544,66185220.020171806,25124060.17313365
residential urban decentral heat,links,GB4 0 gas,residential urban decentral micro gas CHP2,0.35363876523108917,0.1355731141231065,0.053179836533772416
residential urban decentral heat,links,GB4 0 low voltage,residential urban decentral air heat pump1,95.341598271317,53008820.44430548,47230222.93455101
residential urban decentral heat,links,GB4 0 low voltage,residential urban decentral resistive heater1,10312721.208097521,14382213.125215312,15784441.965748163
residential urban decentral heat,links,GB4 0 residential urban decentral heat,residential urban decentral water tanks charger0,-1203404.8565882812,-2694434.393553655,-3423647.049942679
residential urban decentral heat,links,GB4 0 residential urban decentral water tanks,residential urban decentral water tanks discharger1,782502.8117633723,1675025.9645959605,2080829.1015391476
residential urban decentral heat,links,GB4 0 solid biomass,residential urban decentral biomass boiler1,0.4803081165465436,0.27167676082628966,0.19949196699015456
residential urban decentral heat,links,GB5 0,residential urban decentral resistive heater1,113921.49106704954,,
residential urban decentral heat,links,GB5 0 gas,residential urban decentral gas boiler1,2882255.949444929,793188.422404174,243184.04753293487
residential urban decentral heat,links,GB5 0 gas,residential urban decentral micro gas CHP2,0.2992998774913555,0.12173384969844013,0.05056280759603071
residential urban decentral heat,links,GB5 0 low voltage,residential urban decentral air heat pump1,8.998163533585057,803316.5937324136,710623.5120854508
residential urban decentral heat,links,GB5 0 low voltage,residential urban decentral resistive heater1,7.769536601498554,396515.9728028925,284603.20468726853
residential urban decentral heat,links,GB5 0 residential urban decentral heat,residential urban decentral water tanks charger0,-9.937736385421921,-40608.18537874916,-58976.24398737693
residential urban decentral heat,links,GB5 0 residential urban decentral water tanks,residential urban decentral water tanks discharger1,6.1265249867074365,25361.187344855047,36065.32704149608
residential urban decentral heat,links,GB5 0 solid biomass,residential urban decentral biomass boiler1,0.31996227823115253,0.19113750988193207,0.1440038532317336
residential urban decentral heat,links,GR0 0,residential urban decentral resistive heater1,1315061.266561067,,
residential urban decentral heat,links,GR0 0 gas,residential urban decentral gas boiler1,3770029.6493135383,7504897.692799741,5303332.66900112
residential urban decentral heat,links,GR0 0 gas,residential urban decentral micro gas CHP2,0.3301842296432776,0.12489408357058213,0.0521186919419763
residential urban decentral heat,links,GR0 0 low voltage,residential urban decentral air heat pump1,2785592.316569496,2569736.4808842517,2915022.2156758425
residential urban decentral heat,links,GR0 0 low voltage,residential urban decentral resistive heater1,1552207.0818076644,1821534.4077208333,1988265.086695147
residential urban decentral heat,links,GR0 0 residential urban decentral heat,residential urban decentral water tanks charger0,-1378522.5577364424,-1420847.338536847,-1177907.8665558419
residential urban decentral heat,links,GR0 0 residential urban decentral water tanks,residential urban decentral water tanks discharger1,820911.9497784736,835309.2711013963,651825.9651857873
residential urban decentral heat,links,GR0 0 solid biomass,residential urban decentral biomass boiler1,1672048.6250265571,1458260.5156485776,1124619.4487413089
residential urban decentral heat,links,HR0 0,residential urban decentral resistive heater1,205260.06337284367,,
residential urban decentral heat,links,HR0 0 gas,residential urban decentral gas boiler1,7490223.52915449,4133827.251047392,2763301.0510663716
residential urban decentral heat,links,HR0 0 gas,residential urban decentral micro gas CHP2,0.3044558647159039,0.12470947192874143,0.05231524921317439
residential urban decentral heat,links,HR0 0 low voltage,residential urban decentral air heat pump1,222349.76231433445,1054447.584287922,978107.6353823148
residential urban decentral heat,links,HR0 0 low voltage,residential urban decentral resistive heater1,137372.0070979733,337880.64424867,359241.3915708743
residential urban decentral heat,links,HR0 0 residential urban decentral heat,residential urban decentral water tanks charger0,-79164.23632192772,-218000.04023588085,-167781.21614844567
residential urban decentral heat,links,HR0 0 residential urban decentral water tanks,residential urban decentral water tanks discharger1,50534.12383325658,135151.54048470221,97034.65881952233
residential urban decentral heat,links,HR0 0 solid biomass,residential urban decentral biomass boiler1,847458.943652102,589524.017002026,439045.4490547099
residential urban decentral heat,links,HU0 0 gas,residential urban decentral gas boiler1,16777954.59911294,8792974.439876694,6156596.83377474
residential urban decentral heat,links,HU0 0 gas,residential urban decentral micro gas CHP2,0.3292131650278016,0.13234146137088437,0.05547530630619673
residential urban decentral heat,links,HU0 0 low voltage,residential urban decentral air heat pump1,25.786287568376633,1836849.3651403333,2334118.6005835775
residential urban decentral heat,links,HU0 0 low voltage,residential urban decentral resistive heater1,415469.82969739597,1056505.2040936109,1156319.2973635502
residential urban decentral heat,links,HU0 0 residential urban decentral heat,residential urban decentral water tanks charger0,-52280.4890771154,-619784.3181553644,-544239.2185464208
residential urban decentral heat,links,HU0 0 residential urban decentral water tanks,residential urban decentral water tanks discharger1,33474.18894528597,377077.1408361573,310688.46315264073
residential urban decentral heat,links,HU0 0 solid biomass,residential urban decentral biomass boiler1,5657334.13145055,4188018.6329024285,3339911.744683677
residential urban decentral heat,links,IE5 0,residential urban decentral resistive heater1,385352.44598736777,,
residential urban decentral heat,links,IE5 0 gas,residential urban decentral gas boiler1,6168577.209231792,4163510.7956527276,1166745.357706659
residential urban decentral heat,links,IE5 0 gas,residential urban decentral micro gas CHP2,0.3305808191930505,0.13457561785826216,0.052696435424498034
residential urban decentral heat,links,IE5 0 low voltage,residential urban decentral air heat pump1,2984088.208627695,3343782.5186923984,2963764.1282066335
residential urban decentral heat,links,IE5 0 low voltage,residential urban decentral resistive heater1,501498.64153322706,1095762.9462703376,1271928.85312214
residential urban decentral heat,links,IE5 0 residential urban decentral heat,residential urban decentral water tanks charger0,-56282.054765045585,-198852.4987082063,-251684.98615517945
residential urban decentral heat,links,IE5 0 residential urban decentral water tanks,residential urban decentral water tanks discharger1,35555.60909519857,123866.71066386609,153086.7324156997
residential urban decentral heat,links,IE5 0 solid biomass,residential urban decentral biomass boiler1,0.3872294295025507,0.22137314704428945,0.1628272212040043
residential urban decentral heat,links,IT0 0,residential urban decentral air heat pump1,95369788.04767087,,
residential urban decentral heat,links,IT0 0,residential urban decentral resistive heater1,354472.4525030633,,
residential urban decentral heat,links,IT0 0 gas,residential urban decentral gas boiler1,53509021.03226721,57547813.4786749,33757693.880581655
residential urban decentral heat,links,IT0 0 gas,residential urban decentral micro gas CHP2,0.3210796974195006,0.13499283030453232,0.05465988525993459
residential urban decentral heat,links,IT0 0 low voltage,residential urban decentral air heat pump1,3.920187418197346,26476198.33272428,23469152.99453654
residential urban decentral heat,links,IT0 0 low voltage,residential urban decentral resistive heater1,1043129.3303717613,9409671.877931286,7535137.740184076
residential urban decentral heat,links,IT0 0 residential urban decentral heat,residential urban decentral water tanks charger0,-12515974.561772801,-7654850.604866117,-6412764.729865501
residential urban decentral heat,links,IT0 0 residential urban decentral water tanks,residential urban decentral water tanks discharger1,7510954.640303512,4611394.7730806265,3662256.6935992194
residential urban decentral heat,links,IT0 0 solid biomass,residential urban decentral biomass boiler1,7.243722236415165,15.114894686999317,1.1938301814475256
residential urban decentral heat,links,IT6 0,residential urban decentral air heat pump1,561.4894301033485,,
residential urban decentral heat,links,IT6 0,residential urban decentral resistive heater1,61.109977850287336,,
residential urban decentral heat,links,IT6 0 gas,residential urban decentral gas boiler1,3.21991871258565,0.4514765258184162,0.1324133481199516
residential urban decentral heat,links,IT6 0 gas,residential urban decentral micro gas CHP2,0.27243128624910173,0.102109216974137,0.04254677731904293
residential urban decentral heat,links,IT6 0 low voltage,residential urban decentral air heat pump1,1.6228473655953117,0.5986070063638333,0.276831121817067
residential urban decentral heat,links,IT6 0 low voltage,residential urban decentral resistive heater1,1.8595735730511749,1.0290524110797676,0.7998876482768309
residential urban decentral heat,links,IT6 0 residential urban decentral heat,residential urban decentral water tanks charger0,-2100.8094683737577,-8.320968353980678,-4.645174218301532
residential urban decentral heat,links,IT6 0 residential urban decentral water tanks,residential urban decentral water tanks discharger1,1468.2844866792009,5.176217981014958,2.9255861287457194
residential urban decentral heat,links,IT6 0 solid biomass,residential urban decentral biomass boiler1,0.5843527901305436,0.3176619870616232,0.21441003559002397
residential urban decentral heat,links,LT2 0 gas,residential urban decentral gas boiler1,840140.1810322341,699193.0911202739,355648.32790850714
residential urban decentral heat,links,LT2 0 gas,residential urban decentral micro gas CHP2,0.3351774786125626,0.12975601980971185,0.054703530253877274
residential urban decentral heat,links,LT2 0 low voltage,residential urban decentral air heat pump1,14.547972838305338,15.0682626317483,492118.2602137425
residential urban decentral heat,links,LT2 0 low voltage,residential urban decentral resistive heater1,49212.002425729785,192106.09951518517,289994.4623955492
residential urban decentral heat,links,LT2 0 residential urban decentral heat,residential urban decentral water tanks charger0,-9369.41681073554,-72796.9133298735,-73347.09017575959
residential urban decentral heat,links,LT2 0 residential urban decentral water tanks,residential urban decentral water tanks discharger1,6233.642388699465,47113.70385298297,43333.38934824396
residential urban decentral heat,links,LT2 0 solid biomass,residential urban decentral biomass boiler1,1939622.832381348,2103017.138050004,1822984.3598674887
residential urban decentral heat,links,LU0 0 gas,residential urban decentral gas boiler1,1573639.221924082,1317097.239644044,746392.8293816949
residential urban decentral heat,links,LU0 0 gas,residential urban decentral micro gas CHP2,0.3104512380302202,0.12574172545047926,0.054021876644795144
residential urban decentral heat,links,LU0 0 low voltage,residential urban decentral air heat pump1,240792.4743214079,237639.3146484434,336745.28366719454
residential urban decentral heat,links,LU0 0 low voltage,residential urban decentral resistive heater1,41960.87262037629,54146.516709576994,152287.78904826968
residential urban decentral heat,links,LU0 0 residential urban decentral heat,residential urban decentral water tanks charger0,-9524.085969399835,-30801.64744749845,-49232.549877311016
residential urban decentral heat,links,LU0 0 residential urban decentral water tanks,residential urban decentral water tanks discharger1,5982.465518225289,19280.19374234262,28399.800620745205
residential urban decentral heat,links,LU0 0 solid biomass,residential urban decentral biomass boiler1,1.3024864366146764,1.041442159724833,0.6517199328596943
residential urban decentral heat,links,LV2 0 gas,residential urban decentral gas boiler1,759859.5988615027,3.1257976873831095,0.43655310270457576
residential urban decentral heat,links,LV2 0 gas,residential urban decentral micro gas CHP2,0.3092048730908343,0.12507886735290966,0.05317282705529197
residential urban decentral heat,links,LV2 0 low voltage,residential urban decentral air heat pump1,3.455058944483544,2.1790793854371318,1.7866285170750607
residential urban decentral heat,links,LV2 0 low voltage,residential urban decentral resistive heater1,9008.583182445534,139508.38409662576,270692.20130804734
residential urban decentral heat,links,LV2 0 residential urban decentral heat,residential urban decentral water tanks charger0,-58822.45470994116,-96694.343810658,-155823.78098975722
residential urban decentral heat,links,LV2 0 residential urban decentral water tanks,residential urban decentral water tanks discharger1,37892.17577651134,62395.588742864056,96993.48595798385
residential urban decentral heat,links,LV2 0 solid biomass,residential urban decentral biomass boiler1,3031433.7868483653,2904627.646231652,2396747.8155752523
residential urban decentral heat,links,ME0 0 gas,residential urban decentral gas boiler1,313376.92338628985,314025.3202193996,167334.36904755447
residential urban decentral heat,links,ME0 0 gas,residential urban decentral micro gas CHP2,0.3210286160829514,0.1226948007760991,0.05291400403913124
residential urban decentral heat,links,ME0 0 low voltage,residential urban decentral air heat pump1,134505.73493559752,41790.88141082192,94349.3875674839
residential urban decentral heat,links,ME0 0 low voltage,residential urban decentral resistive heater1,34425.43354136696,76684.78317225106,61270.29871231837
residential urban decentral heat,links,ME0 0 residential urban decentral heat,residential urban decentral water tanks charger0,-5150.114769773858,-34766.41554791662,-32436.287958936686
residential urban decentral heat,links,ME0 0 residential urban decentral water tanks,residential urban decentral water tanks discharger1,3187.4587869490356,21262.201223465327,18941.111095159853
residential urban decentral heat,links,ME0 0 solid biomass,residential urban decentral biomass boiler1,8.015929482407754,4.0604690663482454,2.461452209024378
residential urban decentral heat,links,MK0 0 gas,residential urban decentral gas boiler1,119244.25943626388,218938.49293451477,149583.66310734232
residential urban decentral heat,links,MK0 0 gas,residential urban decentral micro gas CHP2,0.31654567971232406,0.12113162794101234,0.052644919149926334
residential urban decentral heat,links,MK0 0 low voltage,residential urban decentral air heat pump1,149219.96985549544,67368.18096733393,172673.49170729273
residential urban decentral heat,links,MK0 0 low voltage,residential urban decentral resistive heater1,43488.363207760056,83198.98600283277,88093.0922291268
residential urban decentral heat,links,MK0 0 residential urban decentral heat,residential urban decentral water tanks charger0,-7672.42598266012,-45414.6790997661,-42005.60624832194
residential urban decentral heat,links,MK0 0 residential urban decentral water tanks,residential urban decentral water tanks discharger1,4607.847798950795,27599.488769182368,24145.457133421154
residential urban decentral heat,links,MK0 0 solid biomass,residential urban decentral biomass boiler1,106740.35210543848,122052.65437331409,118474.09461272709
residential urban decentral heat,links,NL0 0,residential urban decentral air heat pump1,4375711.666304638,,
residential urban decentral heat,links,NL0 0 gas,residential urban decentral gas boiler1,55147331.28284107,26537499.704176165,13683215.043473259
residential urban decentral heat,links,NL0 0 gas,residential urban decentral micro gas CHP2,0.36404193870489066,0.13603800274493835,0.05509011475215558
residential urban decentral heat,links,NL0 0 low voltage,residential urban decentral air heat pump1,12.239256018736764,9963834.874006761,9201005.37595716
residential urban decentral heat,links,NL0 0 low voltage,residential urban decentral resistive heater1,1068185.9333340635,1767989.5268776878,3492903.3345386325
residential urban decentral heat,links,NL0 0 residential urban decentral heat,residential urban decentral water tanks charger0,-153797.70324361627,-844694.0605711509,-1075583.7658865275
residential urban decentral heat,links,NL0 0 residential urban decentral water tanks,residential urban decentral water tanks discharger1,99847.43601647177,525513.8518664083,628284.3644610164
residential urban decentral heat,links,NL0 0 solid biomass,residential urban decentral biomass boiler1,0.8114517500051577,0.6215572837697406,0.4079493942748843
residential urban decentral heat,links,NO1 0,residential urban decentral air heat pump1,5057125.787011633,,
residential urban decentral heat,links,NO1 0 gas,residential urban decentral gas boiler1,884251.5748020197,4409263.484912655,470227.094155483
residential urban decentral heat,links,NO1 0 gas,residential urban decentral micro gas CHP2,0.3376142732401879,0.1375123966393538,0.05473327481868103
residential urban decentral heat,links,NO1 0 low voltage,residential urban decentral air heat pump1,3.8535037762343873,4.932064749123168,1235475.4405688737
residential urban decentral heat,links,NO1 0 low voltage,residential urban decentral resistive heater1,178176.51975017443,859186.6491170306,1149875.219013346
residential urban decentral heat,links,NO1 0 residential urban decentral heat,residential urban decentral water tanks charger0,-65059.380386849625,-42883.43435170034,-273017.40643631225
residential urban decentral heat,links,NO1 0 residential urban decentral water tanks,residential urban decentral water tanks discharger1,40959.75797515958,28205.93357734957,163417.9571476266
residential urban decentral heat,links,NO1 0 solid biomass,residential urban decentral biomass boiler1,2376768.374544609,1711841.5345975207,1835535.8634646223
residential urban decentral heat,links,PL0 0,residential urban decentral resistive heater1,868755.6701043425,,
residential urban decentral heat,links,PL0 0 gas,residential urban decentral gas boiler1,26889411.179581188,25303146.450379804,17120561.795703016
residential urban decentral heat,links,PL0 0 gas,residential urban decentral micro gas CHP2,0.34601871217569036,0.1342870689557952,0.056942675893862954
residential urban decentral heat,links,PL0 0 low voltage,residential urban decentral air heat pump1,45.02330207379978,6350711.480758339,7970168.282186486
residential urban decentral heat,links,PL0 0 low voltage,residential urban decentral resistive heater1,696902.8666123928,2012540.9398933218,3081082.907399687
residential urban decentral heat,links,PL0 0 residential urban decentral heat,residential urban decentral water tanks charger0,-125092.05687360337,-1183265.4746423364,-872697.6646521166
residential urban decentral heat,links,PL0 0 residential urban decentral water tanks,residential urban decentral water tanks discharger1,81504.0406009853,755385.9226469535,512108.46319939615
residential urban decentral heat,links,PL0 0 solid biomass,residential urban decentral biomass boiler1,12595482.245624565,9087004.273487084,7191967.341255292
residential urban decentral heat,links,PT0 0,residential urban decentral air heat pump1,3645804.080969982,,
residential urban decentral heat,links,PT0 0,residential urban decentral resistive heater1,486504.0131329072,,
residential urban decentral heat,links,PT0 0 gas,residential urban decentral gas boiler1,2236564.5076460177,649848.4763384765,125216.75630545418
residential urban decentral heat,links,PT0 0 gas,residential urban decentral micro gas CHP2,0.29113710614694976,0.12041158455880185,0.04971632874523069
residential urban decentral heat,links,PT0 0 low voltage,residential urban decentral air heat pump1,5.202594225405038,2551656.076378215,2109827.147563138
residential urban decentral heat,links,PT0 0 low voltage,residential urban decentral resistive heater1,5.273892669346856,560697.0627492769,331143.2436500715
residential urban decentral heat,links,PT0 0 residential urban decentral heat,residential urban decentral water tanks charger0,-241694.3810854631,-236143.41144737633,-238974.06915599154
residential urban decentral heat,links,PT0 0 residential urban decentral water tanks,residential urban decentral water tanks discharger1,147659.58691256726,140188.56550844203,138806.01264841235
residential urban decentral heat,links,PT0 0 solid biomass,residential urban decentral biomass boiler1,15.426215636979283,765851.4231998557,319325.4208891444
residential urban decentral heat,links,RO0 0,residential urban decentral resistive heater1,122403.2333613035,,
residential urban decentral heat,links,RO0 0 gas,residential urban decentral gas boiler1,11553410.527483322,285381.6432870886,153595.22775887026
residential urban decentral heat,links,RO0 0 gas,residential urban decentral micro gas CHP2,0.34376492435321915,0.1389882537609886,0.056126059067911876
residential urban decentral heat,links,RO0 0 low voltage,residential urban decentral air heat pump1,6.386760643901888,37.14878100719597,765857.8216549606
residential urban decentral heat,links,RO0 0 low voltage,residential urban decentral resistive heater1,507020.73863200285,2356486.6686771037,2346903.3058417332
residential urban decentral heat,links,RO0 0 residential urban decentral heat,residential urban decentral water tanks charger0,-88756.30872147136,-1255954.5590184126,-1367282.4480855772
residential urban decentral heat,links,RO0 0 residential urban decentral water tanks,residential urban decentral water tanks discharger1,58188.039614814035,769116.5078343241,823267.5653915957
residential urban decentral heat,links,RO0 0 solid biomass,residential urban decentral biomass boiler1,9433182.1270384,11607891.692185605,9223250.995954968
residential urban decentral heat,links,RS0 0 gas,residential urban decentral gas boiler1,1601475.6613745708,2114193.705644143,1612828.9881217624
residential urban decentral heat,links,RS0 0 gas,residential urban decentral micro gas CHP2,0.316948928204832,0.11945647331613544,0.05316047662436765
residential urban decentral heat,links,RS0 0 low voltage,residential urban decentral air heat pump1,1123667.584487288,1105919.6664121142,1265572.0763130295
residential urban decentral heat,links,RS0 0 low voltage,residential urban decentral resistive heater1,196784.42896744364,258497.9512819075,538918.647285779
residential urban decentral heat,links,RS0 0 residential urban decentral heat,residential urban decentral water tanks charger0,-41842.8916526251,-107642.73314043725,-249766.8012434701
residential urban decentral heat,links,RS0 0 residential urban decentral water tanks,residential urban decentral water tanks discharger1,25205.93390226231,65434.866842751115,143455.31526110123
residential urban decentral heat,links,RS0 0 solid biomass,residential urban decentral biomass boiler1,314788.1089203842,309556.53422753565,486833.40304185887
residential urban decentral heat,links,SE1 0,residential urban decentral air heat pump1,7268480.483761312,,
residential urban decentral heat,links,SE1 0,residential urban decentral resistive heater1,397796.1039645963,,
residential urban decentral heat,links,SE1 0 gas,residential urban decentral gas boiler1,3993780.795662778,8002749.152822455,3525551.2634581034
residential urban decentral heat,links,SE1 0 gas,residential urban decentral micro gas CHP2,0.32598864742708034,0.1301726874991987,0.05652156787155538
residential urban decentral heat,links,SE1 0 low voltage,residential urban decentral air heat pump1,5.1221853956537124,9.272691794475952,4214393.152159009
residential urban decentral heat,links,SE1 0 low voltage,residential urban decentral resistive heater1,318427.5297112523,1976481.0948368653,3041039.130768289
residential urban decentral heat,links,SE1 0 residential urban decentral heat,residential urban decentral water tanks charger0,-123710.07226372176,-301762.1601149104,-449587.7415591512
residential urban decentral heat,links,SE1 0 residential urban decentral water tanks,residential urban decentral water tanks discharger1,75707.85807006017,201103.93364270235,266323.7322227281
