cluster,37m,37m,37m
ll,v3.0,v3.0,v3.0
opt,3H-I-T-H-B-A-CCL,3H-I-T-H-B-A-CCL,3H-I-T-H-B-A-CCL
planning_horizon,2030,2040,2050
zero_hours,0.01860422065901518,0.04735283228433913,0.07089041095890411
mean,63.85916601629187,72.94202417979491,75.49139221319342
standard_deviation,18.60783318561886,27.577282891400785,42.63706067334303
