cluster,,37m,37m,37m
ll,,v3.0,v3.0,v3.0
opt,,3H-I-T-H-B-A-CCL,3H-I-T-H-B-A-CCL,3H-I-T-H-B-A-CCL
links,services urban decentral micro gas CHP,0.5348810290176578,0.5319258087404305,0.4614011049942065
links,services urban decentral oil boiler,0.17526652803749354,0.12990768366236857,0.007047961933926678
links,services urban decentral resistive heater,0.08296487418913114,0.12724767406520435,0.16536739043248716
links,services urban decentral water tanks charger,0.02807668126419024,0.04352584063149267,0.049921392471918014
links,services urban decentral water tanks discharger,0.027175131647222822,0.03707817062516096,0.05713129430337123
links,solid biomass,0.4264843305305266,0.5109497618641589,0.4927753735392758
links,solid biomass for industry,0.9999998964388709,0.9999997816234576,0.9999999288428277
links,solid biomass for industry CC,0.6369077827095206,0.771618751469578,0.9999999179199847
links,solid biomass transport,0.0003232371215853498,0.00032323459516290793,0.00032370625306458626
links,urban central air heat pump,0.595491113990724,0.8298398048724847,0.6387442702115004
links,urban central gas CHP,0.2808338391644683,0.31883896565196174,0.13727942591951664
links,urban central gas CHP CC,0.46830245034839635,0.4799235346998556,0.26032814543911853
links,urban central gas boiler,0.2698483521159814,0.2580292668459051,0.12769700740953271
links,urban central oil boiler,0.003284969571832932,0.00023393694683863627,
links,urban central resistive heater,0.05123992194054502,0.08776021725761866,0.11095410833002882
links,urban central solid biomass CHP,0.3799494427758239,0.44589082984284467,0.398463855668825
links,urban central solid biomass CHP CC,0.7126414597617391,0.7869526368613935,0.6520414034415956
links,urban central water tanks charger,0.04492677997054074,0.07050926848582985,0.09481693387443269
links,urban central water tanks discharger,0.04381073392625143,0.060284666923868725,0.0803493816125865
stores,H2 Store,0.5140814214293761,0.5183150227690161,0.5560410084177884
stores,ammonia store,0.5203544974000349,0.6026815968611592,0.5980422145272444
stores,battery,0.4963633351675431,0.5007900099969113,0.5072342163560348
stores,battery storage,0.7997778339954217,0.8235030496124318,0.8308957184604502
stores,biogas,0.9999998493779617,0.9999998299406448,0.49982876715432945
stores,co2,0.5246362347618976,0.5354466318469736,0.5791782909455835
stores,co2 stored,0.5317666569892279,0.47621465834089766,0.5152666010513656
stores,coal,0.368951713421239,0.3652253161418804,0.3531239012426119
stores,gas,0.377378291173793,0.370727463607631,0.3635940045988995
stores,home battery,0.4912470396551623,0.49473448350057664,0.5075221963379273
stores,lignite,0.3647159513648177,0.36425781052283757,0.3529729157123174
stores,methanol,0.999982370404837,0.9990469185033336,0.9949425461032773
stores,oil,0.3787865465699643,0.37803560905654604,0.41361977355810775
stores,residential rural water tanks,0.06657293841677066,0.0955051043920568,0.13495484204335217
stores,residential urban decentral water tanks,0.10293588417851925,0.11419231463239393,0.14730631772958222
stores,services rural water tanks,0.050133269800629175,0.07722473447489722,0.12404582158102981
stores,services urban decentral water tanks,0.07180376297874437,0.08449187253479026,0.12860276387591157
stores,solid biomass,0.48556967661667344,0.4855977203810307,0.47220585878782995
stores,uranium,0.49904695529683923,0.5007141083796509,0.4461229581450567
stores,urban central water tanks,0.2953978150821456,0.25790262831968214,0.3760352582614373
